month,channel,region,spend_eur
2024-10-01,Content download,LATAM,351.00
2024-10-01,Content download,North America,2583.00
2024-10-01,Content download,Unknown,746.00
2024-10-01,Event / Trade show,APAC,1509.00
2024-10-01,Event / Trade show,EMEA - DACH,8082.00
2024-10-01,Event / Trade show,EMEA - North,7210.00
2024-10-01,Event / Trade show,EMEA - South,7701.00
2024-10-01,Event / Trade show,EMEA - UK&I,2924.00
2024-10-01,Event / Trade show,LATAM,987.00
2024-10-01,Event / Trade show,North America,11316.00
2024-10-01,Event / Trade show,Unknown,2597.00
2024-10-01,Paid search - Enterprise LP,APAC,629.00
2024-10-01,Paid search - Enterprise LP,EMEA - North,1023.00
2024-10-01,Paid search - Enterprise LP,EMEA - South,561.00
2024-10-01,Paid search - Enterprise LP,EMEA - UK&I,1104.00
2024-10-01,Paid search - Enterprise LP,LATAM,262.00
2024-10-01,Paid search - Enterprise LP,North America,3861.00
2024-10-01,Paid search - Enterprise LP,Unknown,1026.00
2024-10-01,Paid search - Self-serve,APAC,11572.00
2024-10-01,Paid search - Self-serve,EMEA - DACH,26564.00
2024-10-01,Paid search - Self-serve,EMEA - North,11902.00
2024-10-01,Paid search - Self-serve,EMEA - South,14946.00
2024-10-01,Paid search - Self-serve,EMEA - UK&I,11884.00
2024-10-01,Paid search - Self-serve,LATAM,11312.00
2024-10-01,Paid search - Self-serve,North America,35313.00
2024-10-01,Paid social,APAC,1449.00
2024-10-01,Paid social,EMEA - DACH,1434.00
2024-10-01,Paid social,EMEA - North,1171.00
2024-10-01,Paid social,EMEA - South,1977.00
2024-10-01,Paid social,EMEA - UK&I,980.00
2024-10-01,Paid social,LATAM,214.00
2024-10-01,Paid social,North America,2074.00
2024-10-01,Paid social,Unknown,942.00
2024-10-01,Partner MDF,APAC,1867.00
2024-10-01,Partner MDF,EMEA - DACH,4404.00
2024-10-01,Partner MDF,EMEA - North,1868.00
2024-10-01,Partner MDF,EMEA - South,1505.00
2024-10-01,Partner MDF,EMEA - UK&I,2133.00
2024-10-01,Partner MDF,LATAM,1165.00
2024-10-01,Partner MDF,North America,4555.00
2024-10-01,Webinar,APAC,849.00
2024-10-01,Webinar,EMEA - DACH,1246.00
2024-10-01,Webinar,EMEA - North,405.00
2024-10-01,Webinar,EMEA - South,729.00
2024-10-01,Webinar,EMEA - UK&I,195.00
2024-10-01,Webinar,LATAM,391.00
2024-10-01,Webinar,North America,2037.00
2024-10-01,Webinar,Unknown,624.00
2024-11-01,Community sponsorships,APAC,1357.00
2024-11-01,Community sponsorships,EMEA - DACH,3908.00
2024-11-01,Community sponsorships,EMEA - North,1592.00
2024-11-01,Community sponsorships,EMEA - South,3101.00
2024-11-01,Community sponsorships,EMEA - UK&I,1568.00
2024-11-01,Community sponsorships,LATAM,2827.00
2024-11-01,Community sponsorships,North America,8212.00
2024-11-01,Content download,APAC,599.00
2024-11-01,Content download,EMEA - DACH,1877.00
2024-11-01,Content download,EMEA - North,1335.00
2024-11-01,Content download,EMEA - South,1094.00
2024-11-01,Content download,EMEA - UK&I,1068.00
2024-11-01,Content download,LATAM,381.00
2024-11-01,Content download,North America,2454.00
2024-11-01,Content download,Unknown,637.00
2024-11-01,Event / Trade show,APAC,5376.00
2024-11-01,Event / Trade show,EMEA - DACH,8728.00
2024-11-01,Event / Trade show,EMEA - North,5287.00
2024-11-01,Event / Trade show,EMEA - South,5759.00
2024-11-01,Event / Trade show,EMEA - UK&I,3095.00
2024-11-01,Event / Trade show,LATAM,1989.00
2024-11-01,Event / Trade show,North America,3292.00
2024-11-01,Event / Trade show,Unknown,5882.00
2024-11-01,Paid search - Enterprise LP,APAC,258.00
2024-11-01,Paid search - Enterprise LP,EMEA - DACH,1531.00
2024-11-01,Paid search - Enterprise LP,EMEA - North,1903.00
2024-11-01,Paid search - Enterprise LP,EMEA - South,1421.00
2024-11-01,Paid search - Enterprise LP,EMEA - UK&I,577.00
2024-11-01,Paid search - Enterprise LP,LATAM,269.00
2024-11-01,Paid search - Enterprise LP,North America,4037.00
2024-11-01,Paid search - Enterprise LP,Unknown,637.00
2024-11-01,Paid search - Self-serve,APAC,11935.00
2024-11-01,Paid search - Self-serve,EMEA - DACH,22885.00
2024-11-01,Paid search - Self-serve,EMEA - North,13147.00
2024-11-01,Paid search - Self-serve,EMEA - South,11326.00
2024-11-01,Paid search - Self-serve,EMEA - UK&I,13247.00
2024-11-01,Paid search - Self-serve,LATAM,14353.00
2024-11-01,Paid search - Self-serve,North America,34189.00
2024-11-01,Paid social,APAC,159.00
2024-11-01,Paid social,EMEA - DACH,3079.00
2024-11-01,Paid social,EMEA - North,1463.00
2024-11-01,Paid social,EMEA - South,784.00
2024-11-01,Paid social,EMEA - UK&I,2045.00
2024-11-01,Paid social,LATAM,192.00
2024-11-01,Paid social,North America,3250.00
2024-11-01,Paid social,Unknown,1191.00
2024-11-01,Partner MDF,APAC,876.00
2024-11-01,Partner MDF,EMEA - DACH,4357.00
2024-11-01,Partner MDF,EMEA - North,1201.00
2024-11-01,Partner MDF,EMEA - South,1347.00
2024-11-01,Partner MDF,EMEA - UK&I,849.00
2024-11-01,Partner MDF,LATAM,1950.00
2024-11-01,Partner MDF,North America,4159.00
2024-11-01,Webinar,APAC,1001.00
2024-11-01,Webinar,EMEA - DACH,1095.00
2024-11-01,Webinar,EMEA - North,1162.00
2024-11-01,Webinar,EMEA - South,825.00
2024-11-01,Webinar,EMEA - UK&I,1294.00
2024-11-01,Webinar,LATAM,399.00
2024-11-01,Webinar,North America,2596.00
2024-11-01,Webinar,Unknown,613.00
2024-12-01,Community sponsorships,APAC,1488.00
2024-12-01,Community sponsorships,EMEA - DACH,4683.00
2024-12-01,Community sponsorships,EMEA - North,1811.00
2024-12-01,Community sponsorships,EMEA - South,3487.00
2024-12-01,Community sponsorships,EMEA - UK&I,2332.00
2024-12-01,Community sponsorships,LATAM,1456.00
2024-12-01,Community sponsorships,North America,8526.00
2024-12-01,Content download,APAC,962.00
2024-12-01,Content download,EMEA - DACH,1707.00
2024-12-01,Content download,EMEA - North,1051.00
2024-12-01,Content download,EMEA - South,735.00
2024-12-01,Content download,EMEA - UK&I,1082.00
2024-12-01,Content download,LATAM,97.00
2024-12-01,Content download,North America,2626.00
2024-12-01,Content download,Unknown,455.00
2024-12-01,Event / Trade show,APAC,838.00
2024-12-01,Event / Trade show,EMEA - DACH,6940.00
2024-12-01,Event / Trade show,EMEA - North,6877.00
2024-12-01,Event / Trade show,EMEA - South,6528.00
2024-12-01,Event / Trade show,EMEA - UK&I,3672.00
2024-12-01,Event / Trade show,LATAM,827.00
2024-12-01,Event / Trade show,North America,11148.00
2024-12-01,Event / Trade show,Unknown,5604.00
2024-12-01,Paid search - Enterprise LP,APAC,2428.00
2024-12-01,Paid search - Enterprise LP,EMEA - DACH,790.00
2024-12-01,Paid search - Enterprise LP,EMEA - North,790.00
2024-12-01,Paid search - Enterprise LP,EMEA - South,672.00
2024-12-01,Paid search - Enterprise LP,EMEA - UK&I,1424.00
2024-12-01,Paid search - Enterprise LP,LATAM,1152.00
2024-12-01,Paid search - Enterprise LP,North America,3347.00
2024-12-01,Paid search - Enterprise LP,Unknown,216.00
2024-12-01,Paid search - Self-serve,APAC,15802.00
2024-12-01,Paid search - Self-serve,EMEA - DACH,28455.00
2024-12-01,Paid search - Self-serve,EMEA - North,13560.00
2024-12-01,Paid search - Self-serve,EMEA - South,11912.00
2024-12-01,Paid search - Self-serve,EMEA - UK&I,11803.00
2024-12-01,Paid search - Self-serve,LATAM,15471.00
2024-12-01,Paid search - Self-serve,North America,29510.00
2024-12-01,Paid social,APAC,875.00
2024-12-01,Paid social,EMEA - DACH,2006.00
2024-12-01,Paid social,EMEA - North,1099.00
2024-12-01,Paid social,EMEA - South,1187.00
2024-12-01,Paid social,EMEA - UK&I,1033.00
2024-12-01,Paid social,LATAM,306.00
2024-12-01,Paid social,North America,4403.00
2024-12-01,Paid social,Unknown,156.00
2024-12-01,Partner MDF,APAC,1502.00
2024-12-01,Partner MDF,EMEA - DACH,4233.00
2024-12-01,Partner MDF,EMEA - North,2008.00
2024-12-01,Partner MDF,EMEA - South,1285.00
2024-12-01,Partner MDF,EMEA - UK&I,914.00
2024-12-01,Partner MDF,LATAM,1129.00
2024-12-01,Partner MDF,North America,5757.00
2024-12-01,Webinar,APAC,488.00
2024-12-01,Webinar,EMEA - DACH,2522.00
2024-12-01,Webinar,EMEA - North,405.00
2024-12-01,Webinar,EMEA - South,771.00
2024-12-01,Webinar,EMEA - UK&I,916.00
2024-12-01,Webinar,North America,2851.00
2024-12-01,Webinar,Unknown,881.00
2025-01-01,Community sponsorships,APAC,3382.00
2025-01-01,Community sponsorships,EMEA - DACH,4639.00
2025-01-01,Community sponsorships,EMEA - North,3363.00
2025-01-01,Community sponsorships,EMEA - South,2316.00
2025-01-01,Community sponsorships,EMEA - UK&I,2002.00
2025-01-01,Community sponsorships,LATAM,1949.00
2025-01-01,Community sponsorships,North America,9067.00
2025-01-01,Content download,APAC,545.00
2025-01-01,Content download,EMEA - DACH,2312.00
2025-01-01,Content download,EMEA - North,1490.00
2025-01-01,Content download,EMEA - South,1606.00
2025-01-01,Content download,EMEA - UK&I,988.00
2025-01-01,Content download,LATAM,485.00
2025-01-01,Content download,North America,2603.00
2025-01-01,Content download,Unknown,818.00
2025-01-01,Event / Trade show,APAC,3873.00
2025-01-01,Event / Trade show,EMEA - DACH,5423.00
2025-01-01,Event / Trade show,EMEA - North,5068.00
2025-01-01,Event / Trade show,EMEA - South,10043.00
2025-01-01,Event / Trade show,EMEA - UK&I,4550.00
2025-01-01,Event / Trade show,LATAM,1853.00
2025-01-01,Event / Trade show,North America,13026.00
2025-01-01,Event / Trade show,Unknown,2601.00
2025-01-01,Paid search - Enterprise LP,APAC,1749.00
2025-01-01,Paid search - Enterprise LP,EMEA - DACH,737.00
2025-01-01,Paid search - Enterprise LP,EMEA - North,958.00
2025-01-01,Paid search - Enterprise LP,EMEA - South,545.00
2025-01-01,Paid search - Enterprise LP,EMEA - UK&I,523.00
2025-01-01,Paid search - Enterprise LP,LATAM,235.00
2025-01-01,Paid search - Enterprise LP,North America,2148.00
2025-01-01,Paid search - Enterprise LP,Unknown,511.00
2025-01-01,Paid search - Self-serve,APAC,12938.00
2025-01-01,Paid search - Self-serve,EMEA - DACH,32103.00
2025-01-01,Paid search - Self-serve,EMEA - North,11430.00
2025-01-01,Paid search - Self-serve,EMEA - South,11721.00
2025-01-01,Paid search - Self-serve,EMEA - UK&I,14259.00
2025-01-01,Paid search - Self-serve,LATAM,14548.00
2025-01-01,Paid search - Self-serve,North America,34546.00
2025-01-01,Paid social,APAC,2441.00
2025-01-01,Paid social,EMEA - DACH,2911.00
2025-01-01,Paid social,EMEA - North,930.00
2025-01-01,Paid social,EMEA - South,2009.00
2025-01-01,Paid social,EMEA - UK&I,1345.00
2025-01-01,Paid social,LATAM,451.00
2025-01-01,Paid social,North America,4148.00
2025-01-01,Paid social,Unknown,774.00
2025-01-01,Partner MDF,APAC,1883.00
2025-01-01,Partner MDF,EMEA - DACH,2852.00
2025-01-01,Partner MDF,EMEA - North,1431.00
2025-01-01,Partner MDF,EMEA - South,914.00
2025-01-01,Partner MDF,EMEA - UK&I,1048.00
2025-01-01,Partner MDF,LATAM,2203.00
2025-01-01,Partner MDF,North America,5129.00
2025-01-01,Webinar,APAC,1188.00
2025-01-01,Webinar,EMEA - DACH,1063.00
2025-01-01,Webinar,EMEA - North,1262.00
2025-01-01,Webinar,EMEA - South,885.00
2025-01-01,Webinar,EMEA - UK&I,602.00
2025-01-01,Webinar,LATAM,407.00
2025-01-01,Webinar,North America,3002.00
2025-01-01,Webinar,Unknown,1906.00
2025-02-01,Community sponsorships,APAC,1428.00
2025-02-01,Community sponsorships,EMEA - DACH,2842.00
2025-02-01,Community sponsorships,EMEA - North,3005.00
2025-02-01,Community sponsorships,EMEA - South,2955.00
2025-02-01,Community sponsorships,EMEA - UK&I,1449.00
2025-02-01,Community sponsorships,LATAM,1270.00
2025-02-01,Community sponsorships,North America,4686.00
2025-02-01,Content download,APAC,803.00
2025-02-01,Content download,EMEA - DACH,1223.00
2025-02-01,Content download,EMEA - North,1518.00
2025-02-01,Content download,EMEA - South,531.00
2025-02-01,Content download,EMEA - UK&I,740.00
2025-02-01,Content download,LATAM,414.00
2025-02-01,Content download,North America,2143.00
2025-02-01,Content download,Unknown,905.00
2025-02-01,Event / Trade show,APAC,3971.00
2025-02-01,Event / Trade show,EMEA - DACH,8711.00
2025-02-01,Event / Trade show,EMEA - North,2657.00
2025-02-01,Event / Trade show,EMEA - South,3618.00
2025-02-01,Event / Trade show,EMEA - UK&I,5583.00
2025-02-01,Event / Trade show,LATAM,1112.00
2025-02-01,Event / Trade show,North America,20334.00
2025-02-01,Event / Trade show,Unknown,1612.00
2025-02-01,Paid search - Enterprise LP,APAC,469.00
2025-02-01,Paid search - Enterprise LP,EMEA - DACH,2319.00
2025-02-01,Paid search - Enterprise LP,EMEA - North,1185.00
2025-02-01,Paid search - Enterprise LP,EMEA - South,1371.00
2025-02-01,Paid search - Enterprise LP,EMEA - UK&I,908.00
2025-02-01,Paid search - Enterprise LP,North America,1937.00
2025-02-01,Paid search - Enterprise LP,Unknown,1441.00
2025-02-01,Paid search - Self-serve,APAC,12498.00
2025-02-01,Paid search - Self-serve,EMEA - DACH,32458.00
2025-02-01,Paid search - Self-serve,EMEA - North,14416.00
2025-02-01,Paid search - Self-serve,EMEA - South,12305.00
2025-02-01,Paid search - Self-serve,EMEA - UK&I,13687.00
2025-02-01,Paid search - Self-serve,LATAM,15388.00
2025-02-01,Paid search - Self-serve,North America,34837.00
2025-02-01,Paid social,APAC,1007.00
2025-02-01,Paid social,EMEA - DACH,2478.00
2025-02-01,Paid social,EMEA - North,1790.00
2025-02-01,Paid social,EMEA - South,2429.00
2025-02-01,Paid social,EMEA - UK&I,873.00
2025-02-01,Paid social,LATAM,832.00
2025-02-01,Paid social,North America,3798.00
2025-02-01,Paid social,Unknown,576.00
2025-02-01,Partner MDF,APAC,1342.00
2025-02-01,Partner MDF,EMEA - DACH,4378.00
2025-02-01,Partner MDF,EMEA - North,1991.00
2025-02-01,Partner MDF,EMEA - South,1330.00
2025-02-01,Partner MDF,EMEA - UK&I,1872.00
2025-02-01,Partner MDF,LATAM,1674.00
2025-02-01,Partner MDF,North America,2792.00
2025-02-01,Webinar,APAC,672.00
2025-02-01,Webinar,EMEA - DACH,1557.00
2025-02-01,Webinar,EMEA - North,647.00
2025-02-01,Webinar,EMEA - South,824.00
2025-02-01,Webinar,EMEA - UK&I,376.00
2025-02-01,Webinar,LATAM,435.00
2025-02-01,Webinar,North America,2080.00
2025-02-01,Webinar,Unknown,719.00
2025-03-01,Community sponsorships,APAC,2222.00
2025-03-01,Community sponsorships,EMEA - DACH,4892.00
2025-03-01,Community sponsorships,EMEA - North,3062.00
2025-03-01,Community sponsorships,EMEA - South,3094.00
2025-03-01,Community sponsorships,EMEA - UK&I,2598.00
2025-03-01,Community sponsorships,LATAM,1852.00
2025-03-01,Community sponsorships,North America,7844.00
2025-03-01,Content download,APAC,783.00
2025-03-01,Content download,EMEA - DACH,870.00
2025-03-01,Content download,EMEA - North,1043.00
2025-03-01,Content download,EMEA - South,856.00
2025-03-01,Content download,EMEA - UK&I,384.00
2025-03-01,Content download,LATAM,406.00
2025-03-01,Content download,North America,2719.00
2025-03-01,Content download,Unknown,402.00
2025-03-01,Event / Trade show,APAC,5503.00
2025-03-01,Event / Trade show,EMEA - DACH,9623.00
2025-03-01,Event / Trade show,EMEA - North,2577.00
2025-03-01,Event / Trade show,EMEA - South,4129.00
2025-03-01,Event / Trade show,EMEA - UK&I,4293.00
2025-03-01,Event / Trade show,LATAM,1777.00
2025-03-01,Event / Trade show,North America,10928.00
2025-03-01,Event / Trade show,Unknown,2753.00
2025-03-01,Paid search - Enterprise LP,APAC,644.00
2025-03-01,Paid search - Enterprise LP,EMEA - DACH,2867.00
2025-03-01,Paid search - Enterprise LP,EMEA - North,1299.00
2025-03-01,Paid search - Enterprise LP,EMEA - South,1195.00
2025-03-01,Paid search - Enterprise LP,EMEA - UK&I,898.00
2025-03-01,Paid search - Enterprise LP,LATAM,246.00
2025-03-01,Paid search - Enterprise LP,North America,3125.00
2025-03-01,Paid search - Enterprise LP,Unknown,895.00
2025-03-01,Paid search - Self-serve,APAC,12852.00
2025-03-01,Paid search - Self-serve,EMEA - DACH,32941.00
2025-03-01,Paid search - Self-serve,EMEA - North,11986.00
2025-03-01,Paid search - Self-serve,EMEA - South,16013.00
2025-03-01,Paid search - Self-serve,EMEA - UK&I,15296.00
2025-03-01,Paid search - Self-serve,LATAM,15828.00
2025-03-01,Paid search - Self-serve,North America,31938.00
2025-03-01,Paid social,APAC,1584.00
2025-03-01,Paid social,EMEA - DACH,3314.00
2025-03-01,Paid social,EMEA - North,2072.00
2025-03-01,Paid social,EMEA - South,1846.00
2025-03-01,Paid social,EMEA - UK&I,979.00
2025-03-01,Paid social,LATAM,608.00
2025-03-01,Paid social,North America,3451.00
2025-03-01,Paid social,Unknown,1339.00
2025-03-01,Partner MDF,APAC,1441.00
2025-03-01,Partner MDF,EMEA - DACH,3750.00
2025-03-01,Partner MDF,EMEA - North,1356.00
2025-03-01,Partner MDF,EMEA - South,1083.00
2025-03-01,Partner MDF,EMEA - UK&I,1578.00
2025-03-01,Partner MDF,LATAM,1803.00
2025-03-01,Partner MDF,North America,3942.00
2025-03-01,Webinar,APAC,248.00
2025-03-01,Webinar,EMEA - DACH,978.00
2025-03-01,Webinar,EMEA - North,1510.00
2025-03-01,Webinar,EMEA - South,1008.00
2025-03-01,Webinar,EMEA - UK&I,1012.00
2025-03-01,Webinar,LATAM,249.00
2025-03-01,Webinar,North America,2007.00
2025-03-01,Webinar,Unknown,454.00
2025-04-01,Community sponsorships,APAC,1776.00
2025-04-01,Community sponsorships,EMEA - DACH,4280.00
2025-04-01,Community sponsorships,EMEA - North,2085.00
2025-04-01,Community sponsorships,EMEA - South,1384.00
2025-04-01,Community sponsorships,EMEA - UK&I,1376.00
2025-04-01,Community sponsorships,LATAM,2671.00
2025-04-01,Community sponsorships,North America,5753.00
2025-04-01,Content download,APAC,1101.00
2025-04-01,Content download,EMEA - DACH,1498.00
2025-04-01,Content download,EMEA - North,1551.00
2025-04-01,Content download,EMEA - South,707.00
2025-04-01,Content download,EMEA - UK&I,349.00
2025-04-01,Content download,LATAM,603.00
2025-04-01,Content download,North America,3011.00
2025-04-01,Content download,Unknown,608.00
2025-04-01,Event / Trade show,APAC,6748.00
2025-04-01,Event / Trade show,EMEA - DACH,10053.00
2025-04-01,Event / Trade show,EMEA - North,4267.00
2025-04-01,Event / Trade show,EMEA - South,4472.00
2025-04-01,Event / Trade show,EMEA - UK&I,3170.00
2025-04-01,Event / Trade show,LATAM,1046.00
2025-04-01,Event / Trade show,North America,10652.00
2025-04-01,Event / Trade show,Unknown,6046.00
2025-04-01,Paid search - Enterprise LP,APAC,1632.00
2025-04-01,Paid search - Enterprise LP,EMEA - DACH,2714.00
2025-04-01,Paid search - Enterprise LP,EMEA - North,506.00
2025-04-01,Paid search - Enterprise LP,EMEA - South,1616.00
2025-04-01,Paid search - Enterprise LP,EMEA - UK&I,1997.00
2025-04-01,Paid search - Enterprise LP,LATAM,735.00
2025-04-01,Paid search - Enterprise LP,North America,3363.00
2025-04-01,Paid search - Enterprise LP,Unknown,914.00
2025-04-01,Paid search - Self-serve,APAC,15542.00
2025-04-01,Paid search - Self-serve,EMEA - DACH,29275.00
2025-04-01,Paid search - Self-serve,EMEA - North,15742.00
2025-04-01,Paid search - Self-serve,EMEA - South,16831.00
2025-04-01,Paid search - Self-serve,EMEA - UK&I,13706.00
2025-04-01,Paid search - Self-serve,LATAM,14973.00
2025-04-01,Paid search - Self-serve,North America,42989.00
2025-04-01,Paid social,APAC,165.00
2025-04-01,Paid social,EMEA - DACH,1858.00
2025-04-01,Paid social,EMEA - North,2211.00
2025-04-01,Paid social,EMEA - South,1085.00
2025-04-01,Paid social,EMEA - UK&I,878.00
2025-04-01,Paid social,LATAM,204.00
2025-04-01,Paid social,North America,2596.00
2025-04-01,Paid social,Unknown,617.00
2025-04-01,Partner MDF,APAC,1899.00
2025-04-01,Partner MDF,EMEA - DACH,3231.00
2025-04-01,Partner MDF,EMEA - North,1853.00
2025-04-01,Partner MDF,EMEA - South,1641.00
2025-04-01,Partner MDF,EMEA - UK&I,1738.00
2025-04-01,Partner MDF,LATAM,945.00
2025-04-01,Partner MDF,North America,2887.00
2025-04-01,Webinar,APAC,847.00
2025-04-01,Webinar,EMEA - DACH,1851.00
2025-04-01,Webinar,EMEA - North,1325.00
2025-04-01,Webinar,EMEA - South,1693.00
2025-04-01,Webinar,EMEA - UK&I,1072.00
2025-04-01,Webinar,LATAM,267.00
2025-04-01,Webinar,North America,1735.00
2025-04-01,Webinar,Unknown,1283.00
2025-05-01,Community sponsorships,APAC,2204.00
2025-05-01,Community sponsorships,EMEA - DACH,3074.00
2025-05-01,Community sponsorships,EMEA - North,1379.00
2025-05-01,Community sponsorships,EMEA - South,3062.00
2025-05-01,Community sponsorships,EMEA - UK&I,2636.00
2025-05-01,Community sponsorships,LATAM,3172.00
2025-05-01,Community sponsorships,North America,9302.00
2025-05-01,Content download,APAC,879.00
2025-05-01,Content download,EMEA - DACH,1854.00
2025-05-01,Content download,EMEA - North,1302.00
2025-05-01,Content download,EMEA - South,1267.00
2025-05-01,Content download,EMEA - UK&I,998.00
2025-05-01,Content download,LATAM,273.00
2025-05-01,Content download,North America,2355.00
2025-05-01,Content download,Unknown,744.00
2025-05-01,Event / Trade show,APAC,3637.00
2025-05-01,Event / Trade show,EMEA - DACH,11819.00
2025-05-01,Event / Trade show,EMEA - North,3957.00
2025-05-01,Event / Trade show,EMEA - South,6729.00
2025-05-01,Event / Trade show,EMEA - UK&I,8388.00
2025-05-01,Event / Trade show,LATAM,864.00
2025-05-01,Event / Trade show,North America,11097.00
2025-05-01,Event / Trade show,Unknown,4329.00
2025-05-01,Paid search - Enterprise LP,APAC,295.00
2025-05-01,Paid search - Enterprise LP,EMEA - DACH,2906.00
2025-05-01,Paid search - Enterprise LP,EMEA - North,1063.00
2025-05-01,Paid search - Enterprise LP,EMEA - South,2036.00
2025-05-01,Paid search - Enterprise LP,EMEA - UK&I,641.00
2025-05-01,Paid search - Enterprise LP,LATAM,314.00
2025-05-01,Paid search - Enterprise LP,North America,2320.00
2025-05-01,Paid search - Enterprise LP,Unknown,1046.00
2025-05-01,Paid search - Self-serve,APAC,15458.00
2025-05-01,Paid search - Self-serve,EMEA - DACH,28513.00
2025-05-01,Paid search - Self-serve,EMEA - North,16391.00
2025-05-01,Paid search - Self-serve,EMEA - South,14383.00
2025-05-01,Paid search - Self-serve,EMEA - UK&I,13822.00
2025-05-01,Paid search - Self-serve,LATAM,15352.00
2025-05-01,Paid search - Self-serve,North America,34699.00
2025-05-01,Paid social,APAC,739.00
2025-05-01,Paid social,EMEA - DACH,3539.00
2025-05-01,Paid social,EMEA - North,2442.00
2025-05-01,Paid social,EMEA - South,1227.00
2025-05-01,Paid social,EMEA - UK&I,1237.00
2025-05-01,Paid social,LATAM,433.00
2025-05-01,Paid social,North America,2331.00
2025-05-01,Paid social,Unknown,808.00
2025-05-01,Partner MDF,APAC,2220.00
2025-05-01,Partner MDF,EMEA - DACH,2166.00
2025-05-01,Partner MDF,EMEA - North,1461.00
2025-05-01,Partner MDF,EMEA - South,999.00
2025-05-01,Partner MDF,EMEA - UK&I,1411.00
2025-05-01,Partner MDF,LATAM,767.00
2025-05-01,Partner MDF,North America,5290.00
2025-05-01,Webinar,APAC,909.00
2025-05-01,Webinar,EMEA - DACH,1896.00
2025-05-01,Webinar,EMEA - North,947.00
2025-05-01,Webinar,EMEA - South,743.00
2025-05-01,Webinar,EMEA - UK&I,420.00
2025-05-01,Webinar,LATAM,386.00
2025-05-01,Webinar,North America,2271.00
2025-05-01,Webinar,Unknown,1024.00
2025-06-01,Community sponsorships,APAC,2689.00
2025-06-01,Community sponsorships,EMEA - DACH,5473.00
2025-06-01,Community sponsorships,EMEA - North,1956.00
2025-06-01,Community sponsorships,EMEA - South,3304.00
2025-06-01,Community sponsorships,EMEA - UK&I,3563.00
2025-06-01,Community sponsorships,LATAM,2993.00
2025-06-01,Community sponsorships,North America,3659.00
2025-06-01,Content download,APAC,664.00
2025-06-01,Content download,EMEA - DACH,1879.00
2025-06-01,Content download,EMEA - North,1441.00
2025-06-01,Content download,EMEA - South,736.00
2025-06-01,Content download,EMEA - UK&I,881.00
2025-06-01,Content download,LATAM,500.00
2025-06-01,Content download,North America,3063.00
2025-06-01,Content download,Unknown,634.00
2025-06-01,Event / Trade show,APAC,7764.00
2025-06-01,Event / Trade show,EMEA - DACH,12033.00
2025-06-01,Event / Trade show,EMEA - North,12211.00
2025-06-01,Event / Trade show,EMEA - South,3143.00
2025-06-01,Event / Trade show,EMEA - UK&I,6129.00
2025-06-01,Event / Trade show,LATAM,756.00
2025-06-01,Event / Trade show,North America,9916.00
2025-06-01,Event / Trade show,Unknown,2699.00
2025-06-01,Paid search - Enterprise LP,APAC,669.00
2025-06-01,Paid search - Enterprise LP,EMEA - DACH,2079.00
2025-06-01,Paid search - Enterprise LP,EMEA - North,1442.00
2025-06-01,Paid search - Enterprise LP,EMEA - South,1602.00
2025-06-01,Paid search - Enterprise LP,EMEA - UK&I,1579.00
2025-06-01,Paid search - Enterprise LP,LATAM,948.00
2025-06-01,Paid search - Enterprise LP,North America,2374.00
2025-06-01,Paid search - Enterprise LP,Unknown,813.00
2025-06-01,Paid search - Self-serve,APAC,11955.00
2025-06-01,Paid search - Self-serve,EMEA - DACH,28733.00
2025-06-01,Paid search - Self-serve,EMEA - North,17550.00
2025-06-01,Paid search - Self-serve,EMEA - South,15692.00
2025-06-01,Paid search - Self-serve,EMEA - UK&I,17195.00
2025-06-01,Paid search - Self-serve,LATAM,15914.00
2025-06-01,Paid search - Self-serve,North America,45311.00
2025-06-01,Paid social,APAC,1311.00
2025-06-01,Paid social,EMEA - DACH,1264.00
2025-06-01,Paid social,EMEA - North,605.00
2025-06-01,Paid social,EMEA - South,2075.00
2025-06-01,Paid social,EMEA - UK&I,1420.00
2025-06-01,Paid social,LATAM,749.00
2025-06-01,Paid social,North America,2503.00
2025-06-01,Paid social,Unknown,1397.00
2025-06-01,Partner MDF,APAC,1353.00
2025-06-01,Partner MDF,EMEA - DACH,4383.00
2025-06-01,Partner MDF,EMEA - North,1025.00
2025-06-01,Partner MDF,EMEA - South,1786.00
2025-06-01,Partner MDF,EMEA - UK&I,1411.00
2025-06-01,Partner MDF,LATAM,887.00
2025-06-01,Partner MDF,North America,2541.00
2025-06-01,Webinar,APAC,577.00
2025-06-01,Webinar,EMEA - DACH,1170.00
2025-06-01,Webinar,EMEA - North,796.00
2025-06-01,Webinar,EMEA - South,2215.00
2025-06-01,Webinar,EMEA - UK&I,764.00
2025-06-01,Webinar,LATAM,361.00
2025-06-01,Webinar,North America,2779.00
2025-06-01,Webinar,Unknown,941.00
2025-07-01,Community sponsorships,APAC,1423.00
2025-07-01,Community sponsorships,EMEA - DACH,6976.00
2025-07-01,Community sponsorships,EMEA - North,3309.00
2025-07-01,Community sponsorships,EMEA - South,1283.00
2025-07-01,Community sponsorships,EMEA - UK&I,3008.00
2025-07-01,Community sponsorships,LATAM,1334.00
2025-07-01,Community sponsorships,North America,8387.00
2025-07-01,Content download,APAC,1088.00
2025-07-01,Content download,EMEA - DACH,1770.00
2025-07-01,Content download,EMEA - North,1522.00
2025-07-01,Content download,EMEA - South,1580.00
2025-07-01,Content download,EMEA - UK&I,926.00
