lead_id,created_date,lead_source,account_id,workspace_id,email_domain,pql_rule_v1_flag,status,converted_opportunity_id,converted_date,owner_id
00QL0013022,2025-02-13,Paid social,001A006718,,,0,Disqualified - No response,,,005S0003
00QL0012912,2025-02-13,Content download,001A005919,,,0,Disqualified - No response,,,005S0001
00QL0012851,2025-02-13,Content download,,,,0,Disqualified - No response,,,005S0004
00QL0001239,2025-02-14,Product (PQL),001A003719,ws_011184,,1,Disqualified - No response,,,
00QL0023231,2025-02-14,SDR Outbound,001A008842,,,0,Nurture,,,005S0000
00QL0023216,2025-02-14,SDR Outbound,001A006560,,,0,Disqualified - No response,,,005S0005
00QL0012928,2025-02-14,Content download,,,,0,Disqualified - Student / hobbyist,,,005S0004
00QL0001216,2025-02-14,Product (PQL),001A002151,ws_008689,,1,Converted,006O0000873,2025-03-10,
00QL0001289,2025-02-14,Product (PQL),,ws_018398,proton.me,1,Nurture,,,
00QL0023257,2025-02-14,SDR Outbound,001A001173,,,0,Nurture,,,005S0004
00QL0001280,2025-02-14,Product (PQL),001A003347,ws_016862,,1,Disqualified - Existing customer,,,
00QL0012985,2025-02-14,Event / Trade show,001A005496,,,0,Converted,006O0000933,2025-03-21,005S0006
00QL0023174,2025-02-14,SDR Outbound,001A005610,,,0,Nurture,,,005S0000
00QL0013025,2025-02-14,Paid social,001A008799,,,0,Disqualified - Student / hobbyist,,,005S0005
00QL0012764,2025-02-14,Webinar,001A000967,,,0,Disqualified - No fit,,,005S0000
00QL0001306,2025-02-14,Product (PQL),001A003256,ws_020032,,1,Disqualified - No fit,,,
00QL0001199,2025-02-14,Product (PQL),001A008886,ws_006420,,1,Disqualified - Existing opportunity,,,
00QL0013037,2025-02-14,Paid social,001A004673,,,0,Disqualified - No fit,,,005S0001
00QL0006953,2025-02-14,Website - Demo request,001A004483,ws_010794,,0,Disqualified - Existing customer,,,
00QL0001251,2025-02-14,Product (PQL),001A001180,ws_012271,,1,Converted,006O0000834,2025-03-01,
00QL0012995,2025-02-14,Paid social,001A002745,,,0,Disqualified - Student / hobbyist,,,005S0003
00QL0001243,2025-02-14,Product (PQL),001A003141,ws_011591,,1,Converted,006O0000806,2025-02-19,
00QL0006949,2025-02-14,Website - Demo request,001A000823,ws_008960,,0,Converted,006O0000850,2025-03-05,
00QL0012902,2025-02-14,Content download,001A008199,,,0,Disqualified - No response,,,005S0001
00QL0023170,2025-02-14,SDR Outbound,001A004817,,,0,Nurture,,,005S0002
00QL0001167,2025-02-14,Product (PQL),001A006953,ws_003002,,1,Converted,006O0000813,2025-02-21,
00QL0023196,2025-02-14,SDR Outbound,001A001622,,,0,Disqualified - No response,,,005S0004
00QL0013063,2025-02-14,Paid social,001A002286,,,0,Disqualified - No response,,,005S0004
00QL0013103,2025-02-14,Paid search - Enterprise LP,001A005187,,,0,Disqualified - No response,,,005S0002
00QL0026167,2025-02-14,Partner referral,001A000007,,,0,Nurture,,,
00QL0012913,2025-02-14,Content download,001A005175,,,0,Nurture,,,005S0000
00QL0012936,2025-02-14,Content download,,,,0,Nurture,,,005S0003
00QL0023191,2025-02-14,SDR Outbound,001A000802,,,0,Disqualified - No response,,,005S0001
00QL0012794,2025-02-15,Webinar,001A002206,,,0,Disqualified - Student / hobbyist,,,005S0004
00QL0001238,2025-02-15,Product (PQL),001A000988,ws_011177,,1,Converted,006O0000881,2025-03-12,
00QL0001227,2025-02-15,Product (PQL),001A006466,ws_009772,,1,Disqualified - No response,,,
00QL0013075,2025-02-15,Paid search - Enterprise LP,001A002083,,,0,Disqualified - No fit,,,005S0000
00QL0012982,2025-02-15,Event / Trade show,001A002324,,,0,Disqualified - No response,,,005S0001
00QL0001157,2025-02-15,Product (PQL),,ws_001061,gmail.com,1,Disqualified - No fit,,,
00QL0001203,2025-02-15,Product (PQL),001A000444,ws_006914,,1,Converted,006O0000891,2025-03-14,
00QL0012815,2025-02-15,Content download,001A003457,,,0,Disqualified - No fit,,,005S0006
00QL0006964,2025-02-15,Website - Demo request,001A005909,ws_016186,,0,Disqualified - Existing customer,,,
00QL0001169,2025-02-15,Product (PQL),001A004625,ws_003309,,1,Converted,006O0000890,2025-03-14,
00QL0012759,2025-02-15,Webinar,001A005173,,,0,Disqualified - No fit,,,005S0000
00QL0023194,2025-02-15,SDR Outbound,001A004797,,,0,Disqualified - No response,,,005S0002
00QL0012984,2025-02-15,Event / Trade show,001A002380,,,0,Nurture,,,005S0004
00QL0012852,2025-02-15,Content download,001A004788,,,0,Nurture,,,005S0000
00QL0013068,2025-02-15,Paid social,001A002422,,,0,Nurture,,,005S0003
00QL0012992,2025-02-15,Event / Trade show,001A000638,,,0,Disqualified - No response,,,005S0003
00QL0001302,2025-02-15,Product (PQL),001A007017,ws_019898,,1,Converted,006O0000887,2025-03-13,
00QL0023272,2025-02-15,SDR Outbound,001A002456,,,0,Nurture,,,005S0004
00QL0001158,2025-02-15,Product (PQL),001A006238,ws_001308,,1,Disqualified - No response,,,
00QL0013012,2025-02-15,Paid social,001A004787,,,0,Disqualified - No response,,,005S0004
00QL0012850,2025-02-15,Content download,001A006121,,,0,Disqualified - No response,,,005S0005
00QL0001328,2025-02-16,Product (PQL),001A005436,ws_022230,,1,Nurture,,,
00QL0023226,2025-02-16,SDR Outbound,001A008259,,,0,Disqualified - No response,,,005S0004
00QL0013003,2025-02-16,Paid social,001A005320,,,0,Nurture,,,005S0000
00QL0023247,2025-02-16,SDR Outbound,001A004038,,,0,Converted,006O0000926,2025-03-20,005S0002
00QL0012830,2025-02-16,Content download,001A001205,,,0,Disqualified - Student / hobbyist,,,005S0000
00QL0023179,2025-02-16,SDR Outbound,001A004584,,,0,Nurture,,,005S0003
00QL0012911,2025-02-16,Content download,001A003511,,,0,Disqualified - Student / hobbyist,,,005S0004
00QL0012776,2025-02-16,Webinar,001A006595,,,0,Disqualified - No response,,,005S0005
00QL0012812,2025-02-16,Content download,001A005620,,,0,Nurture,,,005S0005
00QL0012998,2025-02-16,Paid social,001A006848,,,0,Nurture,,,005S0001
00QL0013059,2025-02-16,Paid social,001A000648,,,0,Disqualified - No fit,,,005S0004
00QL0013098,2025-02-16,Paid search - Enterprise LP,001A000797,,,0,Disqualified - No fit,,,005S0000
00QL0001272,2025-02-16,Product (PQL),001A004394,ws_016138,,1,Nurture,,,
00QL0012959,2025-02-16,Event / Trade show,001A007002,,,0,Disqualified - No fit,,,005S0003
00QL0013085,2025-02-16,Paid search - Enterprise LP,001A003812,,,0,Disqualified - No response,,,005S0003
00QL0023168,2025-02-16,SDR Outbound,001A001403,,,0,Disqualified - No response,,,005S0005
00QL0001317,2025-02-16,Product (PQL),,ws_020948,gmail.com,1,Disqualified - No fit,,,
00QL0023209,2025-02-16,SDR Outbound,001A006511,,,0,Disqualified - No fit,,,005S0000
00QL0012961,2025-02-16,Event / Trade show,001A008518,,,0,Disqualified - No response,,,005S0002
00QL0001298,2025-02-16,Product (PQL),001A004240,ws_019561,,1,Nurture,,,
00QL0012972,2025-02-16,Event / Trade show,001A001045,,,0,Disqualified - Student / hobbyist,,,005S0005
00QL0023266,2025-02-16,SDR Outbound,001A001735,,,0,Nurture,,,005S0004
00QL0012915,2025-02-16,Content download,001A005127,,,0,Nurture,,,005S0001
00QL0012797,2025-02-16,Webinar,001A001689,,,0,Disqualified - Student / hobbyist,,,005S0002
00QL0001210,2025-02-16,Product (PQL),,ws_007349,proton.me,1,Disqualified - Student / hobbyist,,,
00QL0023230,2025-02-16,SDR Outbound,001A001205,,,0,Nurture,,,005S0000
00QL0001205,2025-02-16,Product (PQL),001A005213,ws_007197,,1,Converted,006O0000892,2025-03-14,
00QL0012925,2025-02-16,Content download,001A003667,,,0,Nurture,,,005S0000
00QL0012821,2025-02-16,Content download,001A004047,,,0,Nurture,,,005S0001
00QL0012862,2025-02-16,Content download,001A007158,,,0,Disqualified - Student / hobbyist,,,005S0000
00QL0012770,2025-02-16,Webinar,001A000318,,,0,Disqualified - No response,,,005S0001
00QL0001276,2025-02-16,Product (PQL),,ws_016432,outlook.com,1,Nurture,,,
00QL0013011,2025-02-16,Paid social,001A006177,,,0,Disqualified - Student / hobbyist,,,005S0005
00QL0023177,2025-02-16,SDR Outbound,001A001902,,,0,Disqualified - Student / hobbyist,,,005S0003
00QL0012890,2025-02-17,Content download,001A004622,,,0,Nurture,,,005S0004
00QL0001207,2025-02-17,Product (PQL),001A004595,ws_007236,,1,Converted,006O0000901,2025-03-16,
00QL0012932,2025-02-17,Content download,001A002377,,,0,Disqualified - No fit,,,005S0003
00QL0012896,2025-02-17,Content download,001A005208,,,0,Nurture,,,005S0000
00QL0001313,2025-02-17,Product (PQL),001A003298,ws_020687,,1,Nurture,,,
00QL0001277,2025-02-17,Product (PQL),001A003511,ws_016689,,1,Nurture,,,
00QL0001154,2025-02-17,Product (PQL),001A003152,ws_000743,,1,Disqualified - Existing customer,,,
00QL0001316,2025-02-17,Product (PQL),001A003538,ws_020900,,1,Converted,006O0000866,2025-03-08,
00QL0012795,2025-02-17,Webinar,001A002023,,,0,Nurture,,,005S0001
00QL0023183,2025-02-17,SDR Outbound,001A001067,,,0,Disqualified - Student / hobbyist,,,005S0003
00QL0012976,2025-02-17,Event / Trade show,001A000079,,,0,Disqualified - Student / hobbyist,,,005S0004
00QL0012873,2025-02-17,Content download,001A004552,,,0,Disqualified - Student / hobbyist,,,005S0000
00QL0012798,2025-02-17,Webinar,001A006340,,,0,Converted,006O0000923,2025-03-20,005S0005
00QL0001323,2025-02-17,Product (PQL),001A008348,ws_021811,,1,Disqualified - Existing customer,,,
00QL0001166,2025-02-17,Product (PQL),001A008190,ws_002782,,1,Nurture,,,
00QL0006981,2025-02-17,Website - Demo request,001A001310,ws_023904,,0,Converted,006O0000808,2025-02-19,
00QL0012923,2025-02-17,Content download,001A000719,,,0,Nurture,,,005S0006
00QL0001171,2025-02-17,Product (PQL),001A008910,ws_003520,,1,Disqualified - No response,,,
00QL0023225,2025-02-17,SDR Outbound,001A003585,,,0,Disqualified - No fit,,,005S0004
00QL0023181,2025-02-17,SDR Outbound,001A007297,,,0,Nurture,,,005S0000
00QL0001274,2025-02-17,Product (PQL),001A004133,ws_016241,,1,Nurture,,,
00QL0013055,2025-02-17,Paid social,,,,0,Disqualified - No fit,,,005S0003
00QL0013040,2025-02-17,Paid social,001A007347,,,0,Disqualified - No response,,,005S0002
00QL0012788,2025-02-17,Webinar,001A000422,,,0,Converted,006O0000932,2025-03-21,005S0000
00QL0012836,2025-02-17,Content download,001A001659,,,0,Disqualified - No response,,,005S0000
00QL0001333,2025-02-17,Product (PQL),,ws_023912,outlook.com,1,Disqualified - No fit,,,
00QL0001182,2025-02-17,Product (PQL),001A001055,ws_004974,,1,Converted,006O0000878,2025-03-11,
00QL0012823,2025-02-17,Content download,001A000756,,,0,Nurture,,,005S0005
00QL0013100,2025-02-17,Paid search - Enterprise LP,001A007737,,,0,Disqualified - No fit,,,005S0005
00QL0001271,2025-02-17,Product (PQL),001A008547,ws_016056,,1,Nurture,,,
00QL0001265,2025-02-17,Product (PQL),001A002702,ws_015212,,1,Nurture,,,
00QL0012833,2025-02-18,Content download,001A005657,,,0,Disqualified - No response,,,005S0003
00QL0012908,2025-02-18,Content download,001A000451,,,0,Nurture,,,005S0002
00QL0013061,2025-02-18,Paid social,001A005156,,,0,Nurture,,,005S0005
00QL0023215,2025-02-18,SDR Outbound,001A003881,,,0,Disqualified - No fit,,,005S0006
00QL0001172,2025-02-18,Product (PQL),001A003355,ws_003627,,1,Disqualified - No response,,,
00QL0012822,2025-02-18,Content download,001A005267,,,0,Disqualified - Existing opportunity,,,005S0001
00QL0012762,2025-02-18,Webinar,001A002236,,,0,Disqualified - No response,,,005S0000
00QL0023252,2025-02-18,SDR Outbound,001A008594,,,0,Disqualified - No response,,,005S0000
00QL0012970,2025-02-18,Event / Trade show,001A003415,,,0,Disqualified - No response,,,005S0001
00QL0001286,2025-02-18,Product (PQL),,ws_017586,gmail.com,1,Disqualified - No fit,,,
00QL0026166,2025-02-18,Partner referral,001A001906,,,0,Converted,006O0000818,2025-02-22,
00QL0023167,2025-02-18,SDR Outbound,001A001895,,,0,Disqualified - No fit,,,005S0000
00QL0012986,2025-02-18,Event / Trade show,001A006633,,,0,Nurture,,,005S0003
00QL0012865,2025-02-18,Content download,001A004742,,,0,Converted,006O0000888,2025-03-13,005S0003
00QL0012856,2025-02-18,Content download,001A005665,,,0,Nurture,,,005S0004
00QL0012931,2025-02-18,Content download,001A007473,,,0,Disqualified - No response,,,005S0005
00QL0012816,2025-02-18,Content download,001A005112,,,0,Disqualified - No response,,,005S0004
00QL0012955,2025-02-18,Event / Trade show,001A001357,,,0,Disqualified - No response,,,005S0005
00QL0001228,2025-02-18,Product (PQL),001A005793,ws_009835,,1,Converted,006O0000902,2025-03-16,
00QL0001222,2025-02-18,Product (PQL),001A005679,ws_009464,,1,Disqualified - Existing opportunity,,,
00QL0001232,2025-02-19,Product (PQL),001A003870,ws_010602,,1,Disqualified - No response,,,
00QL0012893,2025-02-19,Content download,001A002086,,,0,Nurture,,,005S0005
00QL0001176,2025-02-19,Product (PQL),001A000015,ws_004118,,1,Disqualified - No fit,,,
00QL0023240,2025-02-19,SDR Outbound,001A002783,,,0,Nurture,,,005S0005
00QL0023234,2025-02-19,SDR Outbound,001A001835,,,0,Disqualified - Student / hobbyist,,,005S0000
00QL0012749,2025-02-19,Webinar,001A005581,,,0,Disqualified - Existing opportunity,,,005S0002
00QL0012796,2025-02-19,Webinar,001A005596,,,0,Nurture,,,005S0006
00QL0001161,2025-02-19,Product (PQL),,ws_001548,outlook.com,1,Disqualified - No fit,,,
00QL0006935,2025-02-19,Website - Demo request,001A005739,ws_003693,,0,Converted,006O0000821,2025-02-24,
00QL0012965,2025-02-19,Event / Trade show,001A008665,,,0,Disqualified - Student / hobbyist,,,005S0003
00QL0006963,2025-02-19,Website - Demo request,001A000224,ws_015492,,0,Disqualified - No fit,,,
00QL0023193,2025-02-19,SDR Outbound,001A000899,,,0,Nurture,,,005S0002
00QL0001320,2025-02-19,Product (PQL),001A007510,ws_021590,,1,Nurture,,,
00QL0013052,2025-02-19,Paid social,001A006110,,,0,Disqualified - No response,,,005S0000
00QL0013069,2025-02-19,Paid social,001A002272,,,0,Disqualified - No response,,,005S0004
00QL0023248,2025-02-19,SDR Outbound,001A003279,,,0,Disqualified - No response,,,005S0000
00QL0012895,2025-02-19,Content download,001A006744,,,0,Nurture,,,005S0000
00QL0012808,2025-02-19,Content download,,,,0,Nurture,,,005S0003
00QL0012806,2025-02-19,Content download,001A008807,,,0,Nurture,,,005S0003
00QL0001206,2025-02-19,Product (PQL),001A004985,ws_007205,,1,Converted,006O0000915,2025-03-19,
00QL0012813,2025-02-19,Content download,001A008764,,,0,Converted,006O0000951,2025-03-26,005S0002
00QL0012840,2025-02-19,Content download,001A000635,,,0,Disqualified - No fit,,,005S0000
00QL0001252,2025-02-19,Product (PQL),001A004190,ws_013010,,1,Disqualified - No response,,,
00QL0012864,2025-02-19,Content download,001A002276,,,0,Nurture,,,005S0002
00QL0012740,2025-02-19,Webinar,,,,0,Nurture,,,005S0003
00QL0006939,2025-02-20,Website - Demo request,001A001660,ws_004938,,0,Converted,006O0000827,2025-02-26,
00QL0001296,2025-02-20,Product (PQL),001A005134,ws_019319,,1,Converted,006O0000856,2025-03-06,
00QL0012944,2025-02-20,Event / Trade show,001A003395,,,0,Converted,006O0000907,2025-03-17,005S0006
00QL0023166,2025-02-20,SDR Outbound,001A001865,,,0,Disqualified - No fit,,,005S0004
00QL0023275,2025-02-20,SDR Outbound,001A002793,,,0,Nurture,,,005S0006
00QL0012742,2025-02-20,Webinar,001A000939,,,0,Nurture,,,005S0000
00QL0012897,2025-02-20,Content download,001A000663,,,0,Nurture,,,005S0000
00QL0001334,2025-02-20,Product (PQL),001A007717,ws_023968,,1,Converted,006O0000857,2025-03-06,
00QL0013054,2025-02-20,Paid social,001A006040,,,0,Disqualified - No fit,,,005S0005
00QL0013077,2025-02-20,Paid search - Enterprise LP,001A004138,,,0,Disqualified - No fit,,,005S0003
00QL0023246,2025-02-20,SDR Outbound,001A006217,,,0,Nurture,,,005S0004
00QL0013044,2025-02-20,Paid social,001A002745,,,0,Disqualified - No response,,,005S0003
00QL0023224,2025-02-20,SDR Outbound,001A004366,,,0,Disqualified - Student / hobbyist,,,005S0002
00QL0023245,2025-02-20,SDR Outbound,001A005236,,,0,Converted,006O0000832,2025-02-28,005S0000
00QL0006971,2025-02-20,Website - Demo request,001A008414,ws_019052,,0,Disqualified - Existing opportunity,,,
00QL0001188,2025-02-20,Product (PQL),001A002512,ws_005456,,1,Disqualified - No fit,,,
00QL0001165,2025-02-20,Product (PQL),001A008937,ws_002740,,1,Converted,006O0000928,2025-03-21,
00QL0001174,2025-02-20,Product (PQL),001A008476,ws_004059,,1,Disqualified - No fit,,,
00QL0001269,2025-02-20,Product (PQL),001A006037,ws_015684,,1,Nurture,,,
00QL0012750,2025-02-20,Webinar,001A002328,,,0,Disqualified - No response,,,005S0003
00QL0026169,2025-02-20,Partner referral,001A004893,,,0,Disqualified - No response,,,
00QL0006959,2025-02-20,Website - Demo request,001A006908,ws_014056,,0,Converted,006O0000868,2025-03-08,
00QL0001278,2025-02-20,Product (PQL),001A001835,ws_016757,,1,Nurture,,,
00QL0012946,2025-02-21,Event / Trade show,001A000578,,,0,Disqualified - No fit,,,005S0003
00QL0026170,2025-02-21,Partner referral,001A000019,,,0,Converted,006O0000908,2025-03-17,
00QL0023187,2025-02-21,SDR Outbound,001A008608,,,0,Nurture,,,005S0001
00QL0026174,2025-02-21,Partner referral,001A002803,,,0,Disqualified - No fit,,,
00QL0012938,2025-02-21,Content download,001A000384,,,0,Nurture,,,005S0002
00QL0013083,2025-02-21,Paid search - Enterprise LP,001A006602,,,0,Disqualified - Student / hobbyist,,,005S0001
00QL0012763,2025-02-21,Webinar,001A006429,,,0,Disqualified - No fit,,,005S0000
00QL0001329,2025-02-21,Product (PQL),001A003797,ws_022487,,1,Disqualified - No response,,,
00QL0013084,2025-02-21,Paid search - Enterprise LP,001A001396,,,0,Disqualified - Student / hobbyist,,,005S0002
00QL0001291,2025-02-21,Product (PQL),001A000273,ws_018578,,1,Converted,006O0000860,2025-03-07,
00QL0001322,2025-02-21,Product (PQL),001A000257,ws_021683,,1,Disqualified - Existing opportunity,,,
00QL0013019,2025-02-21,Paid social,001A006765,,,0,Disqualified - No response,,,005S0003
00QL0012917,2025-02-21,Content download,001A000839,,,0,Disqualified - No fit,,,005S0002
00QL0001235,2025-02-21,Product (PQL),001A004967,ws_010894,,1,Disqualified - Existing opportunity,,,
00QL0001241,2025-02-21,Product (PQL),001A004257,ws_011440,,1,Disqualified - No fit,,,
00QL0012994,2025-02-21,Paid social,001A004773,,,0,Disqualified - No fit,,,005S0005
00QL0001250,2025-02-21,Product (PQL),001A003257,ws_012038,,1,Disqualified - No response,,,
00QL0001195,2025-02-21,Product (PQL),001A006498,ws_006247,,1,Nurture,,,
00QL0001194,2025-02-21,Product (PQL),001A002980,ws_006176,,1,Converted,006O0000914,2025-03-19,
00QL0023180,2025-02-21,SDR Outbound,001A000955,,,0,Disqualified - No fit,,,005S0003
00QL0012990,2025-02-21,Event / Trade show,001A002834,,,0,Nurture,,,005S0003
00QL0001183,2025-02-21,Product (PQL),001A004156,ws_004980,,1,Converted,006O0000909,2025-03-18,
00QL0023199,2025-02-21,SDR Outbound,001A008838,,,0,Disqualified - No response,,,005S0000
00QL0013043,2025-02-21,Paid social,001A006235,,,0,Disqualified - Student / hobbyist,,,005S0000
00QL0001284,2025-02-21,Product (PQL),001A004128,ws_017339,,1,Converted,006O0000906,2025-03-17,
00QL0001160,2025-02-21,Product (PQL),001A000257,ws_001532,,1,Disqualified - Existing opportunity,,,
00QL0012877,2025-02-21,Content download,001A008503,,,0,Disqualified - No fit,,,005S0003
00QL0001307,2025-02-21,Product (PQL),,ws_020075,proton.me,1,Nurture,,,
00QL0023212,2025-02-21,SDR Outbound,001A007022,,,0,Disqualified - No fit,,,005S0005
00QL0001151,2025-02-21,Product (PQL),001A007499,ws_000304,,1,Disqualified - No fit,,,
00QL0012758,2025-02-21,Webinar,001A001320,,,0,Disqualified - Existing opportunity,,,005S0002
00QL0012906,2025-02-21,Content download,001A005494,,,0,Nurture,,,005S0003
00QL0001177,2025-02-21,Product (PQL),001A006332,ws_004348,,1,Disqualified - No fit,,,
00QL0012983,2025-02-22,Event / Trade show,001A007445,,,0,Disqualified - No response,,,005S0003
00QL0012804,2025-02-22,Content download,001A002864,,,0,Nurture,,,005S0005
00QL0012964,2025-02-22,Event / Trade show,001A007281,,,0,Nurture,,,005S0000
00QL0012789,2025-02-22,Webinar,001A003568,,,0,Disqualified - No fit,,,005S0004
00QL0012790,2025-02-22,Webinar,001A002371,,,0,Disqualified - Student / hobbyist,,,005S0005
00QL0013001,2025-02-22,Paid social,001A000384,,,0,Disqualified - No response,,,005S0002
00QL0023219,2025-02-22,SDR Outbound,001A006791,,,0,Nurture,,,005S0005
00QL0023241,2025-02-22,SDR Outbound,001A005307,,,0,Nurture,,,005S0001
00QL0001256,2025-02-22,Product (PQL),001A008065,ws_013596,,1,Converted,006O0000916,2025-03-19,
00QL0012857,2025-02-22,Content download,001A005689,,,0,Nurture,,,005S0002
00QL0001208,2025-02-22,Product (PQL),001A006610,ws_007277,,1,Nurture,,,
00QL0013088,2025-02-22,Paid search - Enterprise LP,001A003255,,,0,Nurture,,,005S0003
00QL0012910,2025-02-22,Content download,001A005316,,,0,Nurture,,,005S0000
00QL0001301,2025-02-22,Product (PQL),001A004690,ws_019844,,1,Nurture,,,
00QL0012888,2025-02-22,Content download,,,,0,Nurture,,,005S0004
00QL0001185,2025-02-22,Product (PQL),001A001727,ws_005245,,1,Nurture,,,
00QL0013093,2025-02-22,Paid search - Enterprise LP,001A005956,,,0,Disqualified - Student / hobbyist,,,005S0002
00QL0001279,2025-02-22,Product (PQL),001A006332,ws_016832,,1,Converted,006O0000855,2025-03-06,
00QL0023259,2025-02-23,SDR Outbound,001A002034,,,0,Nurture,,,005S0000
00QL0012973,2025-02-23,Event / Trade show,001A001147,,,0,Disqualified - No response,,,005S0004
00QL0001220,2025-02-23,Product (PQL),001A006247,ws_009249,,1,Converted,006O0000880,2025-03-12,
00QL0001282,2025-02-23,Product (PQL),001A003563,ws_017126,,1,Disqualified - Existing opportunity,,,
00QL0013035,2025-02-23,Paid social,001A008805,,,0,Disqualified - No response,,,005S0002
00QL0001257,2025-02-23,Product (PQL),001A007689,ws_013910,,1,Converted,006O0000895,2025-03-15,
00QL0023223,2025-02-23,SDR Outbound,001A007985,,,0,Nurture,,,005S0001
00QL0023244,2025-02-23,SDR Outbound,001A006520,,,0,Nurture,,,005S0006
00QL0023229,2025-02-23,SDR Outbound,001A006129,,,0,Nurture,,,005S0000
00QL0013038,2025-02-23,Paid social,001A007579,,,0,Nurture,,,005S0002
00QL0001309,2025-02-23,Product (PQL),,ws_020160,proton.me,1,Nurture,,,
00QL0012792,2025-02-23,Webinar,,,,0,Disqualified - Student / hobbyist,,,005S0004
00QL0001318,2025-02-23,Product (PQL),001A003986,ws_021160,,1,Converted,006O0000876,2025-03-10,
00QL0013006,2025-02-23,Paid social,001A000147,,,0,Disqualified - No response,,,005S0002
00QL0012743,2025-02-23,Webinar,001A005212,,,0,Nurture,,,005S0006
00QL0012861,2025-02-23,Content download,001A001794,,,0,Nurture,,,005S0006
00QL0012863,2025-02-23,Content download,001A002314,,,0,Disqualified - Student / hobbyist,,,005S0005
00QL0013020,2025-02-23,Paid social,001A005960,,,0,Nurture,,,005S0000
00QL0001237,2025-02-23,Product (PQL),001A003329,ws_011078,,1,Converted,006O0000893,2025-03-14,
00QL0012945,2025-02-23,Event / Trade show,001A002146,,,0,Disqualified - No response,,,005S0000
00QL0013004,2025-02-23,Paid social,001A005457,,,0,Nurture,,,005S0004
00QL0026175,2025-02-23,Partner referral,001A003386,,,0,Converted,006O0000847,2025-03-04,
00QL0023202,2025-02-23,SDR Outbound,001A002639,,,0,Disqualified - No fit,,,005S0001
00QL0023279,2025-02-23,SDR Outbound,001A000756,,,0,Disqualified - Student / hobbyist,,,005S0005
00QL0001324,2025-02-23,Product (PQL),001A008510,ws_021899,,1,Disqualified - Existing opportunity,,,
00QL0023282,2025-02-23,SDR Outbound,001A003489,,,0,Converted,006O0000954,2025-03-26,005S0002
00QL0023242,2025-02-23,SDR Outbound,001A005853,,,0,Nurture,,,005S0001
00QL0001240,2025-02-24,Product (PQL),001A003093,ws_011250,,1,Converted,006O0000846,2025-03-04,
00QL0001231,2025-02-24,Product (PQL),001A000976,ws_010383,,1,Converted,006O0000840,2025-03-03,
00QL0012996,2025-02-24,Paid social,001A006995,,,0,Disqualified - No fit,,,005S0003
00QL0001253,2025-02-24,Product (PQL),001A006923,ws_013113,,1,Disqualified - Existing opportunity,,,
00QL0023255,2025-02-24,SDR Outbound,001A001698,,,0,Disqualified - No response,,,005S0006
00QL0001287,2025-02-24,Product (PQL),001A006581,ws_017802,,1,Converted,006O0000859,2025-03-07,
00QL0001312,2025-02-24,Product (PQL),001A005730,ws_020478,,1,Disqualified - Existing opportunity,,,
00QL0012785,2025-02-24,Webinar,001A004654,,,0,Disqualified - No response,,,005S0005
00QL0012748,2025-02-24,Webinar,001A007530,,,0,Disqualified - No fit,,,005S0000
00QL0012766,2025-02-24,Webinar,001A004906,,,0,Disqualified - No response,,,005S0003
00QL0023186,2025-02-24,SDR Outbound,001A007888,,,0,Disqualified - Student / hobbyist,,,005S0004
00QL0012846,2025-02-24,Content download,001A003546,,,0,Disqualified - Student / hobbyist,,,005S0002
00QL0012810,2025-02-24,Content download,001A008064,,,0,Nurture,,,005S0006
00QL0001219,2025-02-24,Product (PQL),001A005236,ws_009217,,1,Disqualified - Existing opportunity,,,
00QL0013089,2025-02-24,Paid search - Enterprise LP,,,,0,Disqualified - No fit,,,005S0003
00QL0001150,2025-02-24,Product (PQL),001A007851,ws_000014,,1,Converted,006O0000921,2025-03-20,
00QL0013074,2025-02-24,Paid social,,,,0,Disqualified - Student / hobbyist,,,005S0004
00QL0013086,2025-02-24,Paid search - Enterprise LP,001A006726,,,0,Nurture,,,005S0000
00QL0023192,2025-02-24,SDR Outbound,001A004117,,,0,Disqualified - No response,,,005S0003
00QL0001197,2025-02-24,Product (PQL),001A008410,ws_006294,,1,Disqualified - No fit,,,
00QL0006945,2025-02-24,Website - Demo request,001A008120,ws_007927,,0,Converted,006O0000862,2025-03-07,
00QL0013092,2025-02-24,Paid search - Enterprise LP,001A002832,,,0,Disqualified - No response,,,005S0005
00QL0013087,2025-02-24,Paid search - Enterprise LP,001A003673,,,0,Disqualified - No response,,,005S0005
00QL0006947,2025-02-24,Website - Demo request,001A007653,ws_008250,,0,Disqualified - No fit,,,
00QL0012901,2025-02-25,Content download,001A004589,,,0,Disqualified - Existing opportunity,,,005S0003
00QL0012903,2025-02-25,Content download,001A002563,,,0,Disqualified - No fit,,,005S0002
00QL0012772,2025-02-25,Webinar,001A000294,,,0,Nurture,,,005S0003
00QL0012974,2025-02-25,Event / Trade show,001A000994,,,0,Disqualified - No response,,,005S0006
00QL0001297,2025-02-25,Product (PQL),001A006573,ws_019421,,1,Nurture,,,
00QL0012907,2025-02-25,Content download,001A002497,,,0,Nurture,,,005S0001
00QL0001270,2025-02-25,Product (PQL),001A005124,ws_015789,,1,Converted,006O0000884,2025-03-12,
00QL0012871,2025-02-25,Content download,001A000710,,,0,Nurture,,,005S0006
00QL0012951,2025-02-25,Event / Trade show,001A002755,,,0,Disqualified - No fit,,,005S0004
00QL0013047,2025-02-25,Paid social,001A005570,,,0,Disqualified - No response,,,005S0000
