workspace_id,account_id,signup_date,hosting_type,signup_source,telemetry_enabled,owner_email_domain,is_active,churned_month
ws_004763,001A001970,2025-10-14,cloud,Template library,1,valilogic.de,0,2026-08-01
ws_004764,,2024-03-12,cloud,GitHub / Docs,1,outlook.com,1,
ws_004765,,2026-02-26,cloud,YouTube / Tutorials,1,proton.me,0,2026-03-01
ws_004766,001A008180,2025-08-04,cloud,Organic search,1,yaravik.net,1,
ws_004767,001A004334,2024-08-10,cloud,Organic search,1,junoline.de,0,2024-12-01
ws_004768,,2024-02-07,self_hosted_community,Community forum,1,proton.me,0,2024-09-01
ws_004769,001A005513,2026-01-28,self_hosted_community,Referral,0,cobalwave.net,0,2026-07-01
ws_004770,001A001448,2026-01-12,cloud,Referral,1,runepath.de,0,2026-03-01
ws_004771,001A005159,2026-05-03,cloud,Community forum,1,mosasys.co,1,
ws_004772,001A006754,2024-09-15,self_hosted_community,Paid search,1,quarmark.de,1,
ws_004773,001A007815,2024-05-18,cloud,YouTube / Tutorials,1,fjeltech.net,1,
ws_004774,001A000459,2026-06-28,cloud,GitHub / Docs,1,haloline.net,1,
ws_004775,001A000577,2024-08-01,cloud,GitHub / Docs,1,mosaware.com,0,2025-08-01
ws_004776,001A002669,2024-08-11,cloud,Referral,1,nordlogic.co,0,2024-09-01
ws_004777,001A004653,2026-08-18,cloud,Organic search,1,talalogic.com,1,
ws_004778,001A008904,2024-09-06,self_hosted_community,Organic search,0,nexastack.io,0,2026-09-01
ws_004779,001A006437,2025-09-24,cloud,GitHub / Docs,1,ciratech.de,0,2026-01-01
ws_004780,,2026-07-07,self_hosted_community,GitHub / Docs,1,icloud.com,0,2026-08-01
ws_004781,001A008238,2025-03-26,cloud,Paid search,1,altobridge.io,0,2025-06-01
ws_004782,001A005635,2025-09-20,cloud,Organic search,1,lumopoint.de,1,
ws_004783,001A002757,2026-09-21,cloud,GitHub / Docs,1,altovik.net,1,
ws_004784,001A007480,2025-04-02,self_hosted_business,Paid search,1,oriologic.co,0,2025-11-01
ws_004785,,2026-05-24,cloud,YouTube / Tutorials,1,icloud.com,1,
ws_004786,001A001180,2026-02-15,cloud,YouTube / Tutorials,1,ivenlabs.co,1,
ws_004787,,2026-04-23,self_hosted_community,Organic search,1,outlook.com,1,
ws_004788,001A005225,2025-06-16,cloud,YouTube / Tutorials,1,mosastack.co,0,2026-08-01
ws_004789,001A000860,2026-04-08,self_hosted_community,Organic search,1,umbralabs.io,1,
ws_004790,001A007879,2025-12-14,cloud,Direct,1,sellavik.co,1,
ws_004791,,2026-07-18,cloud,Direct,1,proton.me,1,
ws_004792,001A007052,2025-03-19,cloud,YouTube / Tutorials,1,oriopoint.io,0,2026-06-01
ws_004793,001A002148,2024-06-27,cloud,YouTube / Tutorials,1,cobalpoint.co,0,2026-07-01
ws_004794,001A005525,2025-05-03,cloud,Template library,1,ivenstack.eu,0,2025-07-01
ws_004795,001A007726,2026-04-11,cloud,GitHub / Docs,1,briotech.com,0,2026-08-01
ws_004796,001A006337,2025-11-12,cloud,Organic search,1,cobalvik.eu,0,2026-03-01
ws_004797,001A001129,2025-11-05,self_hosted_business,GitHub / Docs,1,bramsys.eu,1,
ws_004798,001A003373,2024-10-06,cloud,GitHub / Docs,1,zephpath.eu,0,2026-06-01
ws_004799,001A006279,2024-10-22,cloud,YouTube / Tutorials,1,asterpath.net,1,
ws_004800,001A001687,2024-10-09,self_hosted_community,YouTube / Tutorials,1,valitech.net,0,2025-04-01
ws_004801,,2025-09-28,self_hosted_community,Organic search,1,gmail.com,0,2025-12-01
ws_004802,,2025-11-25,cloud,YouTube / Tutorials,1,proton.me,1,
ws_004803,001A005543,2026-08-01,cloud,Direct,1,wendbridge.com,1,
ws_004804,001A007805,2025-04-12,cloud,GitHub / Docs,1,solvwave.eu,0,2026-09-01
ws_004805,,2024-08-14,cloud,Organic search,1,gmail.com,0,2025-11-01
ws_004806,001A008438,2025-09-17,self_hosted_community,Template library,0,runesys.net,1,
ws_004807,001A005878,2025-11-01,cloud,Organic search,1,mosasys.de,1,
ws_004808,001A003918,2026-01-17,self_hosted_community,Referral,0,orioline.co,0,2026-04-01
ws_004809,,2026-07-17,cloud,Community forum,1,proton.me,1,
ws_004810,,2025-08-14,cloud,GitHub / Docs,1,outlook.com,0,2026-08-01
ws_004811,,2024-04-02,cloud,Organic search,1,gmail.com,0,2025-11-01
ws_004812,001A002763,2026-07-08,cloud,GitHub / Docs,1,yaraworks.co,0,2026-09-01
ws_004813,001A001196,2025-07-20,self_hosted_community,Community forum,1,xenosys.net,1,
ws_004814,001A003693,2024-02-21,cloud,Template library,1,mosagrid.eu,0,2024-11-01
ws_004815,,2025-04-07,cloud,Organic search,1,yahoo.com,0,2025-07-01
ws_004816,,2025-09-11,cloud,YouTube / Tutorials,1,outlook.com,0,2026-09-01
ws_004817,001A005552,2026-08-22,cloud,Organic search,1,sellalabs.io,1,
ws_004818,001A000564,2024-04-11,cloud,GitHub / Docs,1,valivik.de,0,2024-10-01
ws_004819,001A006317,2026-07-23,cloud,YouTube / Tutorials,1,nexalogic.io,1,
ws_004820,,2024-07-13,self_hosted_community,Organic search,1,proton.me,0,2025-02-01
ws_004821,,2026-02-27,cloud,Organic search,1,yahoo.com,1,
ws_004822,001A001729,2024-10-28,cloud,GitHub / Docs,1,piratech.de,1,
ws_004823,001A001271,2025-05-20,self_hosted_business,Template library,1,verasys.eu,1,
ws_004824,001A005680,2026-07-22,cloud,GitHub / Docs,1,altotech.de,0,2026-09-01
ws_004825,001A002672,2026-01-07,cloud,Paid search,1,cobalwave.com,0,2026-07-01
ws_004826,001A005492,2026-06-13,cloud,Organic search,1,briologic.com,1,
ws_004827,001A006560,2025-02-10,cloud,GitHub / Docs,1,grancore.eu,1,
ws_004828,,2025-10-19,cloud,Direct,1,icloud.com,0,2025-12-01
ws_004829,001A005528,2024-12-22,self_hosted_community,Community forum,0,mosalogic.co,1,
ws_004830,001A001316,2026-07-20,self_hosted_community,Community forum,0,lyrafield.io,0,2026-09-01
ws_004831,,2025-12-14,self_hosted_community,Paid search,0,icloud.com,1,
ws_004832,001A008832,2025-11-19,cloud,Organic search,1,nexabridge.co,0,2025-12-01
ws_004833,001A003586,2025-03-22,cloud,YouTube / Tutorials,1,valivik.co,1,
ws_004834,,2024-08-24,cloud,YouTube / Tutorials,1,yahoo.com,0,2025-11-01
ws_004835,,2025-11-26,self_hosted_community,GitHub / Docs,0,yahoo.com,0,2026-02-01
ws_004836,,2024-10-11,cloud,GitHub / Docs,1,icloud.com,1,
ws_004837,001A000315,2024-06-20,cloud,Organic search,1,solvnet.com,0,2024-07-01
ws_004838,,2026-04-01,cloud,Paid search,1,gmail.com,0,2026-06-01
ws_004839,,2026-03-03,self_hosted_community,GitHub / Docs,0,icloud.com,1,
ws_004840,001A007418,2024-04-22,self_hosted_community,Direct,1,borealabs.de,0,2024-10-01
ws_004841,001A008051,2026-06-18,cloud,YouTube / Tutorials,1,mosavik.eu,1,
ws_004842,001A005831,2026-08-20,cloud,Organic search,1,sellaworks.io,1,
ws_004843,,2026-07-18,self_hosted_community,GitHub / Docs,1,yahoo.com,1,
ws_004844,001A003235,2025-01-28,self_hosted_community,Organic search,1,mosabridge.com,0,2026-02-01
ws_004845,001A003870,2026-05-05,cloud,Template library,1,cobalcore.net,1,
ws_004846,001A008994,2026-03-01,cloud,GitHub / Docs,1,boreanet.com,1,
ws_004847,001A005734,2026-02-13,cloud,Organic search,1,lyracore.eu,1,
ws_004848,001A001891,2024-07-05,cloud,YouTube / Tutorials,1,briobridge.io,0,2025-08-01
ws_004849,,2025-08-09,cloud,Community forum,1,gmail.com,0,2026-01-01
ws_004850,001A003820,2024-01-20,self_hosted_community,Organic search,1,sellastack.net,0,2024-04-01
ws_004851,,2026-09-21,self_hosted_community,Organic search,1,outlook.com,1,
ws_004852,,2025-02-07,self_hosted_community,YouTube / Tutorials,0,gmail.com,0,2025-10-01
ws_004853,001A008231,2026-09-03,cloud,Direct,1,xenobridge.de,1,
ws_004854,001A000354,2026-05-14,self_hosted_business,GitHub / Docs,1,talapoint.eu,1,
ws_004855,001A000474,2025-01-03,cloud,GitHub / Docs,1,deltacore.com,0,2025-03-01
ws_004856,,2025-08-06,cloud,YouTube / Tutorials,1,outlook.com,1,
ws_004857,001A004303,2026-01-16,cloud,Template library,1,runeworks.com,1,
ws_004858,001A001495,2024-04-05,cloud,Community forum,1,junobridge.com,0,2024-06-01
ws_004859,001A004215,2025-12-22,cloud,Referral,1,fjeltech.net,1,
ws_004860,001A008791,2025-06-14,cloud,Direct,1,junoflow.com,0,2026-07-01
ws_004861,001A005371,2024-06-19,cloud,Referral,1,sellawave.eu,0,2024-08-01
ws_004862,001A003112,2026-03-23,cloud,YouTube / Tutorials,1,haloflow.net,1,
ws_004863,001A004667,2025-12-23,self_hosted_community,Template library,0,koratech.de,1,
ws_004864,001A001328,2026-06-27,cloud,Referral,1,evocore.io,1,
ws_004865,001A003225,2026-08-08,self_hosted_business,Direct,1,deltapath.eu,1,
ws_004866,,2024-12-17,cloud,Referral,1,proton.me,1,
ws_004867,001A003018,2026-02-16,cloud,Referral,1,solvfield.eu,1,
ws_004868,001A003368,2025-05-03,self_hosted_community,Organic search,1,stradata.de,0,2025-06-01
ws_004869,001A000666,2025-12-21,cloud,Referral,1,oriowave.de,0,2026-04-01
ws_004870,001A002504,2024-10-05,cloud,Direct,1,fjelpoint.co,0,2025-06-01
ws_004871,,2025-02-06,self_hosted_community,Template library,0,yahoo.com,0,2025-03-01
ws_004872,001A003763,2026-06-20,cloud,Referral,1,deltatech.io,1,
ws_004873,001A002151,2025-01-12,cloud,Template library,1,mirasys.co,1,
ws_004874,001A002701,2025-07-22,cloud,Organic search,1,mosanet.eu,1,
ws_004875,,2026-07-16,self_hosted_community,GitHub / Docs,0,icloud.com,1,
ws_004876,001A004904,2025-03-11,cloud,Community forum,1,zephfield.eu,0,2026-02-01
ws_004877,001A000243,2025-11-28,self_hosted_business,Paid search,1,gransys.co,1,
ws_004878,001A005102,2024-11-16,cloud,Community forum,1,deltaworks.net,0,2026-07-01
ws_004879,,2024-12-26,cloud,Referral,1,proton.me,0,2025-09-01
ws_004880,,2025-02-05,self_hosted_community,Template library,1,proton.me,1,
ws_004881,001A003848,2025-03-01,cloud,Organic search,1,mosastack.io,1,
ws_004882,,2024-08-07,cloud,Referral,1,yahoo.com,0,2024-10-01
ws_004883,001A001049,2025-12-11,cloud,GitHub / Docs,1,nordstack.com,0,2026-01-01
ws_004884,,2025-08-12,self_hosted_community,Organic search,0,proton.me,0,2025-12-01
ws_004885,001A002269,2024-02-18,cloud,Organic search,1,lyralabs.net,1,
ws_004886,001A006226,2024-03-26,self_hosted_community,Organic search,1,oriolabs.com,0,2024-08-01
ws_004887,,2026-04-24,cloud,YouTube / Tutorials,1,gmail.com,0,2026-09-01
ws_004888,001A001985,2026-06-14,cloud,Organic search,1,fjeltech.co,0,2026-07-01
ws_004889,,2026-09-21,self_hosted_community,Organic search,1,yahoo.com,1,
ws_004890,001A002735,2024-05-25,cloud,Direct,1,haloware.eu,0,2024-09-01
ws_004891,,2025-10-02,cloud,Template library,1,proton.me,0,2026-09-01
ws_004892,001A007387,2024-07-04,cloud,Direct,1,ternbridge.net,0,2026-03-01
ws_004893,001A007177,2025-12-28,cloud,Paid search,1,kestgrid.net,1,
ws_004894,,2026-02-25,cloud,Direct,1,outlook.com,0,2026-05-01
ws_004895,001A001417,2025-11-17,cloud,Paid search,1,lumolabs.co,1,
ws_004896,,2025-01-21,cloud,Direct,1,outlook.com,1,
ws_004897,,2025-09-07,self_hosted_community,GitHub / Docs,0,proton.me,1,
ws_004898,,2025-09-24,cloud,Organic search,1,proton.me,1,
ws_004899,001A004396,2026-08-23,cloud,Template library,1,cirastack.eu,0,2026-09-01
ws_004900,001A006916,2025-02-13,cloud,Community forum,1,quarlogic.co,0,2025-09-01
ws_004901,001A008720,2025-10-03,self_hosted_community,Direct,1,bramvik.com,1,
ws_004902,001A003065,2026-07-13,cloud,Community forum,1,xenofield.net,1,
ws_004903,001A007828,2025-07-20,cloud,Direct,1,evogrid.com,0,2025-10-01
ws_004904,001A005793,2025-08-15,self_hosted_community,Paid search,1,ivenstack.com,1,
ws_004905,,2025-02-28,self_hosted_community,Template library,1,gmail.com,1,
ws_004906,001A006362,2026-02-03,cloud,Template library,1,opalflow.de,1,
ws_004907,,2025-07-27,cloud,GitHub / Docs,1,icloud.com,1,
ws_004908,,2026-05-13,self_hosted_community,Template library,1,icloud.com,1,
ws_004909,001A008154,2026-01-01,cloud,Organic search,1,veraware.eu,0,2026-03-01
ws_004910,001A000736,2025-12-18,cloud,Referral,1,korabridge.com,0,2026-05-01
ws_004911,001A000058,2026-03-13,cloud,Direct,1,ternwave.io,0,2026-09-01
ws_004912,001A007656,2024-04-14,cloud,Organic search,1,mosagrid.eu,0,2024-08-01
ws_004913,,2025-02-08,cloud,Community forum,1,icloud.com,0,2025-04-01
ws_004914,001A002849,2025-06-11,self_hosted_business,YouTube / Tutorials,1,nexamark.de,1,
ws_004915,,2026-05-23,cloud,YouTube / Tutorials,1,proton.me,1,
ws_004916,001A008262,2024-06-16,self_hosted_community,YouTube / Tutorials,1,deltanet.com,0,2026-01-01
ws_004917,001A001112,2025-05-27,cloud,Community forum,1,mosaflow.eu,0,2025-06-01
ws_004918,001A005427,2026-03-07,cloud,Organic search,1,sellawave.com,1,
ws_004919,001A002152,2026-01-16,cloud,Organic search,1,lyrapoint.de,1,
ws_004920,,2026-05-05,cloud,Direct,1,yahoo.com,1,
ws_004921,001A003544,2025-08-03,self_hosted_community,Direct,0,granwave.co,1,
ws_004922,,2025-02-12,cloud,YouTube / Tutorials,1,proton.me,0,2026-09-01
ws_004923,001A005827,2025-09-23,self_hosted_business,GitHub / Docs,1,piracore.io,0,2025-12-01
ws_004924,001A001752,2025-06-18,self_hosted_community,Template library,0,altodata.de,1,
ws_004925,001A008747,2025-06-09,cloud,Community forum,1,lumolabs.eu,0,2026-02-01
ws_004926,001A007237,2025-11-01,cloud,Referral,1,yarasys.com,0,2026-01-01
ws_004927,001A007086,2025-06-23,cloud,Organic search,1,junocore.eu,1,
ws_004928,001A004757,2024-09-17,self_hosted_community,Community forum,0,zephlabs.io,1,
ws_004929,001A004102,2024-04-02,cloud,Community forum,1,bramworks.eu,1,
ws_004930,,2025-11-21,cloud,Organic search,1,icloud.com,0,2025-12-01
ws_004931,,2025-04-10,cloud,YouTube / Tutorials,1,outlook.com,0,2025-10-01
ws_004932,001A005752,2026-05-01,self_hosted_community,Paid search,1,halostack.eu,1,
ws_004933,001A001422,2026-01-26,cloud,GitHub / Docs,1,nordpoint.de,0,2026-05-01
ws_004934,,2026-05-04,cloud,Direct,1,icloud.com,1,
ws_004935,001A004718,2025-04-04,cloud,Paid search,1,fjelware.de,0,2025-07-01
ws_004936,001A001815,2026-01-24,cloud,Template library,1,boreagrid.com,1,
ws_004937,001A005699,2026-09-21,cloud,Organic search,1,mirawave.net,1,
ws_004938,001A001660,2025-02-07,cloud,GitHub / Docs,1,zephcore.net,0,2025-06-01
ws_004939,001A000688,2026-08-25,cloud,Paid search,1,yaravik.com,1,
ws_004940,001A000514,2024-11-12,cloud,GitHub / Docs,1,nexafield.de,1,
ws_004941,,2024-10-06,cloud,GitHub / Docs,1,proton.me,0,2025-06-01
ws_004942,001A001994,2026-04-25,self_hosted_community,Paid search,1,wendline.co,1,
ws_004943,001A008952,2026-09-10,cloud,Organic search,1,bramgrid.io,1,
ws_004944,001A003493,2026-06-10,self_hosted_community,YouTube / Tutorials,0,altologic.io,1,
ws_004945,001A001475,2024-05-07,cloud,Organic search,1,runeworks.de,1,
ws_004946,,2024-11-16,cloud,Organic search,1,icloud.com,0,2025-02-01
ws_004947,001A008840,2026-03-26,self_hosted_community,YouTube / Tutorials,1,fjeltech.com,0,2026-06-01
ws_004948,001A000855,2026-07-23,self_hosted_community,Community forum,1,evonet.net,1,
ws_004949,001A007651,2025-09-27,cloud,Organic search,1,zephwave.eu,0,2026-05-01
ws_004950,001A006333,2026-02-17,cloud,Community forum,1,junopoint.eu,1,
ws_004951,001A003054,2025-08-01,self_hosted_community,Referral,0,terndata.de,1,
ws_004952,001A002969,2025-10-20,self_hosted_business,Template library,1,piradata.com,0,2026-01-01
ws_004953,001A001866,2026-06-24,cloud,Direct,1,yaramark.eu,0,2026-08-01
ws_004954,001A004483,2026-06-03,cloud,Organic search,1,opalstack.io,0,2026-08-01
ws_004955,001A006716,2026-01-24,cloud,GitHub / Docs,1,runeline.co,1,
ws_004956,,2025-01-07,cloud,Paid search,1,outlook.com,0,2025-02-01
ws_004957,001A000100,2025-09-10,cloud,YouTube / Tutorials,1,vexfield.net,1,
ws_004958,001A006765,2026-03-16,self_hosted_community,Referral,0,vexpath.de,0,2026-04-01
ws_004959,001A008730,2024-04-26,cloud,Paid search,1,opalworks.com,1,
ws_004960,001A000024,2026-01-24,cloud,GitHub / Docs,1,talagrid.co,0,2026-08-01
ws_004961,001A001180,2026-01-16,cloud,GitHub / Docs,1,ivenlabs.co,1,
ws_004962,001A002605,2026-01-08,self_hosted_community,GitHub / Docs,0,opalmark.net,1,
ws_004963,001A006205,2025-10-13,cloud,Paid search,1,stragrid.io,1,
ws_004964,001A006001,2025-09-11,cloud,YouTube / Tutorials,1,bramtech.eu,1,
ws_004965,001A008308,2026-02-05,cloud,GitHub / Docs,1,briogrid.io,1,
ws_004966,001A007465,2025-06-12,cloud,Organic search,1,valistack.net,1,
ws_004967,001A000293,2026-08-03,cloud,Paid search,1,ivenfield.eu,1,
ws_004968,001A004736,2024-04-17,cloud,Community forum,1,mosafield.net,0,2024-05-01
ws_004969,,2026-08-28,cloud,Organic search,1,icloud.com,1,
ws_004970,001A002189,2026-07-03,cloud,Organic search,1,runemark.net,1,
ws_004971,,2026-03-09,cloud,Template library,1,gmail.com,1,
ws_004972,001A004091,2026-06-27,self_hosted_community,Organic search,1,umbrastack.eu,1,
ws_004973,,2025-09-16,cloud,Community forum,1,icloud.com,0,2025-11-01
ws_004974,001A001055,2025-02-15,cloud,YouTube / Tutorials,1,lumosys.com,1,
ws_004975,001A008949,2025-08-06,cloud,YouTube / Tutorials,1,vexmark.com,1,
ws_004976,,2026-06-02,cloud,Organic search,1,yahoo.com,1,
ws_004977,001A001835,2025-12-01,cloud,Paid search,1,evodata.net,0,2026-02-01
ws_004978,001A008598,2026-07-02,cloud,Referral,1,straflow.net,0,2026-08-01
ws_004979,001A004811,2026-05-07,cloud,Organic search,1,veramark.co,0,2026-07-01
ws_004980,001A004156,2024-12-06,cloud,Direct,1,mosapath.co,1,
ws_004981,001A008859,2026-06-22,cloud,GitHub / Docs,1,yarapoint.eu,1,
ws_004982,001A005214,2024-01-09,cloud,Direct,1,borealine.io,1,
ws_004983,,2026-09-15,self_hosted_community,Community forum,1,outlook.com,1,
ws_004984,001A000707,2025-03-25,self_hosted_community,Organic search,0,wendline.co,0,2025-11-01
ws_004985,001A005517,2025-04-26,cloud,YouTube / Tutorials,1,quargrid.io,1,
ws_004986,,2025-05-26,cloud,Organic search,1,icloud.com,0,2026-06-01
ws_004987,,2026-08-18,cloud,Direct,1,proton.me,1,
ws_004988,001A008432,2026-02-03,cloud,YouTube / Tutorials,1,lyraflow.eu,0,2026-07-01
ws_004989,001A005451,2025-04-23,self_hosted_community,Community forum,1,ternnet.eu,1,
ws_004990,001A006705,2025-05-07,cloud,GitHub / Docs,1,solvtech.net,1,
ws_004991,001A002922,2026-06-21,self_hosted_community,Organic search,0,halodata.de,1,
ws_004992,001A004673,2024-06-23,cloud,GitHub / Docs,1,fjelnet.de,0,2025-12-01
ws_004993,001A007892,2026-05-03,cloud,Paid search,1,xenologic.eu,1,
ws_004994,,2026-04-16,self_hosted_community,Organic search,1,yahoo.com,1,
ws_004995,001A006062,2025-06-12,self_hosted_community,Organic search,0,astercore.eu,1,
ws_004996,001A008027,2026-01-27,self_hosted_community,GitHub / Docs,0,deltaworks.io,1,
ws_004997,001A007294,2026-05-15,self_hosted_community,GitHub / Docs,0,boreamark.com,1,
ws_004998,001A006878,2024-09-18,self_hosted_community,Direct,1,ciracore.de,1,
ws_004999,001A002838,2026-09-18,cloud,Referral,1,nordmark.co,1,
ws_005000,001A006706,2025-01-24,cloud,YouTube / Tutorials,1,granline.eu,0,2025-06-01
ws_005001,,2026-02-23,cloud,Paid search,1,gmail.com,0,2026-06-01
ws_005002,001A000432,2026-02-17,cloud,Organic search,1,runegrid.eu,0,2026-08-01
ws_005003,001A007770,2024-12-14,self_hosted_community,YouTube / Tutorials,1,halodata.com,0,2025-08-01
ws_005004,001A004560,2024-08-04,self_hosted_business,Template library,1,orioware.de,1,
ws_005005,001A002144,2026-05-17,cloud,Referral,1,verastack.net,0,2026-06-01
ws_005006,,2025-08-11,cloud,Organic search,1,proton.me,1,
ws_005007,,2026-02-25,self_hosted_community,GitHub / Docs,0,proton.me,1,
ws_005008,,2024-05-02,cloud,Community forum,1,gmail.com,0,2024-12-01
ws_005009,,2026-05-03,cloud,Template library,1,gmail.com,0,2026-08-01
ws_005010,,2026-05-22,cloud,Direct,1,outlook.com,1,
ws_005011,,2025-09-06,cloud,Referral,1,proton.me,0,2025-10-01
ws_005012,001A003986,2025-03-17,cloud,YouTube / Tutorials,1,solvflow.net,1,
ws_005013,001A008546,2024-04-17,cloud,Template library,1,halomark.net,1,
ws_005014,001A004361,2025-03-10,cloud,Community forum,1,yaraline.io,0,2026-07-01
ws_005015,001A003262,2025-07-13,cloud,Template library,1,ivennet.com,0,2025-09-01
ws_005016,,2025-02-08,cloud,Direct,1,icloud.com,0,2026-04-01
ws_005017,001A002036,2024-03-23,cloud,Organic search,1,talalabs.de,1,
ws_005018,001A006830,2024-08-15,self_hosted_community,Referral,1,altolabs.eu,1,
ws_005019,,2026-02-13,self_hosted_community,Organic search,0,outlook.com,1,
ws_005020,001A005511,2025-03-26,cloud,GitHub / Docs,1,evobridge.net,0,2026-09-01
ws_005021,,2026-06-28,self_hosted_community,Direct,0,gmail.com,0,2026-08-01
ws_005022,001A001387,2024-12-08,cloud,Organic search,1,altomark.de,0,2025-08-01
ws_005023,001A002742,2024-10-13,self_hosted_community,GitHub / Docs,1,sellastack.io,0,2025-02-01
ws_005024,001A006951,2025-07-02,self_hosted_community,Direct,1,junosys.co,1,
ws_005025,,2026-02-03,cloud,Paid search,1,gmail.com,0,2026-09-01
ws_005026,,2026-07-06,cloud,Referral,1,yahoo.com,0,2026-08-01
ws_005027,001A006966,2026-04-14,cloud,Community forum,1,stravik.eu,1,
ws_005028,001A005574,2026-01-14,self_hosted_community,YouTube / Tutorials,1,bramsys.co,1,
ws_005029,,2025-06-23,cloud,Direct,1,icloud.com,0,2025-09-01
ws_005030,001A008431,2026-09-15,self_hosted_community,Direct,1,halocore.com,1,
ws_005031,001A008190,2025-03-02,cloud,Paid search,1,veravik.io,1,
ws_005032,,2025-01-05,cloud,GitHub / Docs,1,yahoo.com,0,2026-06-01
ws_005033,001A006959,2026-01-12,cloud,Organic search,1,junofield.eu,1,
ws_005034,,2026-05-18,self_hosted_community,Organic search,0,proton.me,1,
ws_005035,001A000131,2026-09-13,self_hosted_community,Organic search,0,boreasys.eu,1,
ws_005036,001A007869,2025-07-16,cloud,GitHub / Docs,1,zephlogic.io,0,2025-08-01
ws_005037,001A007018,2025-07-27,cloud,Community forum,1,terncore.com,1,
ws_005038,,2026-06-16,cloud,Template library,1,gmail.com,1,
ws_005039,,2026-08-03,self_hosted_community,YouTube / Tutorials,1,outlook.com,1,
ws_005040,001A003465,2025-12-22,cloud,YouTube / Tutorials,1,wendgrid.com,1,
ws_005041,001A008530,2024-01-05,self_hosted_community,Organic search,1,vexvik.eu,0,2024-10-01
ws_005042,001A003731,2025-10-27,cloud,Direct,1,ivenflow.io,1,
ws_005043,001A008520,2025-07-14,cloud,Community forum,1,bramstack.net,0,2025-08-01
ws_005044,001A007644,2025-09-01,cloud,Community forum,1,evobridge.net,0,2025-10-01
ws_005045,,2024-11-26,cloud,Referral,1,gmail.com,1,
ws_005046,001A002879,2026-03-23,cloud,Paid search,1,halopoint.io,1,
ws_005047,001A007603,2026-09-13,cloud,Organic search,1,lumoline.eu,1,
ws_005048,001A006044,2026-02-02,self_hosted_community,Direct,0,quarpath.de,0,2026-05-01
ws_005049,,2025-03-24,cloud,Paid search,1,icloud.com,0,2025-05-01
ws_005050,,2025-08-11,cloud,YouTube / Tutorials,1,proton.me,0,2026-03-01
ws_005051,001A007141,2026-02-08,cloud,GitHub / Docs,1,lyravik.co,0,2026-09-01
ws_005052,001A006665,2026-05-20,self_hosted_community,Direct,1,kestfield.de,1,
ws_005053,,2026-07-05,cloud,GitHub / Docs,1,gmail.com,1,
ws_005054,001A008050,2025-09-24,self_hosted_community,GitHub / Docs,0,fjelvik.co,1,
ws_005055,,2026-08-25,cloud,YouTube / Tutorials,1,icloud.com,1,
ws_005056,001A007888,2026-08-17,cloud,YouTube / Tutorials,1,ternvik.com,1,
ws_005057,001A004628,2026-04-12,self_hosted_business,Organic search,1,haloline.net,1,
ws_005058,001A007928,2026-07-05,cloud,Direct,1,xenovik.io,1,
ws_005059,001A002922,2025-12-23,cloud,YouTube / Tutorials,1,halodata.de,1,
ws_005060,,2024-01-02,self_hosted_community,Organic search,0,icloud.com,1,
ws_005061,001A007547,2025-10-25,cloud,Template library,1,lyrawave.net,1,
ws_005062,,2025-10-23,cloud,Paid search,1,icloud.com,0,2026-02-01
ws_005063,001A007118,2024-06-11,self_hosted_community,Organic search,0,runewave.com,0,2026-02-01
ws_005064,001A000163,2025-05-05,cloud,Referral,1,straline.eu,1,
ws_005065,,2025-07-01,cloud,Organic search,1,outlook.com,0,2026-05-01
ws_005066,,2026-02-14,cloud,Paid search,1,proton.me,1,
ws_005067,,2025-11-23,self_hosted_community,YouTube / Tutorials,1,proton.me,0,2026-08-01
ws_005068,001A002060,2024-02-07,cloud,Referral,1,cirafield.de,0,2024-09-01
ws_005069,001A000500,2026-09-10,self_hosted_community,Community forum,0,cirasys.net,1,
ws_005070,001A003020,2025-05-25,self_hosted_community,YouTube / Tutorials,1,stramark.eu,0,2025-09-01
ws_005071,001A001328,2025-08-21,cloud,YouTube / Tutorials,1,evocore.io,0,2026-01-01
ws_005072,001A002774,2026-01-23,self_hosted_community,Organic search,1,strapath.co,1,
ws_005073,,2026-09-16,cloud,Template library,1,icloud.com,1,
ws_005074,001A002737,2025-06-22,cloud,GitHub / Docs,1,nexabridge.net,1,
ws_005075,001A004815,2025-07-20,self_hosted_business,Direct,1,sellagrid.eu,1,
ws_005076,,2025-11-17,cloud,YouTube / Tutorials,1,icloud.com,1,
ws_005077,001A000965,2025-01-15,cloud,GitHub / Docs,1,piratech.com,0,2026-01-01
ws_005078,001A000160,2024-09-01,cloud,Organic search,1,ivenfield.de,0,2024-10-01
ws_005079,,2025-11-12,self_hosted_community,Template library,1,proton.me,0,2026-07-01
ws_005080,001A000485,2026-09-21,cloud,YouTube / Tutorials,1,miraworks.co,1,
ws_005081,,2025-10-14,cloud,Direct,1,outlook.com,1,
ws_005082,,2025-07-22,cloud,GitHub / Docs,1,yahoo.com,1,
ws_005083,001A000036,2024-07-21,cloud,Template library,1,brionet.co,0,2025-05-01
ws_005084,001A006425,2025-12-08,self_hosted_community,Referral,1,bramware.io,0,2026-07-01
ws_005085,001A004299,2025-10-10,cloud,Community forum,1,kestmark.co,1,
ws_005086,001A000485,2025-08-02,self_hosted_community,YouTube / Tutorials,0,miraworks.co,1,
ws_005087,001A005789,2026-04-25,cloud,GitHub / Docs,1,cirapath.eu,0,2026-06-01
