history_id,opportunity_id,field,old_value,new_value,created_by,created_at
017H00006283,006O0000939,CloseDate,,2025-04-08,005A0024,2025-03-23 00:00:00
017H00006284,006O0000939,Amount,,7800.0,005A0024,2025-03-23 00:00:00
017H00006285,006O0000939,ForecastCategoryName,,Pipeline,005A0024,2025-03-23 00:00:00
017H00006286,006O0000939,StageName,1 - Discovery,2 - Qualification,005X0001,2025-03-27 10:46:34
017H00006287,006O0000939,CloseDate,2025-04-08,2025-04-18,005A0024,2025-04-11 17:00:00
017H00006288,006O0000939,CloseDate,2025-04-18,2025-05-07,005A0024,2025-04-18 09:00:00
017H00006289,006O0000939,CloseDate,2025-05-07,2025-05-21,005A0024,2025-05-16 08:00:00
017H00006290,006O0000939,CloseDate,2025-05-21,2025-06-21,005A0024,2025-05-21 14:00:00
017H00006291,006O0000939,StageName,2 - Qualification,Closed Lost,005A0024,2025-05-28 13:43:14
017H00006292,006O0000939,ForecastCategoryName,Pipeline,Omitted,005A0024,2025-05-28 13:43:14
017H00006293,006O0000939,CloseDate,2025-06-21,2025-05-28,005A0024,2025-05-28 13:43:14
017H00006294,006O0000940,StageName,,1 - Discovery,005A0024,2025-03-23 00:00:00
017H00006295,006O0000940,CloseDate,,2025-04-14,005A0024,2025-03-23 00:00:00
017H00006296,006O0000940,Amount,,24800.0,005A0024,2025-03-23 00:00:00
017H00006297,006O0000940,ForecastCategoryName,,Pipeline,005A0024,2025-03-23 00:00:00
017H00006298,006O0000940,StageName,1 - Discovery,2 - Qualification,005A0024,2025-03-29 09:26:23
017H00006299,006O0000940,StageName,2 - Qualification,3 - Technical Validation,005A0024,2025-04-07 22:35:43
017H00006300,006O0000940,ForecastCategoryName,Pipeline,Best Case,005A0024,2025-04-07 22:35:43
017H00006301,006O0000940,CloseDate,2025-04-14,2025-06-01,005A0024,2025-04-25 12:00:00
017H00006302,006O0000940,StageName,3 - Technical Validation,Closed Lost,005A0024,2025-05-21 05:37:41
017H00006303,006O0000940,ForecastCategoryName,Best Case,Omitted,005A0024,2025-05-21 05:37:41
017H00006304,006O0000940,CloseDate,2025-06-01,2025-05-20,005X0001,2025-05-21 05:37:41
017H00006305,006O0000941,StageName,,1 - Discovery,005A0004,2025-03-24 00:00:00
017H00006306,006O0000941,CloseDate,,2025-04-29,005A0004,2025-03-24 00:00:00
017H00006307,006O0000941,Amount,,37300.0,005A0004,2025-03-24 00:00:00
017H00006308,006O0000941,ForecastCategoryName,,Pipeline,005A0004,2025-03-24 00:00:00
017H00006309,006O0000941,StageName,1 - Discovery,2 - Qualification,005A0004,2025-03-30 05:03:57
017H00006310,006O0000941,StageName,2 - Qualification,3 - Technical Validation,005A0004,2025-04-08 18:17:36
017H00006311,006O0000941,ForecastCategoryName,Pipeline,Commit,005A0004,2025-04-08 18:17:36
017H00006312,006O0000941,StageName,3 - Technical Validation,4 - Proposal,005A0004,2025-04-20 02:11:41
017H00006313,006O0000941,CloseDate,2025-04-29,2025-05-24,005A0004,2025-05-10 16:00:00
017H00006314,006O0000941,CloseDate,2025-05-24,2025-05-30,005A0004,2025-05-25 17:00:00
017H00006315,006O0000941,CloseDate,2025-05-30,2025-06-19,005X0001,2025-06-01 14:00:00
017H00006316,006O0000941,CloseDate,2025-06-19,2025-08-03,005A0004,2025-06-25 09:00:00
017H00006317,006O0000941,CloseDate,2025-08-03,2025-08-27,005A0004,2025-08-04 09:00:00
017H00006318,006O0000941,CloseDate,2025-08-27,2025-10-09,005A0004,2025-09-05 10:00:00
017H00006319,006O0000941,StageName,4 - Proposal,Closed Lost,005A0004,2025-09-28 19:26:30
017H00006320,006O0000941,ForecastCategoryName,Commit,Omitted,005A0004,2025-09-28 19:26:30
017H00006321,006O0000941,CloseDate,2025-10-09,2025-09-28,005A0004,2025-09-28 19:26:30
017H00006322,006O0000942,StageName,,1 - Discovery,005A0006,2025-03-24 00:00:00
017H00006323,006O0000942,CloseDate,,2025-04-15,005A0006,2025-03-24 00:00:00
017H00006324,006O0000942,Amount,,6800.0,005A0006,2025-03-24 00:00:00
017H00006325,006O0000942,ForecastCategoryName,,Pipeline,005A0006,2025-03-24 00:00:00
017H00006326,006O0000942,StageName,1 - Discovery,Closed Lost,005A0006,2025-04-21 23:16:33
017H00006327,006O0000942,ForecastCategoryName,Pipeline,Omitted,005A0006,2025-04-21 23:16:33
017H00006328,006O0000942,CloseDate,2025-04-15,2025-04-21,005A0006,2025-04-21 23:16:33
017H00006329,006O0000943,StageName,,1 - Discovery,005A0000,2025-03-24 00:00:00
017H00006330,006O0000943,CloseDate,,2025-04-26,005A0000,2025-03-24 00:00:00
017H00006331,006O0000943,Amount,,43300.0,005A0000,2025-03-24 00:00:00
017H00006332,006O0000943,ForecastCategoryName,,Pipeline,005A0000,2025-03-24 00:00:00
017H00006333,006O0000943,StageName,1 - Discovery,Closed Lost,005A0000,2025-04-28 17:47:45
017H00006334,006O0000943,ForecastCategoryName,Pipeline,Omitted,005A0000,2025-04-28 17:47:45
017H00006335,006O0000943,CloseDate,2025-04-26,2025-04-28,005A0000,2025-04-28 17:47:45
017H00006336,006O0000944,StageName,,1 - Discovery,005A0013,2025-03-24 00:00:00
017H00006337,006O0000944,CloseDate,,2025-05-31,005A0013,2025-03-24 00:00:00
017H00006338,006O0000944,Amount,,24000.0,005X0001,2025-03-24 00:00:00
017H00006339,006O0000944,ForecastCategoryName,,Pipeline,005A0013,2025-03-24 00:00:00
017H00006340,006O0000944,StageName,1 - Discovery,Closed Lost,005A0013,2025-06-05 18:12:57
017H00006341,006O0000944,ForecastCategoryName,Pipeline,Omitted,005A0013,2025-06-05 18:12:57
017H00006342,006O0000944,CloseDate,2025-05-31,2025-06-05,005A0013,2025-06-05 18:12:57
017H00006343,006O0000945,StageName,,1 - Discovery,005X0001,2025-03-24 00:00:00
017H00006344,006O0000945,CloseDate,,2025-04-28,005A0011,2025-03-24 00:00:00
017H00006345,006O0000945,Amount,,9900.0,005A0011,2025-03-24 00:00:00
017H00006346,006O0000945,ForecastCategoryName,,Pipeline,005A0011,2025-03-24 00:00:00
017H00006347,006O0000945,StageName,1 - Discovery,Closed Lost,005A0011,2025-05-03 10:54:16
017H00006348,006O0000945,ForecastCategoryName,Pipeline,Omitted,005A0011,2025-05-03 10:54:16
017H00006349,006O0000945,CloseDate,2025-04-28,2025-05-02,005A0011,2025-05-03 10:54:16
017H00006350,006O0000946,StageName,,1 - Discovery,005A0006,2025-03-25 00:00:00
017H00006351,006O0000946,CloseDate,,2025-04-18,005A0006,2025-03-25 00:00:00
017H00006352,006O0000946,Amount,,5200.0,005A0006,2025-03-25 00:00:00
017H00006353,006O0000946,ForecastCategoryName,,Pipeline,005A0006,2025-03-25 00:00:00
017H00006354,006O0000946,StageName,1 - Discovery,2 - Qualification,005A0006,2025-04-06 07:09:16
017H00006355,006O0000946,StageName,2 - Qualification,3 - Technical Validation,005A0006,2025-04-16 03:24:01
017H00006356,006O0000946,ForecastCategoryName,Pipeline,Best Case,005X0001,2025-04-16 03:24:01
017H00006357,006O0000946,StageName,3 - Technical Validation,4 - Proposal,005A0006,2025-04-21 01:39:16
017H00006358,006O0000946,CloseDate,2025-04-18,2025-05-08,005A0006,2025-04-29 08:00:00
017H00006359,006O0000946,CloseDate,2025-05-08,2025-06-06,005A0006,2025-05-18 17:00:00
017H00006360,006O0000946,StageName,4 - Proposal,Closed Lost,005A0006,2025-05-28 11:15:49
017H00006361,006O0000946,ForecastCategoryName,Best Case,Omitted,005A0006,2025-05-28 11:15:49
017H00006362,006O0000946,CloseDate,2025-06-06,2025-05-27,005A0006,2025-05-28 11:15:49
017H00006363,006O0000947,StageName,,1 - Discovery,005A0019,2025-03-25 00:00:00
017H00006364,006O0000947,CloseDate,,2025-04-30,005A0019,2025-03-25 00:00:00
017H00006365,006O0000947,Amount,,78700.0,005A0019,2025-03-25 00:00:00
017H00006366,006O0000947,ForecastCategoryName,,Pipeline,005X0001,2025-03-25 00:00:00
017H00006367,006O0000947,StageName,1 - Discovery,Closed Lost,005A0019,2025-04-25 09:45:23
017H00006368,006O0000947,ForecastCategoryName,Pipeline,Omitted,005A0019,2025-04-25 09:45:23
017H00006369,006O0000947,CloseDate,2025-04-30,2025-04-24,005A0019,2025-04-25 09:45:23
017H00006370,006O0000948,StageName,,1 - Discovery,005A0021,2025-03-25 00:00:00
017H00006371,006O0000948,CloseDate,,2025-04-15,005A0021,2025-03-25 00:00:00
017H00006372,006O0000948,Amount,,13400.0,005A0021,2025-03-25 00:00:00
017H00006373,006O0000948,ForecastCategoryName,,Pipeline,005A0021,2025-03-25 00:00:00
017H00006374,006O0000948,StageName,1 - Discovery,2 - Qualification,005A0021,2025-03-29 09:44:58
017H00006375,006O0000948,CloseDate,2025-04-15,2025-05-02,005A0021,2025-04-20 10:00:00
017H00006376,006O0000948,CloseDate,2025-05-02,2025-05-10,005A0021,2025-05-05 10:00:00
017H00006377,006O0000948,CloseDate,2025-05-10,2025-05-22,005A0021,2025-05-13 14:00:00
017H00006378,006O0000948,CloseDate,2025-05-22,2025-07-17,005A0021,2025-05-30 10:00:00
017H00006379,006O0000948,CloseDate,2025-07-17,2025-07-27,005A0021,2025-07-20 09:00:00
017H00006380,006O0000948,CloseDate,2025-07-27,2025-08-11,005A0021,2025-08-01 11:00:00
017H00006381,006O0000948,CloseDate,2025-08-11,2025-09-18,005A0021,2025-08-14 16:00:00
017H00006382,006O0000948,CloseDate,2025-09-18,2025-11-05,005A0021,2025-09-18 17:00:00
017H00006383,006O0000948,StageName,2 - Qualification,Closed Lost,005A0021,2025-10-15 05:26:15
017H00006384,006O0000948,ForecastCategoryName,Pipeline,Omitted,005A0021,2025-10-15 05:26:15
017H00006385,006O0000948,CloseDate,2025-11-05,2025-10-14,005A0021,2025-10-15 05:26:15
017H00006386,006O0000949,StageName,,1 - Discovery,005A0011,2025-03-25 00:00:00
017H00006387,006O0000949,CloseDate,,2025-07-16,005A0011,2025-03-25 00:00:00
017H00006388,006O0000949,Amount,,109500.0,005X0001,2025-03-25 00:00:00
017H00006389,006O0000949,ForecastCategoryName,,Pipeline,005A0011,2025-03-25 00:00:00
017H00006390,006O0000949,StageName,1 - Discovery,Closed Lost,005A0011,2025-06-14 06:12:21
017H00006391,006O0000949,ForecastCategoryName,Pipeline,Omitted,005A0011,2025-06-14 06:12:21
017H00006392,006O0000949,CloseDate,2025-07-16,2025-06-13,005A0011,2025-06-14 06:12:21
017H00006393,006O0000950,StageName,,1 - Discovery,005A0024,2025-03-26 00:00:00
017H00006394,006O0000950,CloseDate,,2025-05-14,005X0001,2025-03-26 00:00:00
017H00006395,006O0000950,Amount,,24000.0,005A0024,2025-03-26 00:00:00
017H00006396,006O0000950,ForecastCategoryName,,Pipeline,005A0024,2025-03-26 00:00:00
017H00006397,006O0000950,StageName,1 - Discovery,2 - Qualification,005A0024,2025-03-30 06:04:47
017H00006398,006O0000950,StageName,2 - Qualification,3 - Technical Validation,005A0024,2025-04-05 10:05:30
017H00006399,006O0000950,ForecastCategoryName,Pipeline,Best Case,005A0024,2025-04-05 10:05:30
017H00006400,006O0000950,StageName,3 - Technical Validation,4 - Proposal,005A0024,2025-04-15 08:07:42
017H00006401,006O0000950,StageName,4 - Proposal,5 - Negotiation,005A0024,2025-05-04 18:24:57
017H00006402,006O0000950,ForecastCategoryName,Best Case,Commit,005A0024,2025-05-04 18:24:57
017H00006403,006O0000950,CloseDate,2025-05-14,2025-05-31,005A0024,2025-05-15 14:00:00
017H00006404,006O0000950,StageName,5 - Negotiation,Closed Won,005A0024,2025-05-20 22:25:07
017H00006405,006O0000950,ForecastCategoryName,Commit,Closed,005A0024,2025-05-20 22:25:07
017H00006406,006O0000950,CloseDate,2025-05-31,2025-05-20,005A0024,2025-05-20 22:25:07
017H00006407,006O0000951,StageName,,1 - Discovery,005A0006,2025-03-26 00:00:00
017H00006408,006O0000951,CloseDate,,2025-05-05,005A0006,2025-03-26 00:00:00
017H00006409,006O0000951,Amount,,62300.0,005A0006,2025-03-26 00:00:00
017H00006410,006O0000951,ForecastCategoryName,,Pipeline,005A0006,2025-03-26 00:00:00
017H00006411,006O0000951,StageName,1 - Discovery,2 - Qualification,005A0006,2025-04-12 11:39:55
017H00006412,006O0000951,CloseDate,2025-05-05,2025-06-11,005A0006,2025-05-12 08:00:00
017H00006413,006O0000951,StageName,2 - Qualification,Closed Lost,005A0006,2025-06-01 09:17:46
017H00006414,006O0000951,ForecastCategoryName,Pipeline,Omitted,005A0006,2025-06-01 09:17:46
017H00006415,006O0000951,CloseDate,2025-06-11,2025-05-31,005A0006,2025-06-01 09:17:46
017H00006416,006O0000952,StageName,,1 - Discovery,005X0001,2025-03-26 00:00:00
017H00006417,006O0000952,CloseDate,,2025-04-26,005A0021,2025-03-26 00:00:00
017H00006418,006O0000952,Amount,,15500.0,005A0021,2025-03-26 00:00:00
017H00006419,006O0000952,ForecastCategoryName,,Pipeline,005A0021,2025-03-26 00:00:00
017H00006420,006O0000952,StageName,1 - Discovery,2 - Qualification,005A0021,2025-03-30 21:07:30
017H00006421,006O0000952,StageName,2 - Qualification,3 - Technical Validation,005A0021,2025-04-08 05:49:34
017H00006422,006O0000952,ForecastCategoryName,Pipeline,Best Case,005A0021,2025-04-08 05:49:34
017H00006423,006O0000952,StageName,3 - Technical Validation,4 - Proposal,005A0021,2025-04-16 17:02:41
017H00006424,006O0000952,Amount,15500.0,11600.0,005A0021,2025-04-16 18:02:41
017H00006425,006O0000952,StageName,4 - Proposal,5 - Negotiation,005A0021,2025-04-18 13:18:37
017H00006426,006O0000952,ForecastCategoryName,Best Case,Commit,005A0021,2025-04-18 13:18:37
017H00006427,006O0000952,CloseDate,2025-04-26,2025-05-08,005A0021,2025-05-05 15:00:00
017H00006428,006O0000952,CloseDate,2025-05-08,2025-07-02,005A0021,2025-05-09 08:00:00
017H00006429,006O0000952,CloseDate,2025-07-02,2025-07-16,005A0021,2025-07-04 16:00:00
017H00006430,006O0000952,CloseDate,2025-07-16,2025-08-27,005A0021,2025-07-22 12:00:00
017H00006431,006O0000952,StageName,5 - Negotiation,Closed Lost,005A0021,2025-07-29 09:12:25
017H00006432,006O0000952,ForecastCategoryName,Commit,Omitted,005A0021,2025-07-29 09:12:25
017H00006433,006O0000952,CloseDate,2025-08-27,2025-07-28,005A0021,2025-07-29 09:12:25
017H00006434,006O0000953,StageName,,1 - Discovery,005A0013,2025-03-26 00:00:00
017H00006435,006O0000953,CloseDate,,2025-06-08,005A0013,2025-03-26 00:00:00
017H00006436,006O0000953,Amount,,33200.0,005A0013,2025-03-26 00:00:00
017H00006437,006O0000953,ForecastCategoryName,,Pipeline,005A0013,2025-03-26 00:00:00
017H00006438,006O0000953,StageName,1 - Discovery,2 - Qualification,005A0013,2025-03-28 03:21:07
017H00006439,006O0000953,StageName,2 - Qualification,Closed Lost,005A0013,2025-05-21 22:01:39
017H00006440,006O0000953,ForecastCategoryName,Pipeline,Omitted,005A0013,2025-05-21 22:01:39
017H00006441,006O0000953,CloseDate,2025-06-08,2025-05-21,005A0013,2025-05-21 22:01:39
017H00006442,006O0000954,StageName,,1 - Discovery,005A0006,2025-03-26 00:00:00
017H00006443,006O0000954,CloseDate,,2025-05-13,005A0006,2025-03-26 00:00:00
017H00006444,006O0000954,Amount,,21800.0,005A0006,2025-03-26 00:00:00
017H00006445,006O0000954,ForecastCategoryName,,Pipeline,005A0006,2025-03-26 00:00:00
017H00006446,006O0000954,CloseDate,2025-05-13,2025-05-19,005A0006,2025-05-17 08:00:00
017H00006447,006O0000954,CloseDate,2025-05-19,2025-07-08,005A0006,2025-05-26 10:00:00
017H00006448,006O0000954,StageName,1 - Discovery,Closed Lost,005A0006,2025-06-03 21:10:56
017H00006449,006O0000954,ForecastCategoryName,Pipeline,Omitted,005A0006,2025-06-03 21:10:56
017H00006450,006O0000954,CloseDate,2025-07-08,2025-06-03,005A0006,2025-06-03 21:10:56
017H00006451,006O0000955,StageName,,1 - Discovery,005A0002,2025-03-27 00:00:00
017H00006452,006O0000955,CloseDate,,2025-04-16,005A0002,2025-03-27 00:00:00
017H00006453,006O0000955,Amount,,5600.0,005A0002,2025-03-27 00:00:00
017H00006454,006O0000955,ForecastCategoryName,,Pipeline,005A0002,2025-03-27 00:00:00
017H00006455,006O0000955,StageName,1 - Discovery,2 - Qualification,005X0001,2025-04-02 11:05:46
017H00006456,006O0000955,StageName,2 - Qualification,3 - Technical Validation,005A0002,2025-04-09 02:28:28
017H00006457,006O0000955,ForecastCategoryName,Pipeline,Best Case,005A0002,2025-04-09 02:28:28
017H00006458,006O0000955,StageName,3 - Technical Validation,4 - Proposal,005A0002,2025-04-10 10:45:36
017H00006459,006O0000955,Amount,5600.0,4200.0,005A0002,2025-04-10 11:45:36
017H00006460,006O0000955,CloseDate,2025-04-16,2025-04-29,005A0002,2025-04-24 11:00:00
017H00006461,006O0000955,CloseDate,2025-04-29,2025-05-13,005A0002,2025-05-01 10:00:00
017H00006462,006O0000955,CloseDate,2025-05-13,2025-06-16,005A0002,2025-05-21 09:00:00
017H00006463,006O0000955,CloseDate,2025-06-16,2025-06-28,005A0002,2025-06-25 17:00:00
017H00006464,006O0000955,CloseDate,2025-06-28,2025-07-26,005A0002,2025-07-07 16:00:00
017H00006465,006O0000955,CloseDate,2025-07-26,2025-09-14,005X0001,2025-07-28 17:00:00
017H00006466,006O0000955,CloseDate,2025-09-14,2025-10-03,005A0002,2025-09-16 15:00:00
017H00006467,006O0000955,CloseDate,2025-10-03,2025-11-12,005A0002,2025-10-03 15:00:00
017H00006468,006O0000955,StageName,4 - Proposal,Closed Lost,005A0002,2025-10-09 12:36:31
017H00006469,006O0000955,ForecastCategoryName,Best Case,Omitted,005A0002,2025-10-09 12:36:31
017H00006470,006O0000955,CloseDate,2025-11-12,2025-10-09,005A0002,2025-10-09 12:36:31
017H00006471,006O0000956,StageName,,1 - Discovery,005A0011,2025-03-27 00:00:00
017H00006472,006O0000956,CloseDate,,2025-05-02,005A0011,2025-03-27 00:00:00
017H00006473,006O0000956,Amount,,13500.0,005A0011,2025-03-27 00:00:00
017H00006474,006O0000956,ForecastCategoryName,,Pipeline,005A0011,2025-03-27 00:00:00
017H00006475,006O0000956,StageName,1 - Discovery,2 - Qualification,005A0011,2025-04-02 08:19:13
017H00006476,006O0000956,StageName,2 - Qualification,3 - Technical Validation,005A0011,2025-04-07 18:09:40
017H00006477,006O0000956,ForecastCategoryName,Pipeline,Best Case,005A0011,2025-04-07 18:09:40
017H00006478,006O0000956,CloseDate,2025-05-02,2025-06-10,005A0011,2025-05-04 14:00:00
017H00006479,006O0000956,CloseDate,2025-06-10,2025-06-21,005A0011,2025-06-13 11:00:00
017H00006480,006O0000956,CloseDate,2025-06-21,2025-08-08,005A0011,2025-07-02 08:00:00
017H00006481,006O0000956,StageName,3 - Technical Validation,Closed Lost,005A0011,2025-07-14 23:51:16
017H00006482,006O0000956,ForecastCategoryName,Best Case,Omitted,005A0011,2025-07-14 23:51:16
017H00006483,006O0000956,CloseDate,2025-08-08,2025-07-14,005A0011,2025-07-14 23:51:16
017H00006484,006O0000957,StageName,,1 - Discovery,005A0011,2025-03-28 00:00:00
017H00006485,006O0000957,CloseDate,,2025-05-28,005A0011,2025-03-28 00:00:00
017H00006486,006O0000957,Amount,,20200.0,005A0011,2025-03-28 00:00:00
017H00006487,006O0000957,ForecastCategoryName,,Pipeline,005A0011,2025-03-28 00:00:00
017H00006488,006O0000957,StageName,1 - Discovery,2 - Qualification,005A0011,2025-04-18 07:26:14
017H00006489,006O0000957,StageName,2 - Qualification,3 - Technical Validation,005A0011,2025-05-11 05:04:02
017H00006490,006O0000957,ForecastCategoryName,Pipeline,Commit,005A0011,2025-05-11 05:04:02
017H00006491,006O0000957,StageName,3 - Technical Validation,4 - Proposal,005X0001,2025-05-26 10:04:44
017H00006492,006O0000957,CloseDate,2025-05-28,2025-08-02,005A0011,2025-05-29 08:00:00
017H00006493,006O0000957,StageName,4 - Proposal,5 - Negotiation,005A0011,2025-06-05 02:57:20
017H00006494,006O0000957,Amount,20200.0,17300.0,005A0011,2025-06-07 02:57:20
017H00006495,006O0000957,StageName,5 - Negotiation,Closed Won,005A0011,2025-07-03 14:54:34
017H00006496,006O0000957,ForecastCategoryName,Commit,Closed,005A0011,2025-07-03 14:54:34
017H00006497,006O0000957,CloseDate,2025-08-02,2025-07-02,005A0011,2025-07-03 14:54:34
017H00006498,006O0000958,StageName,,1 - Discovery,005A0024,2025-03-28 00:00:00
017H00006499,006O0000958,CloseDate,,2025-04-21,005A0024,2025-03-28 00:00:00
017H00006500,006O0000958,Amount,,6200.0,005A0024,2025-03-28 00:00:00
017H00006501,006O0000958,ForecastCategoryName,,Pipeline,005A0024,2025-03-28 00:00:00
017H00006502,006O0000958,StageName,1 - Discovery,2 - Qualification,005A0024,2025-04-05 05:11:11
017H00006503,006O0000958,CloseDate,2025-04-21,2025-06-13,005A0024,2025-04-26 12:00:00
017H00006504,006O0000958,StageName,2 - Qualification,Closed Lost,005A0024,2025-05-03 01:36:23
017H00006505,006O0000958,ForecastCategoryName,Pipeline,Omitted,005A0024,2025-05-03 01:36:23
017H00006506,006O0000958,CloseDate,2025-06-13,2025-05-02,005A0024,2025-05-03 01:36:23
017H00006507,006O0000959,StageName,,1 - Discovery,005A0006,2025-03-28 00:00:00
017H00006508,006O0000959,CloseDate,,2025-06-04,005A0006,2025-03-28 00:00:00
017H00006509,006O0000959,Amount,,31400.0,005A0006,2025-03-28 00:00:00
017H00006510,006O0000959,ForecastCategoryName,,Pipeline,005A0006,2025-03-28 00:00:00
017H00006511,006O0000959,StageName,1 - Discovery,2 - Qualification,005A0006,2025-03-29 22:00:06
017H00006512,006O0000959,StageName,2 - Qualification,3 - Technical Validation,005A0006,2025-04-29 07:28:57
017H00006513,006O0000959,ForecastCategoryName,Pipeline,Best Case,005A0006,2025-04-29 07:28:57
017H00006514,006O0000959,StageName,3 - Technical Validation,4 - Proposal,005A0006,2025-05-16 16:49:41
017H00006515,006O0000959,ForecastCategoryName,Best Case,Commit,005A0006,2025-05-16 16:49:41
017H00006516,006O0000959,CloseDate,2025-06-04,2025-06-11,005A0006,2025-06-06 15:00:00
017H00006517,006O0000959,StageName,4 - Proposal,5 - Negotiation,005A0006,2025-06-10 04:11:05
017H00006518,006O0000959,Amount,31400.0,26100.0,005A0006,2025-06-12 04:11:05
017H00006519,006O0000959,CloseDate,2025-06-11,2025-06-27,005A0006,2025-06-13 12:00:00
017H00006520,006O0000959,StageName,5 - Negotiation,Closed Won,005A0006,2025-06-22 21:17:12
017H00006521,006O0000959,ForecastCategoryName,Commit,Closed,005A0006,2025-06-22 21:17:12
017H00006522,006O0000959,CloseDate,2025-06-27,2025-06-22,005A0006,2025-06-22 21:17:12
017H00006523,006O0000960,StageName,,1 - Discovery,005A0011,2025-03-28 00:00:00
017H00006524,006O0000960,CloseDate,,2025-06-01,005A0011,2025-03-28 00:00:00
017H00006525,006O0000960,Amount,,61700.0,005A0011,2025-03-28 00:00:00
017H00006526,006O0000960,ForecastCategoryName,,Pipeline,005X0001,2025-03-28 00:00:00
017H00006527,006O0000960,StageName,1 - Discovery,2 - Qualification,005A0011,2025-04-02 12:06:30
017H00006528,006O0000960,StageName,2 - Qualification,3 - Technical Validation,005A0011,2025-04-21 12:44:50
017H00006529,006O0000960,ForecastCategoryName,Pipeline,Commit,005A0011,2025-04-21 12:44:50
017H00006530,006O0000960,CloseDate,2025-06-01,2025-06-19,005A0011,2025-06-02 12:00:00
017H00006531,006O0000960,StageName,3 - Technical Validation,4 - Proposal,005A0011,2025-06-17 04:09:42
017H00006532,006O0000960,CloseDate,2025-06-19,2025-07-12,005A0011,2025-06-30 15:00:00
017H00006533,006O0000960,CloseDate,2025-07-12,2025-08-14,005A0011,2025-07-20 12:00:00
017H00006534,006O0000960,StageName,4 - Proposal,Closed Lost,005A0011,2025-07-24 05:37:23
017H00006535,006O0000960,ForecastCategoryName,Commit,Omitted,005A0011,2025-07-24 05:37:23
017H00006536,006O0000960,CloseDate,2025-08-14,2025-07-23,005A0011,2025-07-24 05:37:23
017H00006537,006O0000961,StageName,,1 - Discovery,005A0006,2025-03-29 00:00:00
017H00006538,006O0000961,CloseDate,,2025-05-08,005A0006,2025-03-29 00:00:00
017H00006539,006O0000961,Amount,,16900.0,005X0001,2025-03-29 00:00:00
017H00006540,006O0000961,ForecastCategoryName,,Pipeline,005A0006,2025-03-29 00:00:00
017H00006541,006O0000961,StageName,1 - Discovery,2 - Qualification,005A0006,2025-04-12 17:24:44
017H00006542,006O0000961,CloseDate,2025-05-08,2025-06-21,005A0006,2025-05-19 12:00:00
017H00006543,006O0000961,StageName,2 - Qualification,Closed Lost,005A0006,2025-06-20 14:20:46
017H00006544,006O0000961,ForecastCategoryName,Pipeline,Omitted,005X0001,2025-06-20 14:20:46
017H00006545,006O0000961,CloseDate,2025-06-21,2025-06-20,005X0001,2025-06-20 14:20:46
017H00006546,006O0000962,StageName,,1 - Discovery,005A0021,2025-03-29 00:00:00
017H00006547,006O0000962,CloseDate,,2025-04-15,005A0021,2025-03-29 00:00:00
017H00006548,006O0000962,Amount,,16200.0,005A0021,2025-03-29 00:00:00
017H00006549,006O0000962,ForecastCategoryName,,Pipeline,005X0001,2025-03-29 00:00:00
017H00006550,006O0000962,StageName,1 - Discovery,2 - Qualification,005A0021,2025-04-06 10:56:54
017H00006551,006O0000962,StageName,2 - Qualification,3 - Technical Validation,005A0021,2025-04-15 11:43:38
017H00006552,006O0000962,ForecastCategoryName,Pipeline,Best Case,005A0021,2025-04-15 11:43:38
017H00006553,006O0000962,StageName,3 - Technical Validation,4 - Proposal,005A0021,2025-04-17 01:19:55
017H00006554,006O0000962,ForecastCategoryName,Best Case,Commit,005A0021,2025-04-17 01:19:55
017H00006555,006O0000962,Amount,16200.0,13800.0,005A0021,2025-04-17 02:19:55
017H00006556,006O0000962,CloseDate,2025-04-15,2025-04-23,005A0021,2025-04-17 12:00:00
017H00006557,006O0000962,StageName,4 - Proposal,5 - Negotiation,005A0021,2025-04-18 10:31:24
017H00006558,006O0000962,CloseDate,2025-04-23,2025-05-23,005A0021,2025-04-24 10:00:00
017H00006559,006O0000962,StageName,5 - Negotiation,Closed Won,005A0021,2025-04-26 05:45:06
017H00006560,006O0000962,ForecastCategoryName,Commit,Closed,005A0021,2025-04-26 05:45:06
017H00006561,006O0000962,CloseDate,2025-05-23,2025-04-25,005A0021,2025-04-26 05:45:06
017H00006562,006O0000963,StageName,,1 - Discovery,005A0013,2025-03-29 00:00:00
017H00006563,006O0000963,CloseDate,,2025-05-23,005A0013,2025-03-29 00:00:00
017H00006564,006O0000963,Amount,,77400.0,005A0013,2025-03-29 00:00:00
017H00006565,006O0000963,ForecastCategoryName,,Pipeline,005A0013,2025-03-29 00:00:00
017H00006566,006O0000963,StageName,1 - Discovery,2 - Qualification,005A0013,2025-03-31 21:44:29
017H00006567,006O0000963,StageName,2 - Qualification,3 - Technical Validation,005A0013,2025-04-11 14:16:00
017H00006568,006O0000963,ForecastCategoryName,Pipeline,Commit,005A0013,2025-04-11 14:16:00
017H00006569,006O0000963,StageName,3 - Technical Validation,4 - Proposal,005A0013,2025-04-15 22:29:52
017H00006570,006O0000963,StageName,4 - Proposal,5 - Negotiation,005A0013,2025-05-21 04:40:33
017H00006571,006O0000963,Amount,77400.0,70100.0,005A0013,2025-05-23 04:40:33
017H00006572,006O0000963,StageName,5 - Negotiation,Closed Won,005A0013,2025-05-23 08:51:28
017H00006573,006O0000963,ForecastCategoryName,Commit,Closed,005A0013,2025-05-23 08:51:28
017H00006574,006O0000963,CloseDate,2025-05-23,2025-05-22,005A0013,2025-05-23 08:51:28
