opportunity_id,opportunity_name,account_id,opportunity_type,lead_source,owner_id,created_date,close_date,stage_name,forecast_category,amount,currency,is_closed,is_won,loss_reason,primary_competitor,primary_workspace_id,next_step,last_activity_date
006O0000300,Vexlogic - New Business,001A006017,New Business,Marketing (MQL),005A0012,2024-08-09,2024-10-27,Closed Lost,,28500.00,USD,1,0,Other,,,,2025-01-24
006O0000301,Oriofield - New Business,001A000907,New Business,Outbound,005A0001,2024-08-09,2024-11-20,Closed Lost,,27100.00,EUR,1,0,Missing feature / integration,,,,2025-01-24
006O0000302,Nordlogic - New Business,001A006496,New Business,Product-led (PQL),005A0011,2024-08-10,2024-10-20,Closed Won,,155100.00,EUR,1,1,,Custom scripts,ws_017620,,2025-01-18
006O0000303,Vexgrid - New Business,001A001020,New Business,Product-led (PQL),005A0012,2024-08-10,2024-11-07,Closed Lost,,20800.00,USD,1,0,,,ws_023346,,2025-01-17
006O0000304,Umbrapath - New Business,001A004112,New Business,Product-led (PQL),005A0012,2024-08-11,2024-10-26,Closed Lost,,29400.00,USD,1,0,Chose self-hosted Community edition,Make,ws_004083,,2025-01-21
006O0000305,Bramwave - New Business,001A005460,New Business,Inbound,005A0012,2024-08-11,2024-12-02,Closed Lost,,61300.00,USD,1,0,Chose self-hosted Community edition,,ws_020638,,2025-01-23
006O0000306,Fjelgrid - New Business,001A007312,New Business,Inbound,005A0007,2024-08-13,2024-09-15,Closed Lost,,,EUR,1,0,Champion left,,ws_015402,,2025-01-24
006O0000307,Boreaflow - New Business,001A005396,New Business,Marketing (MQL),005A0011,2024-08-13,2024-11-01,Closed Lost,,36300.00,EUR,1,0,Other,,,,2025-01-16
006O0000308,Junopoint - New Business,001A008046,New Business,Product-led (PQL),005A0012,2024-08-14,2024-11-17,Closed Won,,22100.00,USD,1,1,,,ws_004659,,2025-01-22
006O0000309,Lyraline - New Business,001A008277,New Business,Product-led (PQL),005A0012,2024-08-14,2024-10-13,Closed Won,,23500.00,USD,1,1,,,ws_012755,,2025-01-23
006O0000310,Xenowave - New Business,001A007950,New Business,Inbound,005A0012,2024-08-14,2024-10-31,Closed Won,,37200.00,USD,1,1,,Tray.io,ws_021026,,2025-01-22
006O0000311,Briocore - New Business,001A006344,New Business,Product-led (PQL),005A0004,2024-08-15,2024-10-11,Closed Lost,,12700.00,GBP,1,0,Missing feature / integration,,ws_016588,,2025-01-24
006O0000312,Runeline - New Business,001A006716,New Business,Product-led (PQL),005A0012,2024-08-15,2024-10-23,Closed Won,,72900.00,USD,1,1,,Zapier,ws_019423,,2025-01-20
006O0000313,Miranet - New Business,001A007033,New Business,Marketing (MQL),005A0001,2024-08-16,2025-03-26,Closed Lost,Omitted,23900.00,EUR,1,0,Chose self-hosted Community edition,,,,2025-03-31
006O0000314,Veravik - New Business,001A008190,New Business,Product-led (PQL),005A0012,2024-08-17,2024-10-30,Closed Lost,,112700.00,USD,1,0,Competitor - Zapier,,ws_000571,,2025-01-15
006O0000315,Valicore - New Business,001A004306,New Business,Product-led (PQL),005A0007,2024-08-17,2024-11-11,Closed Lost,,31000.00,EUR,1,0,,Custom scripts,ws_021073,,2025-01-17
006O0000316,Nordfield - New Business,001A006443,New Business,Inbound,005A0012,2024-08-17,2024-11-08,Closed Lost,,26500.00,USD,1,0,,Custom scripts,ws_019087,,2025-01-22
006O0000317,Cobaldata - New Business,001A005277,New Business,Marketing (MQL),005A0012,2024-08-18,2024-11-01,Closed Lost,,7900.00,USD,1,0,Security / compliance review,,,,2025-01-18
006O0000318,Altomark - New Business,001A007247,New Business,Product-led (PQL),005A0004,2024-08-19,2024-09-27,Closed Won,,22000.00,GBP,1,1,,Power Automate,ws_015590,,2025-01-24
006O0000319,Altonet - New Business,001A002213,New Business,Inbound,005A0006,2024-08-19,2024-08-29,Closed Lost,,44300.00,EUR,1,0,Security / compliance review,,ws_011059,,2025-01-24
006O0000320,Zephflow - New Business,001A002397,New Business,Product-led (PQL),005A0024,2024-08-20,2024-12-10,Closed Lost,,19100.00,EUR,1,0,Competitor - Power Automate,,ws_002392,,2025-01-17
006O0000321,Fjelfield - New Business,001A004785,New Business,Partner,005A0012,2024-08-20,2024-09-29,Closed Lost,,13000.00,USD,1,0,Timing,,,,2025-01-22
006O0000322,Junosys - New Business,001A004601,New Business,Inbound,005A0003,2024-08-21,2024-10-30,Closed Lost,,30000.00,USD,1,0,Unresponsive,,ws_013967,,2025-01-16
006O0000323,Orioflow - New Business,001A003241,New Business,Outbound,005A0012,2024-08-21,2024-09-29,Closed Lost,,53300.00,USD,1,0,Missing feature / integration,,,,2025-01-24
006O0000324,Bramtech - New Business,001A005368,New Business,Product-led (PQL),005A0012,2024-08-23,2025-01-01,Closed Lost,,77400.00,USD,1,0,Champion left,,ws_009893,,2025-01-17
006O0000325,Runedata - New Business,001A003725,New Business,Product-led (PQL),005A0012,2024-08-24,2024-10-30,Closed Lost,,63700.00,USD,1,0,Security / compliance review,Workato,ws_000825,,2025-01-19
006O0000326,Yaraware - New Business,001A003163,New Business,Marketing (MQL),005A0012,2024-08-24,2024-12-26,Closed Lost,,7000.00,USD,1,0,Security / compliance review,,,,2025-01-24
006O0000327,Fjelsys - New Business,001A000156,New Business,Partner,005A0005,2024-08-24,2024-10-28,Closed Lost,,5300.00,GBP,1,0,Security / compliance review,Custom scripts,,,2025-01-23
006O0000328,Granstack - New Business,001A001150,New Business,Product-led (PQL),005A0002,2024-08-25,2024-09-24,Closed Won,,5900.00,EUR,1,1,,Make,ws_007126,,2025-01-18
006O0000329,Nordlabs - New Business,001A008024,New Business,Product-led (PQL),005A0004,2024-08-25,2024-10-14,Closed Lost,,38900.00,GBP,1,0,Unresponsive,Tray.io,ws_018460,,2025-01-16
006O0000330,Briofield - New Business,001A005161,New Business,Inbound,005A0001,2024-08-26,2024-11-07,Closed Lost,,227100.00,USD,1,0,Price / budget,,ws_000337,,2025-01-24
006O0000331,Kestvik - New Business,001A007315,New Business,Outbound,005A0001,2024-08-27,2024-11-01,Closed Lost,,52300.00,EUR,1,0,Missing feature / integration,,,,2025-01-17
006O0000332,Norddata - New Business,001A007921,New Business,Product-led (PQL),005A0006,2024-08-28,2024-11-19,Closed Lost,,17900.00,EUR,1,0,No decision / status quo,,ws_004667,,2025-01-23
006O0000333,Yarafield - New Business,001A000762,New Business,Marketing (MQL),005A0000,2024-08-28,2024-12-13,Closed Lost,,58600.00,EUR,1,0,Price / budget,Custom scripts,,,2025-01-19
006O0000334,Runedata - New Business,001A007342,New Business,Product-led (PQL),005A0012,2024-08-29,2024-09-20,Closed Won,,9900.00,USD,1,1,,Zapier,ws_010039,,2025-01-22
006O0000335,Vexsys - New Business,001A007257,New Business,Product-led (PQL),005A0024,2024-08-29,2025-02-13,Closed Lost,Omitted,22700.00,USD,1,0,Security / compliance review,Zapier,ws_012342,,2025-02-15
006O0000336,Mosawave - New Business,001A003795,New Business,Product-led (PQL),005A0012,2024-08-30,2025-03-02,Closed Won,Closed,212900.00,USD,1,1,,,ws_000396,,2025-03-12
006O0000337,Boreawave - New Business,001A007913,New Business,Product-led (PQL),005A0012,2024-08-30,2025-01-01,Closed Lost,,174700.00,USD,1,0,Competitor - Zapier,,ws_007380,,2025-01-17
006O0000338,Koraflow - New Business,001A005367,New Business,Product-led (PQL),005A0012,2024-08-30,2024-11-07,Closed Lost,,26500.00,USD,1,0,,Power Automate,ws_012849,,2025-01-21
006O0000339,Fjeldata - New Business,001A006153,New Business,Product-led (PQL),005A0005,2024-08-30,2024-11-14,Closed Lost,,23200.00,GBP,1,0,Competitor - Power Automate,,ws_015855,,2025-01-16
006O0000340,Cirawave - New Business,001A003624,New Business,Product-led (PQL),005A0012,2024-08-30,2024-10-17,Closed Won,,10800.00,USD,1,1,,Make,ws_017592,,2025-01-17
006O0000341,Opalfield - New Business,001A003124,New Business,Product-led (PQL),005A0002,2024-08-30,2024-09-24,Closed Won,,16700.00,EUR,1,1,,,ws_021356,,2025-01-16
006O0000342,Cobalvik - New Business,001A004613,New Business,Inbound,005A0011,2024-08-30,2024-11-05,Closed Lost,,8200.00,EUR,1,0,Champion left,,ws_018086,,2025-01-23
006O0000343,Oriobridge - New Business,001A008490,New Business,Outbound,005A0003,2024-08-30,2024-11-06,Closed Lost,,64100.00,GBP,1,0,Competitor - Make,,,,2025-01-22
006O0000344,Yaraline - New Business,001A004361,New Business,Marketing (MQL),005A0006,2024-08-31,2024-10-11,Closed Lost,,34700.00,EUR,1,0,Unresponsive,Custom scripts,,,2025-01-21
006O0000345,Umbraworks - New Business,001A000251,New Business,Product-led (PQL),005A0012,2024-09-02,2024-10-29,Closed Won,,31500.00,USD,1,1,,,ws_003170,,2025-01-16
006O0000346,Strafield - New Business,001A001617,New Business,Product-led (PQL),005A0012,2024-09-03,2024-10-21,Closed Won,,21900.00,USD,1,1,,,ws_013041,,2025-01-23
006O0000347,Vexcore - New Business,001A000495,New Business,Product-led (PQL),005A0007,2024-09-03,2024-10-12,Closed Lost,,75200.00,EUR,1,0,Timing,,ws_015455,,2025-01-19
006O0000348,Junonet - New Business,001A005996,New Business,Product-led (PQL),005A0012,2024-09-03,2025-02-04,Closed Lost,Omitted,148100.00,USD,1,0,Competitor - Power Automate,Power Automate,ws_021276,,2025-02-14
006O0000349,Runeworks - New Business,001A004847,New Business,Inbound,005A0012,2024-09-05,2025-01-30,Closed Lost,Omitted,51700.00,USD,1,0,Chose self-hosted Community edition,,ws_004754,,2025-02-04
006O0000350,Ciracore - New Business,001A007120,New Business,Product-led (PQL),005A0006,2024-09-06,2024-10-21,Closed Won,,10000.00,EUR,1,1,,,ws_003894,,2025-01-16
006O0000351,Talafield - New Business,001A000393,New Business,Product-led (PQL),005A0012,2024-09-07,2024-10-25,Closed Won,,41700.00,USD,1,1,,,ws_001501,,2025-01-19
006O0000352,Fjelpath - New Business,001A002499,New Business,Product-led (PQL),005A0006,2024-09-07,2024-09-26,Closed Lost,,6900.00,EUR,1,0,Timing,,ws_019823,,2025-01-17
006O0000353,Lumostack - New Business,001A008917,New Business,Product-led (PQL),005A0003,2024-09-09,2025-02-01,Closed Lost,Omitted,57200.00,GBP,1,0,Price / budget,Power Automate,ws_020767,,2025-02-03
006O0000354,Lumonet - New Business,001A003348,New Business,Marketing (MQL),005A0012,2024-09-09,2024-12-22,Closed Lost,,6300.00,USD,1,0,Timing,,,,2025-01-23
006O0000355,Runefield - New Business,001A002606,New Business,Outbound,005A0012,2024-09-09,2024-11-28,Closed Lost,,9900.00,USD,1,0,,Workato,,,2025-01-24
006O0000356,Ivennet - New Business,001A008372,New Business,Product-led (PQL),005A0004,2024-09-10,2024-12-02,Closed Lost,,14000.00,GBP,1,0,Security / compliance review,,ws_000939,,2025-01-22
006O0000357,Brioworks - New Business,001A004363,New Business,Inbound,005A0024,2024-09-10,2024-10-25,Closed Lost,,14500.00,USD,1,0,Chose self-hosted Community edition,,ws_002880,,2025-01-21
006O0000358,Opalbridge - New Business,001A008302,New Business,Product-led (PQL),005A0004,2024-09-11,2024-10-30,Closed Won,,29900.00,GBP,1,1,,,ws_019701,,2025-01-15
006O0000359,Halomark - New Business,001A008546,New Business,Outbound,005A0012,2024-09-11,2024-12-25,Closed Lost,,29000.00,USD,1,0,Competitor - Workato,Zapier,,,2025-01-24
006O0000360,Xenopath - New Business,001A002134,New Business,Inbound,005A0006,2024-09-12,2024-12-23,Closed Lost,,19700.00,EUR,1,0,Competitor - Workato,,ws_007697,,2025-01-24
006O0000361,Lumostack - New Business,001A005557,New Business,Marketing (MQL),005A0011,2024-09-13,2025-02-01,Closed Lost,Omitted,15100.00,EUR,1,0,No decision / status quo,Power Automate,,,2025-02-05
006O0000362,Ivennet - New Business,001A004462,New Business,Marketing (MQL),005A0011,2024-09-13,2024-09-26,Closed Lost,,6200.00,EUR,1,0,Price / budget,,,,2025-01-16
006O0000363,Lumogrid - New Business,001A007511,New Business,Product-led (PQL),005A0006,2024-09-14,2024-10-03,Closed Lost,,26700.00,EUR,1,0,Competitor - Make,Make,ws_003092,,2025-01-20
006O0000364,Boreafield - New Business,001A008059,New Business,Product-led (PQL),005A0012,2024-09-14,2024-11-24,Closed Lost,,65700.00,USD,1,0,,Make,ws_009051,,2025-01-23
006O0000365,Quarlogic - New Business,001A006603,New Business,Marketing (MQL),005A0001,2024-09-14,2024-10-22,Closed Lost,,12200.00,EUR,1,0,Timing,,,,2025-01-17
006O0000366,Piralogic - New Business,001A006641,New Business,Product-led (PQL),005A0012,2024-09-15,2024-11-10,Closed Lost,,,USD,1,0,Unresponsive,Zapier,ws_002701,,2025-01-20
006O0000367,Valilabs - New Business,001A002335,New Business,Product-led (PQL),005A0012,2024-09-15,2024-11-28,Closed Lost,,15600.00,USD,1,0,Missing feature / integration,Custom scripts,ws_005445,,2025-01-21
006O0000368,Halovik - New Business,001A003683,New Business,Inbound,005A0006,2024-09-15,2024-12-30,Closed Lost,,16700.00,EUR,1,0,Chose self-hosted Community edition,,ws_018795,,2025-01-21
006O0000369,Halosys - New Business,001A003463,New Business,Marketing (MQL),005A0005,2024-09-15,2024-11-03,Closed Lost,,4800.00,EUR,1,0,Competitor - Make,Make,,,2025-01-20
006O0000370,Cobalpoint - New Business,001A002148,New Business,Marketing (MQL),005A0012,2024-09-15,2024-12-12,Closed Lost,,11200.00,USD,1,0,Missing feature / integration,,,,2025-01-15
006O0000371,Evolabs - New Business,001A007325,New Business,Partner,005A0011,2024-09-15,2024-12-08,Closed Lost,,11100.00,EUR,1,0,Competitor - Power Automate,,,,2025-01-17
006O0000372,Yarapoint - New Business,001A007701,New Business,Product-led (PQL),005A0006,2024-09-16,2024-10-18,Closed Won,,14800.00,EUR,1,1,,Workato,ws_014775,,2025-01-15
006O0000373,Altofield - New Business,001A005529,New Business,Marketing (MQL),005A0012,2024-09-16,2024-11-12,Closed Lost,,141600.00,USD,1,0,,Zapier,,,2025-01-24
006O0000374,Yaraflow - New Business,001A002634,New Business,Product-led (PQL),005A0007,2024-09-18,2025-02-17,Closed Lost,Omitted,3700.00,EUR,1,0,Competitor - Zapier,,ws_003012,,2025-02-19
006O0000375,Nexaflow - New Business,001A002947,New Business,Product-led (PQL),005A0012,2024-09-18,2025-01-14,Closed Lost,,104900.00,USD,1,0,Chose self-hosted Community edition,,ws_005927,,2025-01-23
006O0000376,Umbraline - New Business,001A001554,New Business,Product-led (PQL),005A0005,2024-09-18,2024-10-23,Closed Lost,,23100.00,GBP,1,0,Security / compliance review,Power Automate,ws_016091,,2025-01-21
006O0000377,Bramcore - New Business,001A002625,New Business,,005A0011,2024-09-18,2024-12-10,Closed Won,,45100.00,EUR,1,1,,,ws_020430,,2025-01-18
006O0000378,Solvpoint - New Business,001A002031,New Business,Product-led (PQL),005A0007,2024-09-18,2025-05-24,Closed Lost,Omitted,108200.00,EUR,1,0,Chose self-hosted Community edition,,ws_019454,,2025-05-29
006O0000379,Brampoint - New Business,001A001364,New Business,Inbound,005A0011,2024-09-18,2024-10-18,Closed Lost,,37800.00,EUR,1,0,Missing feature / integration,Workato,ws_012577,,2025-01-19
006O0000380,Nexabridge - New Business,001A002737,New Business,Product-led (PQL),005A0007,2024-09-19,2024-12-06,Closed Lost,,11200.00,EUR,1,0,Chose self-hosted Community edition,,ws_016256,,2025-01-24
006O0000381,Zephfield - New Business,001A003392,New Business,Marketing (MQL),005A0007,2024-09-19,2024-12-12,Closed Lost,,41200.00,USD,1,0,Price / budget,,,,2025-01-20
006O0000382,Lyraline - New Business,001A003532,New Business,Partner,005A0006,2024-09-19,2024-11-13,Closed Lost,,13700.00,EUR,1,0,,,,,2025-01-21
006O0000383,Wendlogic - New Business,001A002434,New Business,Product-led (PQL),005A0012,2024-09-20,2024-11-04,Closed Lost,,170200.00,USD,1,0,Competitor - Workato,,ws_015255,,2025-01-24
006O0000384,Boreastack - New Business,001A000893,New Business,Inbound,005A0001,2024-09-20,2024-12-07,Closed Lost,,18800.00,EUR,1,0,Competitor - Workato,,ws_009181,,2025-01-15
006O0000385,Solvsys - New Business,001A000925,New Business,Marketing (MQL),005A0004,2024-09-20,2024-11-04,Closed Won,,0.00,GBP,1,1,,,,,2025-01-22
006O0000386,Solvtech - New Business,001A003667,New Business,Product-led (PQL),005A0001,2024-09-21,2024-11-02,Closed Lost,,43900.00,EUR,1,0,Competitor - Workato,,ws_015503,,2025-01-19
006O0000387,Wendfield - New Business,001A005232,New Business,,005A0011,2024-09-22,2024-10-22,Closed Lost,,5600.00,EUR,1,0,Chose self-hosted Community edition,Custom scripts,ws_004286,,2025-01-22
006O0000388,Lumoline - New Business,001A008864,New Business,Inbound,005A0002,2024-09-22,2024-10-27,Closed Won,,60100.00,EUR,1,1,,Zapier,ws_005968,,2025-01-20
006O0000389,Wendvik - New Business,001A005037,New Business,Inbound,005A0001,2024-09-22,2024-11-29,Closed Lost,,31700.00,EUR,1,0,No decision / status quo,Power Automate,ws_020261,,2025-01-24
006O0000390,Valiline - New Business,001A001131,New Business,Marketing (MQL),005A0007,2024-09-22,2025-01-20,Closed Lost,Omitted,48500.00,EUR,1,0,Unresponsive,,,,2025-01-20
006O0000391,Kestsys - New Business,001A004855,New Business,Product-led (PQL),005A0007,2024-09-23,2024-12-10,Closed Lost,,9000.00,USD,1,0,Chose self-hosted Community edition,,ws_009506,,2025-01-16
006O0000392,Oriostack - New Business,001A000312,New Business,Inbound,005A0005,2024-09-23,2024-10-30,Closed Lost,,18000.00,GBP,1,0,Chose self-hosted Community edition,Make,ws_019568,,2025-01-15
006O0000393,Xenoware - New Business,001A002645,New Business,Product-led (PQL),005A0012,2024-09-24,2024-12-06,Closed Lost,,0.00,USD,1,0,Competitor - Power Automate,Make,ws_007249,,2025-01-18
006O0000394,Ciratech - New Business,001A005585,New Business,Marketing (MQL),005A0001,2024-09-24,2025-04-19,Closed Lost,Omitted,149300.00,USD,1,0,Price / budget,Zapier,,,2025-04-29
006O0000395,Koratech - New Business,001A000214,New Business,Outbound,005A0012,2024-09-24,2025-02-23,Closed Lost,Omitted,11500.00,USD,1,0,No decision / status quo,Zapier,,,2025-03-03
006O0000396,Sellagrid - New Business,001A006763,New Business,Product-led (PQL),005A0012,2024-09-25,2024-12-25,Closed Won,,21100.00,USD,1,1,,,ws_012945,,2025-01-16
006O0000397,Asterbridge - New Business,001A008054,New Business,Inbound,005A0000,2024-09-25,2025-01-27,Closed Lost,Omitted,94900.00,USD,1,0,Missing feature / integration,Power Automate,ws_008208,,2025-02-03
006O0000398,Boreanet - New Business,001A001093,New Business,Marketing (MQL),005A0005,2024-09-25,2024-12-07,Closed Lost,,7400.00,GBP,1,0,Chose self-hosted Community edition,,,,2025-01-18
006O0000399,Fjellogic - New Business,001A003168,New Business,Product-led (PQL),005A0000,2024-09-26,2025-08-13,Closed Lost,Omitted,65900.00,EUR,1,0,Security / compliance review,,ws_003948,,2025-08-15
006O0000400,Ivenflow - New Business,001A005842,New Business,Product-led (PQL),005A0005,2024-09-26,2024-11-04,Closed Won,,12700.00,GBP,1,1,,,ws_010646,,2025-01-20
006O0000401,Junovik - New Business,001A008510,New Business,Marketing (MQL),005A0003,2024-09-26,2025-01-02,Closed Lost,,108000.00,EUR,1,0,Missing feature / integration,Make,,,2025-01-22
006O0000402,Fjelpath - New Business,001A000167,New Business,Product-led (PQL),005A0012,2024-09-27,2024-12-21,Closed Won,,54500.00,USD,1,1,,Workato,ws_000611,,2025-01-16
006O0000403,Deltaworks - New Business,001A003958,New Business,Product-led (PQL),005A0002,2024-09-27,2024-12-12,Closed Lost,,7200.00,EUR,1,0,Competitor - Workato,Workato,ws_001161,,2025-01-20
006O0000404,Quarpoint - New Business,001A006232,New Business,Product-led (PQL),005A0012,2024-09-27,2024-12-17,Closed Lost,,17400.00,USD,1,0,Security / compliance review,Make,ws_011382,,2025-01-23
006O0000405,Opalflow - New Business,001A001839,New Business,Marketing (MQL),005A0012,2024-09-27,2024-11-06,Closed Lost,,13500.00,USD,1,0,Other,Zapier,,,2025-01-24
006O0000406,Miradata - New Business,001A001719,New Business,Marketing (MQL),005A0012,2024-09-27,2024-11-04,Closed Lost,,41400.00,USD,1,0,No decision / status quo,,,,2025-01-22
006O0000407,Mosaflow - New Business,001A003875,New Business,Product-led (PQL),005A0011,2024-09-28,2025-03-13,Closed Lost,Omitted,70400.00,EUR,1,0,No decision / status quo,Custom scripts,ws_001525,,2025-03-20
006O0000408,Granpath - New Business,001A003717,New Business,Product-led (PQL),005A0012,2024-09-29,2024-12-02,Closed Lost,,10300.00,USD,1,0,Timing,,ws_008849,,2025-01-17
006O0000409,Bramdata - New Business,001A006021,New Business,Product-led (PQL),005A0012,2024-09-30,2024-12-14,Closed Lost,,17700.00,USD,1,0,,,ws_023106,,2025-01-23
006O0000410,Wendworks - New Business,001A008167,New Business,Marketing (MQL),005A0007,2024-09-30,2024-11-24,Closed Lost,,13800.00,USD,1,0,Chose self-hosted Community edition,,,,2025-01-18
006O0000411,Bramworks - New Business,001A004102,New Business,Product-led (PQL),005A0006,2024-10-01,2024-11-14,Closed Won,,15600.00,EUR,1,1,,Zapier,ws_004929,,2025-01-18
006O0000412,Miralogic - New Business,001A004074,New Business,Marketing (MQL),005A0000,2024-10-01,2025-02-16,Closed Lost,Omitted,95800.00,EUR,1,0,Timing,,,,2025-02-19
006O0000413,Xenoflow - New Business,001A007678,New Business,Product-led (PQL),005A0011,2024-10-02,2025-01-18,Closed Won,Closed,43400.00,USD,1,1,,Power Automate,ws_000208,,2025-01-27
006O0000414,Deltagrid - New Business,001A005267,New Business,Inbound,005A0012,2024-10-02,2024-12-09,Closed Lost,,26700.00,USD,1,0,Missing feature / integration,,ws_000252,,2025-01-22
006O0000415,Valicore - New Business,001A008331,New Business,Marketing (MQL),005A0012,2024-10-02,2024-12-07,Closed Lost,,12500.00,USD,1,0,Champion left,,,,2025-01-22
006O0000416,Valiwave - New Business,001A008523,New Business,Inbound,005A0011,2024-10-03,2025-01-05,Closed Lost,,32000.00,EUR,1,0,Competitor - Workato,Custom scripts,ws_004017,,2025-01-24
006O0000417,Lyrabridge - New Business,001A000043,New Business,Product-led (PQL),005A0011,2024-10-04,2024-12-14,Closed Lost,,36600.00,EUR,1,0,Chose self-hosted Community edition,Workato,ws_023969,,2025-01-23
006O0000418,Mosanet - New Business,001A007172,New Business,Marketing (MQL),005A0012,2024-10-04,2024-11-29,Closed Lost,,7900.00,USD,1,0,Other,,,,2025-01-23
006O0000419,Orioware - New Business,001A004560,New Business,Product-led (PQL),005A0012,2024-10-05,2024-12-02,Closed Lost,,108700.00,USD,1,0,No decision / status quo,Make,ws_005004,,2025-01-24
006O0000420,Deltatech - New Business,001A008259,New Business,Product-led (PQL),005A0012,2024-10-05,2024-10-23,Closed Won,,9600.00,USD,1,1,,Workato,ws_019051,,2025-01-18
006O0000421,Fjelpoint - New Business,001A004227,New Business,Product-led (PQL),005A0024,2024-10-05,2024-12-09,Closed Lost,,14300.00,EUR,1,0,Champion left,,ws_003883,,2025-01-22
006O0000422,Solvflow - New Business,001A001585,New Business,,005A0004,2024-10-06,2024-12-08,Closed Won,,28400.00,USD,1,1,,Zapier,ws_001359,,2025-01-21
006O0000423,Evocore - New Business,001A000369,New Business,Product-led (PQL),005A0002,2024-10-06,2024-11-11,Closed Won,,34700.00,USD,1,1,,,ws_008815,,2025-01-16
006O0000424,Oriogrid - New Business,001A002073,New Business,,005A0012,2024-10-06,2024-11-15,Closed Lost,,20800.00,USD,1,0,Competitor - Workato,,ws_013007,,2025-01-18
006O0000425,Zephsys - New Business,001A008112,New Business,Product-led (PQL),005A0007,2024-10-06,2025-03-01,Closed Won,Closed,132800.00,USD,1,1,,Tray.io,ws_022439,,2025-03-02
006O0000426,Valipath - New Business,001A004395,New Business,Product-led (PQL),005A0011,2024-10-07,2025-02-15,Closed Lost,Omitted,20000.00,EUR,1,0,Competitor - Zapier,,ws_000238,,2025-02-21
006O0000427,Solvlogic - New Business,001A007212,New Business,Product-led (PQL),005A0012,2024-10-07,2024-11-08,Closed Won,,15600.00,USD,1,1,,,ws_013170,,2025-01-22
006O0000428,Grangrid - New Business,001A007637,New Business,Product-led (PQL),005A0006,2024-10-08,2024-11-07,Closed Won,,9400.00,USD,1,1,,Zapier,ws_000176,,2025-01-19
006O0000429,Quarstack - New Business,001A003936,New Business,Product-led (PQL),005A0011,2024-10-08,2025-03-05,Closed Won,Closed,67200.00,EUR,1,1,,,ws_001299,,2025-03-08
006O0000430,Kestlogic - New Business,001A004233,New Business,Product-led (PQL),005A0012,2024-10-08,2024-12-05,Closed Lost,,162800.00,USD,1,0,Timing,,ws_011569,,2025-01-24
006O0000431,Haloworks - New Business,001A007454,New Business,Product-led (PQL),005A0007,2024-10-08,2025-01-23,Closed Won,Closed,155000.00,USD,1,1,,,ws_013056,,2025-02-01
006O0000432,Solvsys - New Business,001A005406,New Business,Marketing (MQL),005A0011,2024-10-08,2024-12-28,Closed Lost,,8400.00,EUR,1,0,,Zapier,,,2025-01-22
006O0000433,Nexapoint - New Business,001A005794,New Business,Product-led (PQL),005A0012,2024-10-09,2024-11-13,Closed Won,,8200.00,USD,1,1,,,ws_013577,,2025-01-21
006O0000434,Ivenstack - New Business,001A000797,New Business,Inbound,005A0024,2024-10-09,2024-11-14,Closed Lost,,3500.00,EUR,1,0,Missing feature / integration,,ws_014721,,2025-01-21
006O0000435,Ivenfield - New Business,001A006224,New Business,Marketing (MQL),005A0006,2024-10-09,2024-11-17,Closed Lost,,56700.00,EUR,1,0,Timing,Custom scripts,,,2025-01-23
006O0000436,Sellaline - New Business,001A004003,New Business,Product-led (PQL),005A0005,2024-10-10,2024-10-15,Closed Lost,,5600.00,GBP,1,0,Timing,,ws_000187,,2025-01-22
006O0000437,Asterlogic - New Business,001A004076,New Business,Product-led (PQL),005A0012,2024-10-10,2024-12-23,Closed Won,,78500.00,USD,1,1,,,ws_010182,,2025-01-20
006O0000438,Ternstack - New Business,001A005185,New Business,Product-led (PQL),005A0012,2024-10-10,2025-03-09,Closed Lost,Omitted,108100.00,USD,1,0,Price / budget,,ws_010758,,2025-03-13
006O0000439,Wendnet - New Business,001A004890,New Business,Inbound,005A0004,2024-10-10,2025-01-06,Closed Lost,,34300.00,GBP,1,0,Timing,,ws_021244,,2025-01-17
006O0000440,Wendvik - New Business,001A008795,New Business,Product-led (PQL),005A0012,2024-10-11,2024-12-11,Closed Lost,,5700.00,USD,1,0,Competitor - Zapier,,ws_001687,,2025-01-15
006O0000441,Evowave - New Business,001A003781,New Business,Product-led (PQL),005A0012,2024-10-11,2024-11-07,Closed Won,,26400.00,USD,1,1,,,ws_015068,,2025-01-22
006O0000442,Junogrid - New Business,001A005912,New Business,Outbound,005A0006,2024-10-11,2024-12-24,Closed Lost,,25700.00,EUR,1,0,Competitor - Power Automate,,,,2025-01-17
006O0000443,Mosawave - New Business,001A006105,New Business,Product-led (PQL),005A0004,2024-10-12,2025-02-22,Closed Lost,Omitted,100500.00,USD,1,0,Competitor - Zapier,Make,ws_007803,,2025-02-25
006O0000444,Runepath - New Business,001A004365,New Business,Product-led (PQL),005A0001,2024-10-12,2025-01-05,Closed Won,,47200.00,EUR,1,1,,,ws_011652,,2025-01-18
006O0000445,Kestworks - New Business,001A005837,New Business,Marketing (MQL),005A0007,2024-10-12,2025-02-24,Closed Lost,Omitted,150200.00,EUR,1,0,Competitor - Make,,,,2025-03-02
006O0000446,Veraflow - New Business,001A005059,New Business,Marketing (MQL),005A0001,2024-10-13,2024-12-31,Closed Lost,,13800.00,EUR,1,0,Timing,Custom scripts,,,2025-01-22
006O0000447,Nordstack - New Business,001A005782,New Business,Marketing (MQL),005A0011,2024-10-14,2025-06-03,Closed Lost,Omitted,3600.00,EUR,1,0,Missing feature / integration,,,,2025-06-04
