month,account_id,arr_eur,new_arr_eur,expansion_arr_eur,contraction_arr_eur,churned_arr_eur,usage_overage_revenue_eur,total_executions
2026-04-01,001A002361,15000.00,0.00,0.00,0.00,0.00,0.00,9296
2026-05-01,001A002361,15000.00,0.00,0.00,0.00,0.00,0.00,10669
2026-06-01,001A002361,15000.00,0.00,0.00,0.00,0.00,0.00,10119
2026-07-01,001A002361,15000.00,0.00,0.00,0.00,0.00,0.00,8058
2026-08-01,001A002361,15000.00,0.00,0.00,0.00,0.00,0.00,11322
2026-09-01,001A002361,15000.00,0.00,0.00,0.00,0.00,0.00,15235
2025-08-01,001A002388,43240.00,43240.00,0.00,0.00,0.00,0.00,0
2025-09-01,001A002388,43240.00,0.00,0.00,0.00,0.00,0.00,0
2025-10-01,001A002388,43240.00,0.00,0.00,0.00,0.00,0.00,0
2025-11-01,001A002388,43240.00,0.00,0.00,0.00,0.00,0.00,0
2025-12-01,001A002388,43240.00,0.00,0.00,0.00,0.00,0.00,0
2026-01-01,001A002388,43240.00,0.00,0.00,0.00,0.00,0.00,0
2026-02-01,001A002388,43240.00,0.00,0.00,0.00,0.00,0.00,0
2026-03-01,001A002388,43240.00,0.00,0.00,0.00,0.00,0.00,0
2026-04-01,001A002388,43240.00,0.00,0.00,0.00,0.00,0.00,0
2026-05-01,001A002388,43240.00,0.00,0.00,0.00,0.00,0.00,0
2026-06-01,001A002388,43240.00,0.00,0.00,0.00,0.00,0.00,0
2026-07-01,001A002388,43240.00,0.00,0.00,0.00,0.00,0.00,0
2026-08-01,001A002388,0.00,0.00,0.00,0.00,-43240.00,0.00,0
2025-10-01,001A002393,8300.00,8300.00,0.00,0.00,0.00,0.00,6968
2025-11-01,001A002393,8300.00,0.00,0.00,0.00,0.00,0.00,11810
2025-12-01,001A002393,8300.00,0.00,0.00,0.00,0.00,0.00,9275
2026-01-01,001A002393,8300.00,0.00,0.00,0.00,0.00,0.00,7517
2026-02-01,001A002393,14800.00,0.00,6500.00,0.00,0.00,0.00,7364
2026-03-01,001A002393,14800.00,0.00,0.00,0.00,0.00,0.00,16171
2026-04-01,001A002393,14800.00,0.00,0.00,0.00,0.00,0.00,14851
2026-05-01,001A002393,14800.00,0.00,0.00,0.00,0.00,0.00,19295
2026-06-01,001A002393,14800.00,0.00,0.00,0.00,0.00,0.00,12552
2026-07-01,001A002393,14800.00,0.00,0.00,0.00,0.00,0.00,26528
2026-08-01,001A002393,14800.00,0.00,0.00,0.00,0.00,0.00,1044
2026-09-01,001A002393,14800.00,0.00,0.00,0.00,0.00,0.00,792
2024-12-01,001A002410,27508.00,27508.00,0.00,0.00,0.00,0.00,25267
2025-01-01,001A002410,27508.00,0.00,0.00,0.00,0.00,0.00,17247
2025-02-01,001A002410,27508.00,0.00,0.00,0.00,0.00,0.00,32012
2025-03-01,001A002410,27508.00,0.00,0.00,0.00,0.00,0.00,48901
2025-04-01,001A002410,27508.00,0.00,0.00,0.00,0.00,0.00,35828
2025-05-01,001A002410,27508.00,0.00,0.00,0.00,0.00,0.00,40762
2025-06-01,001A002410,27508.00,0.00,0.00,0.00,0.00,0.00,49339
2025-07-01,001A002410,27508.00,0.00,0.00,0.00,0.00,0.00,72562
2025-08-01,001A002410,27508.00,0.00,0.00,0.00,0.00,0.00,69780
2025-09-01,001A002410,27508.00,0.00,0.00,0.00,0.00,0.00,91404
2025-10-01,001A002410,27508.00,0.00,0.00,0.00,0.00,0.00,110196
2025-11-01,001A002410,27508.00,0.00,0.00,0.00,0.00,0.00,102363
2025-12-01,001A002410,30908.00,0.00,3400.00,0.00,0.00,0.00,145076
2026-01-01,001A002410,30908.00,0.00,0.00,0.00,0.00,227.98,211536
2026-02-01,001A002410,30908.00,0.00,0.00,0.00,0.00,0.00,120739
2026-03-01,001A002410,30908.00,0.00,0.00,0.00,0.00,667.12,321321
2026-04-01,001A002410,38728.00,0.00,7820.00,0.00,0.00,365.14,284926
2026-05-01,001A002410,38728.00,0.00,0.00,0.00,0.00,781.15,388928
2026-06-01,001A002410,38728.00,0.00,0.00,0.00,0.00,1331.83,526598
2026-07-01,001A002410,38728.00,0.00,0.00,0.00,0.00,555.36,332481
2026-08-01,001A002410,38728.00,0.00,0.00,0.00,0.00,1007.15,445428
2026-09-01,001A002410,38728.00,0.00,0.00,0.00,0.00,2591.86,841604
2026-09-01,001A002464,9243.00,9243.00,0.00,0.00,0.00,0.00,24177
2026-05-01,001A002490,14720.00,14720.00,0.00,0.00,0.00,0.00,11831
2026-06-01,001A002490,14720.00,0.00,0.00,0.00,0.00,0.00,7404
2026-07-01,001A002490,14720.00,0.00,0.00,0.00,0.00,0.00,13565
2026-08-01,001A002490,14720.00,0.00,0.00,0.00,0.00,0.00,12832
2026-09-01,001A002490,14720.00,0.00,0.00,0.00,0.00,0.00,9363
2026-03-01,001A002491,10300.00,10300.00,0.00,0.00,0.00,0.00,2239
2026-04-01,001A002491,10300.00,0.00,0.00,0.00,0.00,0.00,3372
2026-05-01,001A002491,10300.00,0.00,0.00,0.00,0.00,0.00,5108
2026-06-01,001A002491,10300.00,0.00,0.00,0.00,0.00,0.00,9359
2026-07-01,001A002491,10300.00,0.00,0.00,0.00,0.00,0.00,10054
2026-08-01,001A002491,10300.00,0.00,0.00,0.00,0.00,0.00,8700
2026-09-01,001A002491,13900.00,0.00,3600.00,0.00,0.00,0.00,10598
2026-03-01,001A002500,116500.00,116500.00,0.00,0.00,0.00,0.00,463142
2026-04-01,001A002500,116500.00,0.00,0.00,0.00,0.00,762.32,773080
2026-05-01,001A002500,116500.00,0.00,0.00,0.00,0.00,1768.52,1024631
2026-06-01,001A002500,116500.00,0.00,0.00,0.00,0.00,2746.03,1269008
2026-07-01,001A002500,116500.00,0.00,0.00,0.00,0.00,3332.19,1415548
2026-08-01,001A002500,116500.00,0.00,0.00,0.00,0.00,4006.79,1584198
2026-09-01,001A002500,116500.00,0.00,0.00,0.00,0.00,3330.66,1415164
2026-03-01,001A002506,10764.00,10764.00,0.00,0.00,0.00,0.00,3510
2026-04-01,001A002506,10764.00,0.00,0.00,0.00,0.00,0.00,4507
2026-05-01,001A002506,10764.00,0.00,0.00,0.00,0.00,0.00,4323
2026-06-01,001A002506,10764.00,0.00,0.00,0.00,0.00,0.00,4822
2026-07-01,001A002506,24012.00,0.00,13248.00,0.00,0.00,0.00,4414
2026-08-01,001A002506,24012.00,0.00,0.00,0.00,0.00,0.00,6155
2026-09-01,001A002506,24012.00,0.00,0.00,0.00,0.00,0.00,4613
2026-04-01,001A002529,55200.00,55200.00,0.00,0.00,0.00,0.00,4074
2026-05-01,001A002529,55200.00,0.00,0.00,0.00,0.00,0.00,4503
2026-06-01,001A002529,55200.00,0.00,0.00,0.00,0.00,0.00,7265
2026-07-01,001A002529,55200.00,0.00,0.00,0.00,0.00,0.00,3180
2026-08-01,001A002529,55200.00,0.00,0.00,0.00,0.00,0.00,4158
2026-09-01,001A002529,55200.00,0.00,0.00,0.00,0.00,0.00,5794
2026-04-01,001A002544,17000.00,17000.00,0.00,0.00,0.00,0.00,5368
2026-05-01,001A002544,17000.00,0.00,0.00,0.00,0.00,0.00,2832
2026-06-01,001A002544,17000.00,0.00,0.00,0.00,0.00,0.00,0
2026-07-01,001A002544,17000.00,0.00,0.00,0.00,0.00,0.00,0
2026-08-01,001A002544,17000.00,0.00,0.00,0.00,0.00,0.00,0
2026-09-01,001A002544,17000.00,0.00,0.00,0.00,0.00,0.00,0
2025-07-01,001A002547,29100.00,29100.00,0.00,0.00,0.00,0.00,6537
2025-08-01,001A002547,29100.00,0.00,0.00,0.00,0.00,0.00,11713
2025-09-01,001A002547,29100.00,0.00,0.00,0.00,0.00,0.00,7773
2025-10-01,001A002547,29100.00,0.00,0.00,0.00,0.00,0.00,8697
2025-11-01,001A002547,29100.00,0.00,0.00,0.00,0.00,0.00,10263
2025-12-01,001A002547,29100.00,0.00,0.00,0.00,0.00,0.00,11326
2026-01-01,001A002547,29100.00,0.00,0.00,0.00,0.00,0.00,22059
2026-02-01,001A002547,29100.00,0.00,0.00,0.00,0.00,0.00,21954
2026-03-01,001A002547,29100.00,0.00,0.00,0.00,0.00,0.00,32356
2026-04-01,001A002547,29100.00,0.00,0.00,0.00,0.00,0.00,23692
2026-05-01,001A002547,41000.00,0.00,11900.00,0.00,0.00,0.00,31654
2026-06-01,001A002547,41000.00,0.00,0.00,0.00,0.00,0.00,28762
2026-07-01,001A002547,50100.00,0.00,9100.00,0.00,0.00,0.00,13725
2026-08-01,001A002547,50100.00,0.00,0.00,0.00,0.00,0.00,18456
2026-09-01,001A002547,50100.00,0.00,0.00,0.00,0.00,0.00,31321
2026-07-01,001A002560,16284.00,16284.00,0.00,0.00,0.00,0.00,1760
2026-08-01,001A002560,16284.00,0.00,0.00,0.00,0.00,0.00,904
2026-09-01,001A002560,16284.00,0.00,0.00,0.00,0.00,0.00,994
2025-08-01,001A002565,61400.00,61400.00,0.00,0.00,0.00,0.00,1962
2025-09-01,001A002565,61400.00,0.00,0.00,0.00,0.00,0.00,4590
2025-10-01,001A002565,61400.00,0.00,0.00,0.00,0.00,0.00,3703
2025-11-01,001A002565,61400.00,0.00,0.00,0.00,0.00,0.00,6241
2025-12-01,001A002565,61400.00,0.00,0.00,0.00,0.00,0.00,9197
2026-01-01,001A002565,61400.00,0.00,0.00,0.00,0.00,0.00,20045
2026-02-01,001A002565,61400.00,0.00,0.00,0.00,0.00,0.00,19515
2026-03-01,001A002565,61400.00,0.00,0.00,0.00,0.00,0.00,27796
2026-04-01,001A002565,61400.00,0.00,0.00,0.00,0.00,0.00,19477
2026-05-01,001A002565,61400.00,0.00,0.00,0.00,0.00,0.00,14849
2026-06-01,001A002565,61400.00,0.00,0.00,0.00,0.00,0.00,16652
2026-07-01,001A002565,61400.00,0.00,0.00,0.00,0.00,0.00,32699
2026-08-01,001A002565,71900.00,0.00,10500.00,0.00,0.00,0.00,28878
2026-09-01,001A002565,71900.00,0.00,0.00,0.00,0.00,0.00,41911
2026-03-01,001A002580,18000.00,18000.00,0.00,0.00,0.00,0.00,652
2026-04-01,001A002580,18000.00,0.00,0.00,0.00,0.00,0.00,1239
2026-05-01,001A002580,18000.00,0.00,0.00,0.00,0.00,0.00,2696
2026-06-01,001A002580,18000.00,0.00,0.00,0.00,0.00,0.00,3489
2026-07-01,001A002580,18000.00,0.00,0.00,0.00,0.00,0.00,1576
2026-08-01,001A002580,18000.00,0.00,0.00,0.00,0.00,0.00,2059
2026-09-01,001A002580,18000.00,0.00,0.00,0.00,0.00,0.00,1835
2024-09-01,001A002583,36700.00,36700.00,0.00,0.00,0.00,0.00,6019
2024-10-01,001A002583,36700.00,0.00,0.00,0.00,0.00,0.00,8573
2024-11-01,001A002583,36700.00,0.00,0.00,0.00,0.00,0.00,9510
2024-12-01,001A002583,36700.00,0.00,0.00,0.00,0.00,0.00,9084
2025-01-01,001A002583,36700.00,0.00,0.00,0.00,0.00,0.00,15304
2025-02-01,001A002583,36700.00,0.00,0.00,0.00,0.00,0.00,13002
2025-03-01,001A002583,36700.00,0.00,0.00,0.00,0.00,0.00,11913
2025-04-01,001A002583,57900.00,0.00,21200.00,0.00,0.00,0.00,16551
2025-05-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,15912
2025-06-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,25309
2025-07-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,20882
2025-08-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,20745
2025-09-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,14714
2025-10-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,19518
2025-11-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,19515
2025-12-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,11565
2026-01-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,11315
2026-02-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,14495
2026-03-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,20474
2026-04-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,17430
2026-05-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,19499
2026-06-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,19091
2026-07-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,21169
2026-08-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,11892
2026-09-01,001A002583,57900.00,0.00,0.00,0.00,0.00,0.00,16451
2024-07-01,001A002589,108800.00,108800.00,0.00,0.00,0.00,0.00,14309
2024-08-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,29000
2024-09-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,24048
2024-10-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,29435
2024-11-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,43239
2024-12-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,87894
2025-01-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,70766
2025-02-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,125572
2025-03-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,119838
2025-04-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,52290
2025-05-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,163912
2025-06-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,141411
2025-07-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,198997
2025-08-01,001A002589,108800.00,0.00,0.00,0.00,0.00,0.00,252124
2025-09-01,001A002589,123000.00,0.00,14200.00,0.00,0.00,0.00,290113
2025-10-01,001A002589,123000.00,0.00,0.00,0.00,0.00,0.00,396786
2025-11-01,001A002589,123000.00,0.00,0.00,0.00,0.00,0.00,426829
2025-12-01,001A002589,123000.00,0.00,0.00,0.00,0.00,0.00,273361
2026-01-01,001A002589,123000.00,0.00,0.00,0.00,0.00,805.59,816398
2026-02-01,001A002589,123000.00,0.00,0.00,0.00,0.00,175.16,658789
2026-03-01,001A002589,146400.00,0.00,23400.00,0.00,0.00,2322.96,1312741
2026-04-01,001A002589,146400.00,0.00,0.00,0.00,0.00,2921.99,1462497
2026-05-01,001A002589,146400.00,0.00,0.00,0.00,0.00,3183.76,1527940
2026-06-01,001A002589,146400.00,0.00,0.00,0.00,0.00,1971.09,1224772
2026-07-01,001A002589,157900.00,0.00,11500.00,0.00,0.00,8154.14,2828034
2026-08-01,001A002589,157900.00,0.00,0.00,0.00,0.00,6337.43,2373858
2026-09-01,001A002589,157900.00,0.00,0.00,0.00,0.00,10372.73,3382682
2025-12-01,001A002611,20700.00,20700.00,0.00,0.00,0.00,0.00,1211
2026-01-01,001A002611,20700.00,0.00,0.00,0.00,0.00,0.00,2296
2026-02-01,001A002611,20700.00,0.00,0.00,0.00,0.00,0.00,4833
2026-03-01,001A002611,20700.00,0.00,0.00,0.00,0.00,0.00,10434
2026-04-01,001A002611,20700.00,0.00,0.00,0.00,0.00,0.00,10606
2026-05-01,001A002611,49496.00,0.00,28796.00,0.00,0.00,0.00,14446
2026-06-01,001A002611,49496.00,0.00,0.00,0.00,0.00,0.00,9135
2026-07-01,001A002611,49496.00,0.00,0.00,0.00,0.00,0.00,12232
2026-08-01,001A002611,49496.00,0.00,0.00,0.00,0.00,0.00,14327
2026-09-01,001A002611,49496.00,0.00,0.00,0.00,0.00,0.00,20356
2025-01-01,001A002625,45100.00,45100.00,0.00,0.00,0.00,0.00,27613
2025-02-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,29458
2025-03-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,29778
2025-04-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,59320
2025-05-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,58548
2025-06-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,53520
2025-07-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,52888
2025-08-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,69151
2025-09-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,82785
2025-10-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,63978
2025-11-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,72106
2025-12-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,106964
2026-01-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,146228
2026-02-01,001A002625,45100.00,0.00,0.00,0.00,0.00,119.27,255317
2026-03-01,001A002625,45100.00,0.00,0.00,0.00,0.00,0.00,194730
2026-04-01,001A002625,45100.00,0.00,0.00,0.00,0.00,267.17,292292
2026-05-01,001A002625,45100.00,0.00,0.00,0.00,0.00,564.90,366724
2026-06-01,001A002625,45100.00,0.00,0.00,0.00,0.00,23.73,231432
2026-07-01,001A002625,69300.00,0.00,24200.00,0.00,0.00,317.77,425942
2026-08-01,001A002625,69300.00,0.00,0.00,0.00,0.00,0.00,239459
2026-09-01,001A002625,69300.00,0.00,0.00,0.00,0.00,461.58,461894
2026-09-01,001A002629,19539.00,19539.00,0.00,0.00,0.00,0.00,63981
2026-02-01,001A002634,20900.00,20900.00,0.00,0.00,0.00,0.00,40800
2026-03-01,001A002634,20900.00,0.00,0.00,0.00,0.00,0.00,69228
2026-04-01,001A002634,20900.00,0.00,0.00,0.00,0.00,0.00,80610
2026-05-01,001A002634,20900.00,0.00,0.00,0.00,0.00,0.00,95458
2026-06-01,001A002634,20900.00,0.00,0.00,0.00,0.00,0.00,82649
2026-07-01,001A002634,20900.00,0.00,0.00,0.00,0.00,23.98,110494
2026-08-01,001A002634,20900.00,0.00,0.00,0.00,0.00,0.00,81905
2026-09-01,001A002634,20900.00,0.00,0.00,0.00,0.00,0.00,101532
2025-12-01,001A002635,22300.00,22300.00,0.00,0.00,0.00,0.00,549
2026-01-01,001A002635,22300.00,0.00,0.00,0.00,0.00,0.00,656
2026-02-01,001A002635,22300.00,0.00,0.00,0.00,0.00,0.00,554
2026-03-01,001A002635,22300.00,0.00,0.00,0.00,0.00,0.00,554
2026-04-01,001A002635,22300.00,0.00,0.00,0.00,0.00,0.00,752
2026-05-01,001A002635,22300.00,0.00,0.00,0.00,0.00,0.00,490
2026-06-01,001A002635,22300.00,0.00,0.00,0.00,0.00,0.00,725
2026-07-01,001A002635,22300.00,0.00,0.00,0.00,0.00,0.00,515
2026-08-01,001A002635,25300.00,0.00,3000.00,0.00,0.00,0.00,677
2026-09-01,001A002635,25300.00,0.00,0.00,0.00,0.00,0.00,771
2026-02-01,001A002639,35568.00,35568.00,0.00,0.00,0.00,0.00,44812
2026-03-01,001A002639,35568.00,0.00,0.00,0.00,0.00,0.00,23650
2026-04-01,001A002639,35568.00,0.00,0.00,0.00,0.00,0.00,17608
2026-05-01,001A002639,35568.00,0.00,0.00,0.00,0.00,0.00,68562
2026-06-01,001A002639,35568.00,0.00,0.00,0.00,0.00,0.00,27028
2026-07-01,001A002639,35568.00,0.00,0.00,0.00,0.00,0.00,39470
2026-08-01,001A002639,35568.00,0.00,0.00,0.00,0.00,0.00,39550
2026-09-01,001A002639,35568.00,0.00,0.00,0.00,0.00,0.00,49806
2024-08-01,001A002650,5980.00,5980.00,0.00,0.00,0.00,0.00,10889
2024-09-01,001A002650,5980.00,0.00,0.00,0.00,0.00,0.00,0
2024-10-01,001A002650,5980.00,0.00,0.00,0.00,0.00,0.00,242
2024-11-01,001A002650,5980.00,0.00,0.00,0.00,0.00,0.00,523
2024-12-01,001A002650,5980.00,0.00,0.00,0.00,0.00,0.00,1407
2025-01-01,001A002650,5980.00,0.00,0.00,0.00,0.00,0.00,1585
2025-02-01,001A002650,5980.00,0.00,0.00,0.00,0.00,0.00,1689
2025-03-01,001A002650,5980.00,0.00,0.00,0.00,0.00,0.00,2521
2025-04-01,001A002650,5980.00,0.00,0.00,0.00,0.00,0.00,869
2025-05-01,001A002650,5980.00,0.00,0.00,0.00,0.00,0.00,1537
2025-06-01,001A002650,5980.00,0.00,0.00,0.00,0.00,0.00,2752
2025-07-01,001A002650,5980.00,0.00,0.00,0.00,0.00,0.00,1292
2025-08-01,001A002650,0.00,0.00,0.00,0.00,-5980.00,0.00,1833
2025-06-01,001A002653,44344.00,44344.00,0.00,0.00,0.00,0.00,8720
2025-07-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,12874
2025-08-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,11204
2025-09-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,12650
2025-10-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,9218
2025-11-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,13390
2025-12-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,14112
2026-01-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,19669
2026-02-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,16289
2026-03-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,22878
2026-04-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,35866
2026-05-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,25543
2026-06-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,34077
2026-07-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,35835
2026-08-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,22383
2026-09-01,001A002653,44344.00,0.00,0.00,0.00,0.00,0.00,39096
2026-05-01,001A002671,21100.00,21100.00,0.00,0.00,0.00,0.00,2175
2026-06-01,001A002671,21100.00,0.00,0.00,0.00,0.00,0.00,3159
2026-07-01,001A002671,21100.00,0.00,0.00,0.00,0.00,0.00,1827
2026-08-01,001A002671,21100.00,0.00,0.00,0.00,0.00,0.00,4579
2026-09-01,001A002671,21100.00,0.00,0.00,0.00,0.00,0.00,14325
2025-09-01,001A002678,23920.00,23920.00,0.00,0.00,0.00,0.00,4355
2025-10-01,001A002678,23920.00,0.00,0.00,0.00,0.00,0.00,5208
2025-11-01,001A002678,23920.00,0.00,0.00,0.00,0.00,0.00,5437
2025-12-01,001A002678,23920.00,0.00,0.00,0.00,0.00,0.00,4488
2026-01-01,001A002678,23920.00,0.00,0.00,0.00,0.00,0.00,5719
2026-02-01,001A002678,23920.00,0.00,0.00,0.00,0.00,0.00,8659
2026-03-01,001A002678,23920.00,0.00,0.00,0.00,0.00,0.00,7572
2026-04-01,001A002678,23920.00,0.00,0.00,0.00,0.00,0.00,7843
2026-05-01,001A002678,26864.00,0.00,2944.00,0.00,0.00,0.00,11220
2026-06-01,001A002678,26864.00,0.00,0.00,0.00,0.00,0.00,9170
2026-07-01,001A002678,26864.00,0.00,0.00,0.00,0.00,0.00,11656
2026-08-01,001A002678,26864.00,0.00,0.00,0.00,0.00,0.00,13444
2026-09-01,001A002678,26864.00,0.00,0.00,0.00,0.00,0.00,9764
2025-04-01,001A002698,85900.00,85900.00,0.00,0.00,0.00,0.00,33749
2025-05-01,001A002698,85900.00,0.00,0.00,0.00,0.00,0.00,28133
2025-06-01,001A002698,85900.00,0.00,0.00,0.00,0.00,0.00,56803
2025-07-01,001A002698,85900.00,0.00,0.00,0.00,0.00,0.00,30496
2025-08-01,001A002698,85900.00,0.00,0.00,0.00,0.00,0.00,37341
2025-09-01,001A002698,85900.00,0.00,0.00,0.00,0.00,0.00,44248
2025-10-01,001A002698,98700.00,0.00,12800.00,0.00,0.00,0.00,74221
2025-11-01,001A002698,98700.00,0.00,0.00,0.00,0.00,0.00,47406
2025-12-01,001A002698,98700.00,0.00,0.00,0.00,0.00,0.00,59135
2026-01-01,001A002698,98700.00,0.00,0.00,0.00,0.00,0.00,60256
2026-02-01,001A002698,98700.00,0.00,0.00,0.00,0.00,0.00,43637
2026-03-01,001A002698,98700.00,0.00,0.00,0.00,0.00,0.00,100439
2026-04-01,001A002698,98700.00,0.00,0.00,0.00,0.00,0.00,126995
2026-05-01,001A002698,98700.00,0.00,0.00,0.00,0.00,0.00,81283
2026-06-01,001A002698,98700.00,0.00,0.00,0.00,0.00,0.00,84123
2026-07-01,001A002698,98700.00,0.00,0.00,0.00,0.00,0.00,131237
2026-08-01,001A002698,98700.00,0.00,0.00,0.00,0.00,0.00,75328
2026-09-01,001A002698,98700.00,0.00,0.00,0.00,0.00,0.00,195795
2025-05-01,001A002704,31464.00,31464.00,0.00,0.00,0.00,0.00,33025
2025-06-01,001A002704,31464.00,0.00,0.00,0.00,0.00,0.00,22617
2025-07-01,001A002704,31464.00,0.00,0.00,0.00,0.00,0.00,65323
2025-08-01,001A002704,31464.00,0.00,0.00,0.00,0.00,0.00,36450
2025-09-01,001A002704,31464.00,0.00,0.00,0.00,0.00,0.00,65804
2025-10-01,001A002704,31464.00,0.00,0.00,0.00,0.00,0.00,113097
2025-11-01,001A002704,31464.00,0.00,0.00,0.00,0.00,0.00,64752
2025-12-01,001A002704,31464.00,0.00,0.00,0.00,0.00,0.00,124683
2026-01-01,001A002704,31464.00,0.00,0.00,0.00,0.00,0.00,128012
2026-02-01,001A002704,31464.00,0.00,0.00,0.00,0.00,57.07,171587
2026-03-01,001A002704,31464.00,0.00,0.00,0.00,0.00,334.30,240895
2026-04-01,001A002704,31464.00,0.00,0.00,0.00,0.00,459.44,272179
2026-05-01,001A002704,54568.00,0.00,23104.00,0.00,0.00,0.00,254765
2026-06-01,001A002704,54568.00,0.00,0.00,0.00,0.00,591.36,420679
2026-07-01,001A002704,54568.00,0.00,0.00,0.00,0.00,635.18,431634
2026-08-01,001A002704,54568.00,0.00,0.00,0.00,0.00,530.21,405392
2026-09-01,001A002704,54568.00,0.00,0.00,0.00,0.00,1397.42,622195
2026-05-01,001A002707,18954.00,18954.00,0.00,0.00,0.00,0.00,4330
2026-06-01,001A002707,18954.00,0.00,0.00,0.00,0.00,0.00,2663
2026-07-01,001A002707,18954.00,0.00,0.00,0.00,0.00,0.00,2404
2026-08-01,001A002707,18954.00,0.00,0.00,0.00,0.00,0.00,2065
2026-09-01,001A002707,18954.00,0.00,0.00,0.00,0.00,0.00,2565
2025-05-01,001A002711,8892.00,8892.00,0.00,0.00,0.00,0.00,2251
2025-06-01,001A002711,8892.00,0.00,0.00,0.00,0.00,0.00,3443
2025-07-01,001A002711,8892.00,0.00,0.00,0.00,0.00,0.00,4915
2025-08-01,001A002711,8892.00,0.00,0.00,0.00,0.00,0.00,1886
2025-09-01,001A002711,8892.00,0.00,0.00,0.00,0.00,0.00,1821
2025-10-01,001A002711,8892.00,0.00,0.00,0.00,0.00,0.00,3250
2025-11-01,001A002711,8892.00,0.00,0.00,0.00,0.00,0.00,2380
2025-12-01,001A002711,8892.00,0.00,0.00,0.00,0.00,0.00,4753
2026-01-01,001A002711,11466.00,0.00,2574.00,0.00,0.00,0.00,4658
2026-02-01,001A002711,11466.00,0.00,0.00,0.00,0.00,0.00,6828
2026-03-01,001A002711,11466.00,0.00,0.00,0.00,0.00,0.00,6949
2026-04-01,001A002711,11466.00,0.00,0.00,0.00,0.00,0.00,7340
2026-05-01,001A002711,11466.00,0.00,0.00,0.00,0.00,0.00,8097
2026-06-01,001A002711,11466.00,0.00,0.00,0.00,0.00,0.00,10406
2026-07-01,001A002711,11466.00,0.00,0.00,0.00,0.00,0.00,11217
2026-08-01,001A002711,11466.00,0.00,0.00,0.00,0.00,0.00,18330
2026-09-01,001A002711,11466.00,0.00,0.00,0.00,0.00,0.00,8506
2025-08-01,001A002718,43800.00,43800.00,0.00,0.00,0.00,0.00,3420
2025-09-01,001A002718,43800.00,0.00,0.00,0.00,0.00,0.00,4121
