month,workspace_id,plan,executions,active_workflows,active_users,ai_node_executions,distinct_integrations_used,failed_execution_rate,self_serve_mrr_eur
2025-05-01,ws_008345,Community (free),876,17,1,210,4,0.2361,0.00
2025-05-01,ws_008347,Starter,988,16,2,201,4,0.0638,24.00
2025-05-01,ws_008351,Starter,678,16,1,161,2,0.0871,24.00
2025-05-01,ws_008357,Community (free),,,,,,,0.00
2025-05-01,ws_008367,Starter,528,12,1,92,2,0.0694,24.00
2025-05-01,ws_008368,Business (self-hosted),3226,27,5,996,4,0.0148,0.00
2025-05-01,ws_008370,Starter,917,17,3,196,4,0.0218,24.00
2025-05-01,ws_008373,Starter,502,13,5,54,3,0.0573,24.00
2025-05-01,ws_008385,Pro,3605,29,4,923,6,0.0386,60.00
2025-05-01,ws_008404,Community (free),,,,,,,0.00
2025-05-01,ws_008406,Starter,716,14,4,254,5,0.0249,24.00
2025-05-01,ws_008410,Starter,2021,23,8,607,4,0.0107,24.00
2025-05-01,ws_008413,Starter,1476,18,1,527,5,0.0275,24.00
2025-05-01,ws_008417,Starter,4153,31,1,1159,5,0.0232,24.00
2025-05-01,ws_008436,Enterprise,1140,18,4,421,5,0.0170,0.00
2025-05-01,ws_008437,Pro,1904,20,10,490,4,0.0344,60.00
2025-05-01,ws_008448,Starter,216,7,3,69,2,0.0126,24.00
2025-05-01,ws_008449,Starter,193,9,4,48,2,0.0897,24.00
2025-05-01,ws_008450,Community (free),,,,,,,0.00
2025-05-01,ws_008454,Starter,5696,34,4,2178,7,0.0749,24.00
2025-05-01,ws_008455,Enterprise,222,10,4,63,1,0.0369,0.00
2025-05-01,ws_008456,Business (self-hosted),80,5,1,10,3,0.0080,0.00
2025-05-01,ws_008457,Starter,563,13,1,105,3,0.0134,24.00
2025-05-01,ws_008459,Enterprise,3571,25,7,1447,7,0.0420,0.00
2025-05-01,ws_008467,Starter,667,16,3,194,2,0.0122,24.00
2025-05-01,ws_008476,Community (free),1209,18,4,292,3,0.0276,0.00
2025-05-01,ws_008480,Starter,562,13,2,150,3,0.0156,24.00
2025-05-01,ws_008492,Starter,567,12,4,149,4,0.0453,24.00
2025-05-01,ws_008496,Starter,269,10,3,81,3,0.0079,24.00
2025-05-01,ws_008499,Pro,5617,34,4,1551,5,0.0545,60.00
2025-05-01,ws_008500,Starter,755,15,1,132,5,0.0122,24.00
2025-05-01,ws_008501,Community (free),1105,20,2,193,3,0.0131,0.00
2025-05-01,ws_008504,Pro,2951,29,2,940,4,0.0118,60.00
2025-05-01,ws_008509,Pro,6675,38,2,2966,8,0.0986,60.00
2025-05-01,ws_008512,Community (free),1473,20,5,364,3,0.1162,0.00
2025-05-01,ws_008532,Community (free),517,11,4,111,4,0.0769,0.00
2025-05-01,ws_008536,Starter,257,11,1,33,2,0.0759,24.00
2025-05-01,ws_008551,Community (free),6495,37,3,3045,7,0.0721,0.00
2025-05-01,ws_008552,Community (free),,,,,,,0.00
2025-05-01,ws_008564,Community (free),313,9,5,75,3,0.0092,0.00
2025-05-01,ws_008565,Community (free),,,,,,,0.00
2025-05-01,ws_008572,Community (free),2427,23,2,941,4,0.0565,0.00
2025-05-01,ws_008577,Starter,1615,18,4,394,4,0.0142,24.00
2025-05-01,ws_008585,Community (free),118,6,6,20,3,0.0841,0.00
2025-05-01,ws_008592,Business (self-hosted),1557,19,2,533,4,0.0378,0.00
2025-05-01,ws_008600,Starter,456,10,8,131,3,0.0970,24.00
2025-05-01,ws_008601,Pro,6100,33,6,2413,5,0.0482,60.00
2025-05-01,ws_008611,Starter,1235,19,3,282,4,0.0631,24.00
2025-05-01,ws_008613,Community (free),70,5,3,17,2,0.0232,0.00
2025-05-01,ws_008615,Community (free),3516,27,11,1301,6,0.1584,0.00
2025-05-01,ws_008616,Business (self-hosted),594,18,3,177,3,0.0652,0.00
2025-05-01,ws_008619,Pro,2847,27,4,649,4,0.1275,60.00
2025-05-01,ws_008621,Community (free),744,14,3,323,4,0.0850,0.00
2025-05-01,ws_008628,Starter,286,8,1,46,2,0.0096,24.00
2025-05-01,ws_008629,Starter,376,11,2,119,3,0.0347,24.00
2025-05-01,ws_008630,Community (free),3869,29,3,765,4,0.0395,0.00
2025-05-01,ws_008637,Starter,1820,21,6,564,5,0.0643,24.00
2025-05-01,ws_008642,Starter,252,10,1,69,4,0.0322,24.00
2025-05-01,ws_008643,Pro,1801,20,5,526,3,0.0164,60.00
2025-05-01,ws_008646,Starter,787,16,3,210,2,0.0110,24.00
2025-05-01,ws_008660,Starter,94,8,1,28,2,0.0229,24.00
2025-05-01,ws_008672,Community (free),,,,,,,0.00
2025-05-01,ws_008685,Community (free),1557,19,2,588,6,0.0035,0.00
2025-05-01,ws_008689,Community (free),6828,36,4,1626,6,0.1057,0.00
2025-05-01,ws_008692,Community (free),523,12,6,167,2,0.1122,0.00
2025-05-01,ws_008695,Community (free),1126,19,1,382,4,0.0339,0.00
2025-05-01,ws_008707,Starter,139,4,2,38,2,0.0305,24.00
2025-05-01,ws_008708,Community (free),1991,24,2,568,4,0.0766,0.00
2025-05-01,ws_008716,Starter,1989,19,3,554,4,0.0535,24.00
2025-05-01,ws_008724,Pro,4645,32,1,1105,6,0.0583,60.00
2025-05-01,ws_008726,Community (free),410,11,4,146,2,0.0343,0.00
2025-05-01,ws_008738,Community (free),575,13,2,117,4,0.0877,0.00
2025-05-01,ws_008741,Pro,3283,29,3,853,5,0.0085,60.00
2025-05-01,ws_008752,Starter,2764,26,3,847,4,0.0109,24.00
2025-05-01,ws_008753,Starter,2023,22,1,522,5,0.1277,24.00
2025-05-01,ws_008756,Community (free),,,,,,,0.00
2025-05-01,ws_008759,Community (free),310,9,2,130,3,0.0204,0.00
2025-05-01,ws_008770,Starter,805,16,1,317,3,0.1224,24.00
2025-05-01,ws_008780,Community (free),1444,19,3,374,6,0.0258,0.00
2025-05-01,ws_008781,Pro,3409,29,2,835,4,0.0375,60.00
2025-05-01,ws_008786,Starter,976,16,1,233,4,0.0485,24.00
2025-05-01,ws_008789,Community (free),1999,20,2,578,5,0.0339,0.00
2025-05-01,ws_008791,Community (free),,,,,,,0.00
2025-05-01,ws_008793,Starter,322,11,1,96,5,0.0585,24.00
2025-05-01,ws_008800,Community (free),11370,45,3,2990,7,0.0091,0.00
2025-05-01,ws_008802,Community (free),651,14,4,104,4,0.0461,0.00
2025-05-01,ws_008814,Pro,4542,34,1,999,5,0.0733,60.00
2025-05-01,ws_008815,Enterprise,390,11,5,105,2,0.0467,0.00
2025-05-01,ws_008816,Community (free),,,,,,,0.00
2025-05-01,ws_008818,Community (free),,,,,,,0.00
2025-05-01,ws_008821,Starter,2124,21,1,303,4,0.0677,24.00
2025-05-01,ws_008828,Starter,402,13,4,89,3,0.0520,24.00
2025-05-01,ws_008833,Community (free),76,4,2,13,1,0.0501,0.00
2025-05-01,ws_008838,Starter,3605,29,3,955,6,0.0995,24.00
2025-05-01,ws_008842,Pro,2870,27,6,741,6,0.0848,60.00
2025-05-01,ws_008849,Pro,5494,32,5,1781,4,0.0955,60.00
2025-05-01,ws_008853,Pro,6422,37,4,1903,7,0.0389,60.00
2025-05-01,ws_008854,Pro,7547,38,6,2378,5,0.0561,60.00
2025-05-01,ws_008856,Business (self-hosted),2893,25,3,821,4,0.0583,0.00
2025-05-01,ws_008861,Community (free),3434,28,2,594,6,0.0360,0.00
2025-05-01,ws_008863,Starter,807,14,2,266,4,0.0836,24.00
2025-05-01,ws_008866,Starter,949,13,3,241,3,0.0126,24.00
2025-05-01,ws_008869,Community (free),99,4,1,40,2,0.0220,0.00
2025-05-01,ws_008875,Starter,1190,21,3,271,2,0.0568,24.00
2025-05-01,ws_008876,Starter,303,10,5,96,3,0.0958,24.00
2025-05-01,ws_008878,Community (free),,,,,,,0.00
2025-05-01,ws_008879,Starter,1497,21,5,376,3,0.0099,24.00
2025-05-01,ws_008880,Community (free),1937,20,8,627,3,0.0302,0.00
2025-05-01,ws_008886,Starter,559,13,9,190,4,0.0143,24.00
2025-05-01,ws_008888,Enterprise,794,14,5,175,2,0.0451,0.00
2025-05-01,ws_008889,Community (free),,,,,,,0.00
2025-05-01,ws_008893,Community (free),299,11,4,93,2,0.0501,0.00
2025-05-01,ws_008899,Business (self-hosted),1154,17,3,264,5,0.0034,0.00
2025-05-01,ws_008902,Community (free),153,8,3,22,1,0.0544,0.00
2025-05-01,ws_008908,Enterprise,,,,,,,0.00
2025-05-01,ws_008909,Starter,445,8,2,92,4,0.0070,24.00
2025-05-01,ws_008922,Community (free),,,,,,,0.00
2025-05-01,ws_008923,Community (free),1026,15,3,283,5,0.0289,0.00
2025-05-01,ws_008929,Pro,4418,29,5,1329,5,0.0352,60.00
2025-05-01,ws_008942,Business (self-hosted),390,10,3,79,2,0.0640,0.00
2025-05-01,ws_008943,Starter,616,15,8,154,4,0.0611,24.00
2025-05-01,ws_008944,Starter,1195,18,2,343,4,0.0304,24.00
2025-05-01,ws_008948,Community (free),1057,18,1,394,4,0.0042,0.00
2025-05-01,ws_008949,Enterprise,,,,,,,0.00
2025-05-01,ws_008953,Starter,69,3,4,24,1,0.0088,24.00
2025-05-01,ws_008959,Community (free),,,,,,,0.00
2025-05-01,ws_008962,Community (free),344,11,2,105,2,0.0601,0.00
2025-05-01,ws_008963,Starter,671,15,1,159,4,0.0526,24.00
2025-05-01,ws_008964,Pro,3701,28,1,1518,8,0.0512,60.00
2025-05-01,ws_008976,Starter,1254,19,4,371,3,0.1082,24.00
2025-05-01,ws_008988,Starter,288,8,2,47,1,0.0172,24.00
2025-05-01,ws_008990,Starter,403,12,1,126,2,0.0105,24.00
2025-05-01,ws_008991,Starter,1341,16,3,462,5,0.1149,24.00
2025-05-01,ws_008994,Community (free),5157,34,5,1910,6,0.0125,0.00
2025-05-01,ws_009002,Community (free),,,,,,,0.00
2025-05-01,ws_009005,Starter,245,10,1,32,4,0.0397,24.00
2025-05-01,ws_009013,Community (free),880,15,2,205,5,0.0124,0.00
2025-05-01,ws_009015,Business (self-hosted),242,11,3,59,2,0.0069,0.00
2025-05-01,ws_009018,Community (free),4378,31,3,1350,6,0.0259,0.00
2025-05-01,ws_009020,Starter,1577,21,3,352,4,0.0627,24.00
2025-05-01,ws_009023,Starter,496,13,2,222,5,0.0731,24.00
2025-05-01,ws_009040,Pro,12688,49,3,3447,8,0.0741,60.00
2025-05-01,ws_009044,Pro,3318,29,3,1112,5,0.0186,60.00
2025-05-01,ws_009046,Enterprise,1700,20,3,378,5,0.0285,0.00
2025-05-01,ws_009051,Pro,7815,40,7,3535,7,0.0040,60.00
2025-05-01,ws_009056,Starter,125,7,2,32,2,0.0588,24.00
2025-05-01,ws_009057,Starter,1021,16,5,370,1,0.0123,24.00
2025-05-01,ws_009059,Community (free),141,9,4,26,2,0.0116,0.00
2025-05-01,ws_009060,Community (free),,,,,,,0.00
2025-05-01,ws_009061,Community (free),183,7,2,24,3,0.0947,0.00
2025-05-01,ws_009069,Pro,3312,28,1,1014,7,0.0181,60.00
2025-05-01,ws_009077,Community (free),322,10,2,42,3,0.1036,0.00
2025-05-01,ws_009087,Starter,83,3,4,25,2,0.0834,24.00
2025-05-01,ws_009088,Community (free),,,,,,,0.00
2025-05-01,ws_009089,Business (self-hosted),44,5,4,7,2,0.0216,0.00
2025-05-01,ws_009095,Starter,957,17,4,259,4,0.0108,24.00
2025-05-01,ws_009097,Starter,561,12,3,61,2,0.0181,24.00
2025-05-01,ws_009102,Starter,227,8,4,58,4,0.0946,24.00
2025-05-01,ws_009106,Starter,405,11,5,141,3,0.0437,24.00
2025-05-01,ws_009108,Starter,67,6,3,23,2,0.0433,24.00
2025-05-01,ws_009111,Starter,888,15,3,146,4,0.0989,24.00
2025-05-01,ws_009114,Community (free),93,6,3,19,1,0.0893,0.00
2025-05-01,ws_009115,Starter,370,11,1,85,4,0.0584,24.00
2025-05-01,ws_009117,Starter,328,8,1,71,4,0.1005,24.00
2025-05-01,ws_009119,Starter,79,6,4,22,2,0.0259,24.00
2025-05-01,ws_009121,Starter,69,5,4,16,3,0.1429,24.00
2025-05-01,ws_009122,Starter,377,12,3,103,3,0.1092,24.00
2025-05-01,ws_009123,Pro,3036,23,1,1285,3,0.0102,60.00
2025-05-01,ws_009124,Starter,1141,19,1,445,3,0.0148,24.00
2025-05-01,ws_009131,Community (free),,,,,,,0.00
2025-05-01,ws_009133,Pro,7017,36,3,2055,6,0.1303,60.00
2025-05-01,ws_009137,Pro,2989,24,10,1040,5,0.0089,60.00
2025-05-01,ws_009157,Pro,10527,44,3,3526,6,0.0949,60.00
2025-05-01,ws_009161,Community (free),1427,16,1,337,3,0.0576,0.00
2025-05-01,ws_009166,Starter,490,12,2,221,4,0.0684,24.00
2025-05-01,ws_009174,Starter,231,7,3,75,2,0.0284,24.00
2025-05-01,ws_009178,Pro,5286,33,1,1626,5,0.0348,60.00
2025-05-01,ws_009183,Community (free),3363,27,6,972,7,0.0463,0.00
2025-05-01,ws_009185,Starter,729,15,3,201,3,0.0582,24.00
2025-05-01,ws_009188,Starter,1083,17,3,299,5,0.0186,24.00
2025-05-01,ws_009193,Starter,1323,19,3,455,4,0.0837,24.00
2025-05-01,ws_009199,Community (free),,,,,,,0.00
2025-05-01,ws_009202,Starter,1436,18,2,501,6,0.0153,24.00
2025-05-01,ws_009207,Pro,8819,41,2,3148,7,0.1007,60.00
2025-05-01,ws_009235,Starter,76,4,3,17,5,0.1039,24.00
2025-05-01,ws_009239,Community (free),5088,34,2,1813,7,0.0011,0.00
2025-05-01,ws_009243,Starter,726,12,1,118,3,0.0422,24.00
2025-05-01,ws_009253,Starter,431,11,1,161,3,0.0205,24.00
2025-05-01,ws_009256,Starter,137,8,3,32,1,0.0242,24.00
2025-05-01,ws_009262,Starter,998,16,5,336,3,0.0564,24.00
2025-05-01,ws_009268,Starter,108,7,3,25,2,0.0448,24.00
2025-05-01,ws_009270,Pro,4178,33,3,838,5,0.0273,60.00
2025-05-01,ws_009272,Community (free),,,,,,,0.00
2025-05-01,ws_009273,Pro,5949,33,7,1805,6,0.0573,60.00
2025-05-01,ws_009281,Starter,309,11,2,64,3,0.0110,24.00
2025-05-01,ws_009283,Starter,792,14,5,210,4,0.0761,24.00
2025-05-01,ws_009284,Community (free),611,13,2,144,3,0.1145,0.00
2025-05-01,ws_009287,Pro,1572,22,4,625,4,0.0813,60.00
2025-05-01,ws_009291,Community (free),1714,20,1,353,5,0.0395,0.00
2025-05-01,ws_009298,Starter,438,9,5,136,2,0.0332,24.00
2025-05-01,ws_009303,Community (free),,,,,,,0.00
2025-05-01,ws_009306,Pro,4441,29,3,2318,5,0.0320,60.00
2025-05-01,ws_009307,Business,11316,44,4,3899,6,0.0243,800.00
2025-05-01,ws_009325,Starter,251,11,1,69,2,0.0496,24.00
2025-05-01,ws_009328,Community (free),,,,,,,0.00
2025-05-01,ws_009332,Starter,211,8,3,48,1,0.1377,24.00
2025-05-01,ws_009346,Starter,192,10,1,54,2,0.0308,24.00
2025-05-01,ws_009348,Community (free),185,9,1,43,1,0.0108,0.00
2025-05-01,ws_009352,Pro,3301,26,2,645,6,0.0375,60.00
2025-05-01,ws_009354,Starter,1292,18,1,374,4,0.0336,24.00
2025-05-01,ws_009365,Starter,80,6,2,15,2,0.1087,24.00
2025-05-01,ws_009367,Community (free),1379,20,4,311,3,0.0049,0.00
2025-05-01,ws_009370,Starter,344,12,1,64,3,0.0621,24.00
2025-05-01,ws_009373,Community (free),,,,,,,0.00
2025-05-01,ws_009379,Starter,427,13,2,87,4,0.0393,24.00
2025-05-01,ws_009385,Starter,87,5,2,17,3,0.0862,24.00
2025-05-01,ws_009388,Community (free),452,11,4,108,5,0.2321,0.00
2025-05-01,ws_009390,Starter,604,14,2,150,3,0.0215,24.00
2025-05-01,ws_009393,Community (free),,,,,,,0.00
2025-05-01,ws_009406,Community (free),2740,23,1,553,5,0.0223,0.00
2025-05-01,ws_009412,Community (free),2497,26,5,643,5,0.0572,0.00
2025-05-01,ws_009418,Community (free),2035,23,1,663,4,0.0928,0.00
2025-05-01,ws_009422,Starter,62,8,2,14,3,0.0462,24.00
2025-05-01,ws_009423,Enterprise,15884,53,4,6593,7,0.0805,0.00
2025-05-01,ws_009424,Business,14311,50,4,3515,7,0.0887,800.00
2025-05-01,ws_009432,Starter,514,13,4,217,3,0.0086,24.00
2025-05-01,ws_009435,Enterprise,47055,82,5,17529,9,0.0212,0.00
2025-05-01,ws_009436,Starter,631,17,5,226,4,0.0968,24.00
2025-05-01,ws_009437,Pro,1672,19,1,574,4,0.0717,60.00
2025-05-01,ws_009441,Community (free),,,,,,,0.00
2025-05-01,ws_009444,Starter,284,8,2,63,1,0.0114,24.00
2025-05-01,ws_009447,Starter,930,15,3,269,5,0.0169,24.00
2025-05-01,ws_009449,Starter,579,12,2,120,1,0.0706,24.00
2025-05-01,ws_009452,Business (self-hosted),1134,19,3,259,4,0.0372,0.00
2025-05-01,ws_009454,Starter,1447,21,4,520,3,0.0571,24.00
2025-05-01,ws_009455,Starter,775,15,1,206,4,0.0050,24.00
2025-05-01,ws_009462,Community (free),2443,25,5,660,5,0.0545,0.00
2025-05-01,ws_009465,Starter,40,6,6,13,4,0.0475,24.00
2025-05-01,ws_009475,Community (free),1849,20,4,843,4,0.0186,0.00
2025-05-01,ws_009481,Community (free),168,8,1,45,2,0.0299,0.00
2025-05-01,ws_009485,Community (free),616,12,7,126,1,0.0065,0.00
2025-05-01,ws_009487,Pro,2886,25,10,949,4,0.0125,60.00
2025-05-01,ws_009503,Starter,1686,20,2,668,3,0.0254,24.00
2025-05-01,ws_009506,Community (free),754,13,6,226,3,0.0261,0.00
2025-05-01,ws_009513,Pro,2975,25,3,1030,7,0.0068,60.00
2025-05-01,ws_009524,Business,22809,62,4,7597,7,0.0269,800.00
2025-05-01,ws_009530,Pro,11256,46,1,2804,7,0.0951,60.00
2025-05-01,ws_009534,Community (free),,,,,,,0.00
2025-05-01,ws_009539,Starter,998,17,3,206,4,0.0769,24.00
2025-05-01,ws_009544,Starter,593,10,3,54,2,0.0110,24.00
2025-05-01,ws_009547,Community (free),215,10,5,51,3,0.1624,0.00
2025-05-01,ws_009549,Community (free),40,5,3,10,3,0.0405,0.00
2025-05-01,ws_009552,Starter,570,12,1,142,4,0.1033,24.00
2025-05-01,ws_009557,Enterprise,4862,30,5,1496,6,0.0078,0.00
2025-05-01,ws_009562,Pro,4612,31,1,1395,5,0.0179,60.00
2025-05-01,ws_009564,Starter,441,12,2,178,5,0.0489,24.00
2025-05-01,ws_009568,Starter,158,7,7,15,1,0.0400,24.00
2025-05-01,ws_009573,Community (free),,,,,,,0.00
2025-05-01,ws_009576,Starter,209,8,2,41,2,0.0548,24.00
2025-05-01,ws_009577,Pro,1463,17,1,393,4,0.0799,60.00
2025-05-01,ws_009583,Starter,1525,16,2,678,4,0.0433,24.00
2025-05-01,ws_009584,Enterprise,5740,33,5,2375,5,0.0657,0.00
2025-05-01,ws_009595,Starter,1240,20,2,408,3,0.1009,24.00
2025-05-01,ws_009596,Community (free),,,,,,,0.00
2025-05-01,ws_009597,Community (free),3215,26,7,1058,5,0.0130,0.00
2025-05-01,ws_009600,Pro,3453,27,2,1469,6,0.0565,60.00
2025-05-01,ws_009611,Business (self-hosted),373,11,3,92,3,0.1313,0.00
2025-05-01,ws_009614,Starter,848,14,4,385,2,0.0424,24.00
2025-05-01,ws_009617,Enterprise,6748,37,6,2269,6,0.0409,0.00
2025-05-01,ws_009618,Business (self-hosted),5184,35,4,1414,6,0.0875,0.00
2025-05-01,ws_009623,Community (free),,,,,,,0.00
2025-05-01,ws_009625,Enterprise,10416,42,4,3232,7,0.0249,0.00
2025-05-01,ws_009632,Starter,1178,18,2,310,5,0.0912,24.00
2025-05-01,ws_009635,Starter,1808,19,1,761,3,0.0186,24.00
2025-05-01,ws_009639,Community (free),582,14,3,173,2,0.0344,0.00
2025-05-01,ws_009641,Community (free),,,,,,,0.00
2025-05-01,ws_009645,Community (free),,,,,,,0.00
2025-05-01,ws_009647,Business,21425,60,3,6960,6,0.1135,800.00
2025-05-01,ws_009648,Starter,271,10,1,68,3,0.0340,24.00
2025-05-01,ws_009650,Community (free),24307,61,6,8870,10,0.0063,0.00
2025-05-01,ws_009654,Business,10405,45,3,3645,7,0.0071,800.00
2025-05-01,ws_009656,Business,10120,43,3,3285,6,0.0175,800.00
2025-05-01,ws_009659,Enterprise,31376,67,6,12003,9,0.0867,0.00
2025-05-01,ws_009663,Enterprise,,,,,,,0.00
2025-05-01,ws_009668,Pro,6428,36,4,1568,5,0.1051,60.00
2025-05-01,ws_009671,Enterprise,31412,71,3,17611,7,0.0508,0.00
2025-05-01,ws_009672,Starter,278,11,4,84,4,0.0602,24.00
2025-05-01,ws_009675,Community (free),1479,18,3,259,3,0.0358,0.00
2025-05-01,ws_009676,Pro,4116,26,2,1330,6,0.0196,60.00
2025-05-01,ws_009678,Starter,624,13,1,196,4,0.0161,24.00
2025-05-01,ws_009679,Business (self-hosted),3750,26,5,959,4,0.1243,0.00
2025-05-01,ws_009682,Business (self-hosted),2455,23,1,749,5,0.0225,0.00
2025-05-01,ws_009687,Community (free),298,9,3,109,4,0.0009,0.00
2025-05-01,ws_009688,Starter,550,15,5,104,4,0.1085,24.00
2025-05-01,ws_009703,Starter,1186,17,3,347,3,0.0264,24.00
2025-05-01,ws_009709,Enterprise,46422,86,6,16965,9,0.0271,0.00
2025-05-01,ws_009710,Community (free),,,,,,,0.00
2025-05-01,ws_009711,Community (free),,,,,,,0.00
2025-05-01,ws_009716,Community (free),,,,,,,0.00
2025-05-01,ws_009722,Enterprise,2603,24,4,949,6,0.0647,0.00
2025-05-01,ws_009731,Community (free),,,,,,,0.00
2025-05-01,ws_009737,Community (free),224,10,2,40,4,0.1193,0.00
2025-05-01,ws_009738,Pro,3116,25,3,756,4,0.0464,60.00
2025-05-01,ws_009739,Community (free),1541,22,3,359,5,0.0977,0.00
2025-05-01,ws_009744,Starter,915,15,6,316,3,0.0539,24.00
2025-05-01,ws_009746,Community (free),,,,,,,0.00
2025-05-01,ws_009760,Starter,367,8,3,81,2,0.0523,24.00
2025-05-01,ws_009761,Starter,1837,20,1,318,4,0.0074,24.00
2025-05-01,ws_009762,Community (free),3124,26,2,1286,7,0.0223,0.00
2025-05-01,ws_009769,Business (self-hosted),439,11,1,117,4,0.0156,0.00
2025-05-01,ws_009771,Starter,568,11,4,209,3,0.0111,24.00
2025-05-01,ws_009772,Starter,2617,24,9,985,3,0.0499,24.00
2025-05-01,ws_009778,Starter,407,11,3,66,6,0.0149,24.00
2025-05-01,ws_009786,Starter,3797,31,5,1388,6,0.0113,24.00
2025-05-01,ws_009795,Starter,1450,21,4,454,3,0.0192,24.00
2025-05-01,ws_009798,Community (free),,,,,,,0.00
2025-05-01,ws_009799,Pro,1888,23,1,412,6,0.0140,60.00
2025-05-01,ws_009802,Starter,2096,21,5,602,4,0.0616,24.00
2025-05-01,ws_009809,Business (self-hosted),1697,23,5,421,3,0.0244,0.00
2025-05-01,ws_009810,Starter,537,14,2,144,3,0.0202,24.00
2025-05-01,ws_009812,Starter,1036,17,4,153,5,0.0609,24.00
2025-05-01,ws_009813,Starter,366,9,4,164,3,0.0315,24.00
2025-05-01,ws_009820,Community (free),,,,,,,0.00
2025-05-01,ws_009821,Enterprise,439,12,8,150,3,0.0851,0.00
2025-05-01,ws_009825,Starter,1466,18,3,371,3,0.0121,24.00
2025-05-01,ws_009826,Community (free),1582,23,4,381,4,0.0835,0.00
2025-05-01,ws_009827,Starter,938,14,1,243,4,0.0629,24.00
2025-05-01,ws_009831,Community (free),524,12,3,210,4,0.0234,0.00
2025-05-01,ws_009835,Starter,1379,18,5,340,5,0.0387,24.00
2025-05-01,ws_009845,Community (free),1272,18,5,439,5,0.0259,0.00
2025-05-01,ws_009850,Community (free),,,,,,,0.00
2025-05-01,ws_009854,Community (free),,,,,,,0.00
2025-05-01,ws_009865,Starter,279,7,2,52,3,0.0724,24.00
2025-05-01,ws_009866,Community (free),,,,,,,0.00
2025-05-01,ws_009867,Starter,1917,22,1,569,4,0.0094,24.00
2025-05-01,ws_009870,Enterprise,821,14,3,287,4,0.0027,0.00
2025-05-01,ws_009871,Community (free),840,16,4,248,2,0.0123,0.00
2025-05-01,ws_009872,Starter,540,11,4,210,3,0.0083,24.00
2025-05-01,ws_009873,Starter,925,16,1,188,4,0.0276,24.00
2025-05-01,ws_009879,Starter,399,12,2,104,3,0.0237,24.00
2025-05-01,ws_009883,Pro,5689,33,6,1618,6,0.0293,60.00
2025-05-01,ws_009885,Community (free),,,,,,,0.00
2025-05-01,ws_009886,Pro,4681,30,1,1450,4,0.0472,60.00
2025-05-01,ws_009891,Starter,54,4,5,14,1,0.0131,24.00
2025-05-01,ws_009892,Pro,5020,35,2,1263,5,0.0563,60.00
2025-05-01,ws_009894,Community (free),,,,,,,0.00
2025-05-01,ws_009902,Starter,156,8,1,22,1,0.1379,24.00
2025-05-01,ws_009903,Business (self-hosted),423,12,3,84,2,0.0261,0.00
2025-05-01,ws_009904,Community (free),,,,,,,0.00
2025-05-01,ws_009907,Starter,1159,17,1,334,3,0.0031,24.00
2025-05-01,ws_009913,Community (free),,,,,,,0.00
2025-05-01,ws_009915,Community (free),1784,21,1,495,4,0.0876,0.00
2025-05-01,ws_009917,Starter,1807,22,5,372,4,0.0213,24.00
2025-05-01,ws_009918,Business (self-hosted),1084,18,1,130,4,0.0350,0.00
2025-05-01,ws_009922,Community (free),890,17,1,272,5,0.0434,0.00
2025-05-01,ws_009925,Starter,993,18,2,187,3,0.0961,24.00
2025-05-01,ws_009926,Community (free),291,10,1,66,4,0.0566,0.00
2025-05-01,ws_009928,Starter,40,5,1,8,1,0.0563,24.00
2025-05-01,ws_009930,Enterprise,4870,32,5,1225,7,0.0551,0.00
2025-05-01,ws_009937,Starter,216,10,4,59,3,0.0414,24.00
2025-05-01,ws_009941,Community (free),,,,,,,0.00
2025-05-01,ws_009942,Starter,766,15,1,215,5,0.0050,24.00
2025-05-01,ws_009953,Enterprise,2350,23,5,809,5,0.0077,0.00
2025-05-01,ws_009956,Community (free),1651,19,3,478,4,0.0549,0.00
2025-05-01,ws_009963,Starter,465,12,2,82,3,0.0586,24.00
2025-05-01,ws_009965,Community (free),,,,,,,0.00
2025-05-01,ws_009967,Pro,1447,18,6,322,6,0.0436,60.00
2025-05-01,ws_009969,Community (free),920,15,2,247,5,0.0732,0.00
2025-05-01,ws_009973,Starter,307,8,2,66,3,0.0225,24.00
2025-05-01,ws_009974,Business (self-hosted),614,14,2,256,3,0.0659,0.00
2025-05-01,ws_009976,Community (free),5116,33,9,2390,5,0.0237,0.00
2025-05-01,ws_009978,Starter,883,17,4,356,3,0.0704,24.00
2025-05-01,ws_009979,Pro,6864,34,2,2633,8,0.0279,60.00
2025-05-01,ws_009980,Community (free),7958,39,1,1913,6,0.0412,0.00
2025-05-01,ws_009981,Community (free),9086,40,5,1881,7,0.0276,0.00
2025-05-01,ws_009983,Starter,248,8,2,76,2,0.0573,24.00
2025-05-01,ws_009987,Starter,617,12,4,132,3,0.0584,24.00
2025-05-01,ws_009988,Business (self-hosted),146,8,1,15,2,0.0601,0.00
2025-05-01,ws_009992,Community (free),102,5,2,22,3,0.0430,0.00
2025-05-01,ws_009997,Starter,160,5,3,34,2,0.0327,24.00
2025-05-01,ws_010000,Starter,1370,17,1,278,5,0.0183,24.00
2025-05-01,ws_010001,Starter,1978,21,5,834,4,0.0115,24.00
2025-05-01,ws_010006,Community (free),,,,,,,0.00
2025-05-01,ws_010008,Starter,3855,30,6,1788,6,0.0490,24.00
2025-05-01,ws_010011,Enterprise,3878,27,3,1060,6,0.0298,0.00
